House of Representatives - 2001 Election: Queensland							
Swing to ALP							
By Division by Polling Place							
Blair							
							
Polling Place	Formal	WENDT		THOMPSON		Swing	
	Votes	(ALP)	%	(LP)	%	%	
Hendra	1355	583	43.03	772	56.97	0.51
Hendra East	891	488	54.77	403	45.23	0.60
Kalinga	1680	846	50.36	834	49.64	4.49
Kedron	1880	1083	57.61	797	42.39	1.24
Kedron Heights	1419	813	57.29	606	42.71	5.79
Lutwyche	1193	695	58.26	498	41.74	2.33
Northgate	1387	891	64.24	496	35.76	0.73
Nudgee	933	600	64.31	333	35.69	1.40
Nudgee Beach	193	142	73.58	51	26.42	4.54
Nundah	2994	1751	58.48	1243	41.52	2.72
Nundah North	1136	609	53.61	527	46.39	2.04
Nundah West	1443	698	48.37	745	51.63	0.10
Pinkenba	226	141	62.39	85	37.61	2.23
Sandgate	2555	1651	64.62	904	35.38	2.34
Shorncliffe	1360	822	60.44	538	39.56	1.09
Somerset Hills (Lilley)	281	150	53.38	131	46.62	-3.87
Special Hospital Team 1	180	71	39.44	109	60.56	-5.76
Special Hospital Team 2	86	33	38.37	53	61.63	8.61
Special Hospital Team 3	133	60	45.11	73	54.89	-
Stafford (Lilley)	1209	678	56.08	531	43.92	-2.73
Taigum (Lilley)	1690	972	57.51	718	42.49	-3.52
Virginia	2032	1173	57.73	859	42.27	1.02	
Wavell Heights	1582	946	59.80	636	40.20	1.85	
Whinstanes	625	354	56.64	271	43.36	2.31	
Wooloowin	1266	731	57.74	535	42.26	3.11	
Zillmere	1705	1000	58.65	705	41.35	-2.51	
Zillmere North	1751	1225	69.96	526	30.04	8.85	
ABSENT	5524	2861	51.79	2663	48.21	-	
POSTAL	4981	2878	57.78	2103	42.22	-	
PRE POLL	3056	1463	47.87	1593	52.13	-	
PROVISIONAL	538	331	61.52	207	38.48	-	
Division Total	80058	43899	54.83	36159	45.17	1.70	
							
							
Longman							
							
Polling Place	Formal	BECKETT		BROUGH		Swing	
	Votes	(ALP)	%	(LP)	%	%	
Banksia Beach	2491	1049	42.11	1442	57.89	-1.93	
Beachmere	1720	830	48.26	890	51.74	-6.08	
Beerburrum	269	133	49.44	136	50.56	4.54	
Beerwah	1982	843	42.53	1139	57.47	-0.08	
Bellara	2719	1324	48.69	1395	51.31	-5.21	
Bongaree	2598	1195	46.00	1403	54.00	-3.16	
Brisbane City (Longman)	95	41	43.16	54	56.84	-8.39	
Burpengary	2761	1313	47.56	1448	52.44	-1.60	
Burpengary East	1360	602	44.26	758	55.74	-5.58	
Burpengary South	1657	699	42.18	958	57.82	-1.25	
Burpengary West	2864	1358	47.42	1506	52.58	-1.62	
Caboolture	4734	2414	50.99	2320	49.01	0.56	
Caboolture East	2243	1226	54.66	1017	45.34	-3.34	
Caboolture West	2552	1234	48.35	1318	51.65	0.80	
Conondale	382	200	52.36	182	47.64	-0.23	
Deception Bay	1067	661	61.95	406	38.05	-1.64
Deception Bay North	3092	1784	57.70	1308	42.30	-2.45
Deception Bay South (Longman)	827	467	56.47	360	43.53	-8.02
Donnybrook	409	222	54.28	187	45.72	-3.94
Elimbah	1366	601	44.00	765	56.00	-1.67
Glass House Mountains	1823	722	39.61	1101	60.39	-3.53
Landsborough	1728	838	48.50	890	51.50	-1.26
Maleny	2993	1272	42.50	1721	57.50	0.49
Morayfield	4124	2044	49.56	2080	50.44	-2.36
Morayfield East	2014	940	46.67	1074	53.33	-2.63
Morayfield West	2652	1304	49.17	1348	50.83	-0.95
Mount Mee	225	83	36.89	142	63.11	1.11
Narangba	3137	1438	45.84	1699	54.16	1.28
Narangba North	415	202	48.67	213	51.33	4.17
Ningi	2250	1094	48.62	1156	51.38	-1.65
Peachester	602	257	42.69	345	57.31	-1.55
Special Hospital Team 1	337	143	42.43	194	57.57	7.31	
Special Hospital Team 2	169	79	46.75	90	53.25	16.86	
Toorbul	521	267	51.25	254	48.75	-3.64	
Wamuran	1214	507	41.76	707	58.24	-0.36	
Woodford	1933	887	45.89	1046	54.11	-3.52	
Woorim	1088	521	47.89	567	52.11	-3.27	
ABSENT	4181	1932	46.21	2249	53.79	-	
POSTAL	3568	1421	39.83	2147	60.17	-	
PRE POLL	2753	1234	44.82	1519	55.18	-	
PROVISIONAL	527	287	54.46	240	45.54	-	
Division Total	75442	35668	47.28	39774	52.72	-1.80	
							
							
McPherson							
							
Polling Place	Formal	TRIGGER		MAY		Swing	
	Votes	(ALP)	%	(LP)	%	%	
Bonogin	1908	566	29.66	1342	70.34	-1.44	
Brisbane City (McPherson)	52	17	32.69	35	67.31	-10.16	
Broadbeach (McPherson)	1540	515	33.44	1025	66.56	-7.12	
Burleigh Heads	3961	1530	38.63	2431	61.37	-6.34	
Burleigh North	662	268	40.48	394	59.52	-2.37	
Burleigh Waters	4652	1931	41.51	2721	58.49	-4.24	
Burleigh West	1414	527	37.27	887	62.73	-1.21	
Coolangatta	947	416	43.93	531	56.07	-1.84	
Currumbin	2523	1100	43.60	1423	56.40	-4.15	
Currumbin Valley	317	131	41.32	186	58.68	5.89	
Currumbin Waters	2205	919	41.68	1286	58.32	-0.20	
Elanora	2680	1042	38.88	1638	61.12	-3.70	
Elanora High	2388	993	41.58	1395	58.42	-4.46	
Kirra	1447	684	47.27	763	52.73	-7.87	
Mermaid Beach	1296	401	30.94	895	69.06	-7.04	
Mermaid Waters (McPherson)	2805	923	32.91	1882	67.09	-6.45
Merrimac (McPherson)	1725	555	32.17	1170	67.83	-3.79
Merrimac High	1418	452	31.88	966	68.12	-0.93
Miami	1737	753	43.35	984	56.65	-5.37
Miami West	3068	1125	36.67	1943	63.33	-3.74
Moana Park (McPherson)	493	149	30.22	344	69.78	-3.05
Mudgeeraba	1934	593	30.66	1341	69.34	-4.41
Palm Beach	1980	789	39.85	1191	60.15	-4.39
Palm Beach North	3222	1328	41.22	1894	58.78	-3.90
Palm Beach South	2498	1142	45.72	1356	54.28	-4.09
Reedy Creek	1228	404	32.90	824	67.10	-5.98
Robina	2915	816	27.99	2099	72.01	-3.81
Robina North	2883	754	26.15	2129	73.85	0.52
Robina Town	1447	501	34.62	946	65.38	3.25
Special Hospital Team 1	239	85	35.56	154	64.44	-15.32
Special Hospital Team 2	218	63	28.90	155	71.10	0.09
Springbrook	278	154	55.40	124	44.60	0.21	
Stephens	2717	1219	44.87	1498	55.13	-4.79	
Tallai (McPherson)	2545	867	34.07	1678	65.93	-2.59	
Tallebudgera	1378	495	35.92	883	64.08	-4.09	
Tallebudgera Valley	449	171	38.08	278	61.92	3.22	
Tugun	3482	1506	43.25	1976	56.75	-1.97	
ABSENT	3373	1237	36.67	2136	63.33	-	
POSTAL	3646	1232	33.79	2414	66.21	-	
PRE POLL	7989	2952	36.95	5037	63.05	-	
PROVISIONAL	819	334	40.78	485	59.22	-	
Division Total	84478	31639	37.45	52839	62.55	-4.21	
							
							
Maranoa							
							
Polling Place	Formal	BOWDEN		SCOTT		Swing	
	Votes	(ALP)	%	(NP)	%	%	
Allora	1057	294	27.81	763	72.19	1.20	
Amby	71	15	21.13	56	78.87	-0.91	
Amiens	250	80	32.00	170	68.00	-2.10	
Anakie	86	25	29.07	61	70.93	-6.41	
Applethorpe	339	129	38.05	210	61.95	3.00	
Augathella	280	129	46.07	151	53.93	-10.35	
Ballandean	297	113	38.05	184	61.95	-0.57	
Bauhinia Downs	109	15	13.76	94	86.24	5.60	
Bedourie	63	11	17.46	52	82.54	-18.39	
Bell	350	95	27.14	255	72.86	2.75	
Birdsville	50	17	34.00	33	66.00	2.00	
Blackall	806	394	48.88	412	51.12	-8.62	
Blackwater	1129	744	65.90	385	34.10	-2.54	
Blackwater North	716	506	70.67	210	29.33	1.88	
Bluff	189	115	60.85	74	39.15	-6.98	
Bollon	149	65	43.62	84	56.38	11.84
Brigalow	166	19	11.45	147	88.55	-2.84
Bringalily South	72	4	5.56	68	94.44	-5.29
Brisbane City (Maranoa)	117	30	25.64	87	74.36	-7.69
Broadwater Crossing	335	118	35.22	217	64.78	6.61
Bungunya	57	19	33.33	38	66.67	12.64
Burra Burri	64	8	12.50	56	87.50	2.64
Canaga	38	1	2.63	37	97.37	0.74
Cecil Plains	242	57	23.55	185	76.45	-1.54
Charleville	1513	736	48.65	777	51.35	-7.65
Charleville Hospital	333	150	45.05	183	54.95	-11.44
Chinchilla	1861	598	32.13	1263	67.87	-0.71
Chinchilla Hospital	650	189	29.08	461	70.92	5.14
Comet	82	23	28.05	59	71.95	1.38
Condamine	181	43	23.76	138	76.24	5.58
Cooranga North	71	16	22.54	55	77.46	0.00
Cottonvale	255	93	36.47	162	63.53	11.38
Cunnamulla	719	403	56.05	316	43.95	-8.22
Dalby	2096	716	34.16	1380	65.84	-0.70
Dalby North	1039	285	27.43	754	72.57	-7.09
Dalby South	1280	423	33.05	857	66.95	-2.13
Dalby West	1158	305	26.34	853	73.66	0.62
Dalveen	116	40	34.48	76	65.52	3.42
Dingo	142	47	33.10	95	66.90	5.39
Dirranbandi	334	144	43.11	190	56.89	-15.78
Drillham	110	19	17.27	91	82.73	-6.20
Duaringa	214	61	28.50	153	71.50	-5.95
Dulacca	146	20	13.70	126	86.30	0.01
Emerald	2419	961	39.73	1458	60.27	-3.70
Emerald North	1382	607	43.92	775	56.08	-3.27
Emerald South	711	305	42.90	406	57.10	-0.27
Eukey	145	47	32.41	98	67.59	1.28
Eulo	70	17	24.29	53	75.71	-2.99
Eumamurrin	62	3	4.84	59	95.16	-2.06
Gindie	93	10	10.75	83	89.25	0.66
Glen Aplin	329	136	41.34	193	58.66	-1.76
Goomburra	151	34	22.52	117	77.48	3.81
Goondiwindi	826	274	33.17	552	66.83	-0.14
Goondiwindi West	2138	710	33.21	1428	66.79	2.86
Guluguba	56	6	10.71	50	89.29	-8.64
Hannaford	53	6	11.32	47	88.68	3.77
Hebel	60	12	20.00	48	80.00	4.48
Inglestone	90	12	13.33	78	86.67	1.57
Inglewood	747	386	51.67	361	48.33	6.60
Injune	296	55	18.58	241	81.42	4.69
Isisford	90	33	36.67	57	63.33	-4.67
Jandowae	688	172	25.00	516	75.00	-1.45
Jimbour	125	17	13.60	108	86.40	-2.73
Jundah	64	11	17.19	53	82.81	-10.94
Kaimkillenbun	232	55	23.71	177	76.29	3.80
Karara	93	19	20.43	74	79.57	-1.62
Killarney	807	223	27.63	584	72.37	-0.27
Kindon	54	13	24.07	41	75.93	12.41
Kogan	79	22	27.85	57	72.15	-5.86
Kupunn	118	16	13.56	102	86.44	2.85
Leyburn	178	92	51.69	86	48.31	10.55
Macalister	108	12	11.11	96	88.89	2.98
Maryvale	194	84	43.30	110	56.70	2.70
Massie	192	61	31.77	131	68.23	1.87
Meandarra	201	33	16.42	168	83.58	-2.19
Miles	842	237	28.15	605	71.85	-1.03
Millmerran	1045	351	33.59	694	66.41	4.19
Mitchell	599	240	40.07	359	59.93	-6.61
Moonie	152	26	17.11	126	82.89	5.57
Morven	149	53	35.57	96	64.43	-8.72
Muckadilla	50	5	10.00	45	90.00	-5.22
Mungallala	81	16	19.75	65	80.25	-13.95
Mungindi	130	27	20.77	103	79.23	-1.45
Murrays Bridge	145	23	15.86	122	84.14	-8.14
Pratten	97	22	22.68	75	77.32	-3.28
Quilpie	356	109	30.62	247	69.38	-9.00
Rolleston	153	28	18.30	125	81.70	-0.90
Roma	2273	733	32.25	1540	67.75	-4.35
Roma School	928	343	36.96	585	63.04	-1.91
Roma West	345	116	33.62	229	66.38	-11.44
Rubyvale	270	138	51.11	132	48.89	10.66
Sapphire	208	100	48.08	108	51.92	5.35
Special Hospital Team 1	76	26	34.21	50	65.79	1.65
Special Hospital Team 2	27	9	33.33	18	66.67	0.00
Special Hospital Team 3	29	4	13.79	25	86.21	-48.71
Special Hospital Team 4	63	18	28.57	45	71.43	-19.16
Springsure	579	134	23.14	445	76.86	-1.74
St George	1611	582	36.13	1029	63.87	-8.55
St Ruth	51	9	17.65	42	82.35	4.19
Stanthorpe	1856	828	44.61	1028	55.39	-1.29
Stanthorpe South	464	172	37.07	292	62.93	1.99
Stanthorpe West	645	262	40.62	383	59.38	-0.01
Surat	332	112	33.73	220	66.27	-2.24
Talwood	124	37	29.84	87	70.16	-5.20
Tambo	270	96	35.56	174	64.44	-5.13
Tara	884	369	41.74	515	58.26	0.27
Taroom	568	117	20.60	451	79.40	-1.83
Texas	555	225	40.54	330	59.46	-3.08
Thallon	133	36	27.07	97	72.93	0.62
Thargomindah	114	44	38.60	70	61.40	-2.20
The Gums	89	10	11.24	79	88.76	5.21
The Summit	288	111	38.54	177	61.46	-7.48
Toobeah	122	23	18.85	99	81.15	-6.79
Wallangarra	278	134	48.20	144	51.80	-0.22
Wallumbilla	270	61	22.59	209	77.41	-4.68
Wandoan	364	63	17.31	301	82.69	0.56
Warra	149	41	27.52	108	72.48	4.02
Warwick	1971	762	38.66	1209	61.34	-1.53
Warwick East	1984	772	38.91	1212	61.09	-1.13
Warwick North	870	335	38.51	535	61.49	2.16
Warwick South	668	199	29.79	469	70.21	-9.00
Warwick West	1898	728	38.36	1170	61.64	3.69
Willows Gemfields	69	40	57.97	29	42.03	-4.10
Windorah	71	21	29.58	50	70.42	-11.98
Woorabinda	249	217	87.15	32	12.85	-6.18
Wyandra	64	16	25.00	48	75.00	-1.67
Yangan	458	112	24.45	346	75.55	3.15
Yelarbon	208	77	37.02	131	62.98	3.55	
Yuleba	153	42	27.45	111	72.55	-1.12	
ABSENT	6142	2113	34.40	4029	65.60	-	
POSTAL	8697	1599	18.39	7098	81.61	-	
PRE POLL	1859	606	32.60	1253	67.40	-	
PROVISIONAL	591	309	52.28	282	47.72	-	
Division Total	75899	25796	33.99	50103	66.01	-1.59	
							
							
Moncrieff							
							
Polling Place	Formal	CHATTERJEE		CIOBO		Swing	
	Votes	(ALP)	%	(LP)	%	%	
Aquinas	372	124	33.33	248	66.67	-7.10	
Arundel	5283	1674	31.69	3609	68.31	-3.51	
Arundel East	1060	427	40.28	633	59.72	-4.04	
Ashmore	3723	1256	33.74	2467	66.26	-2.35
Ashmore West	2435	903	37.08	1532	62.92	1.34
Benowa	3910	1079	27.60	2831	72.40	-2.79
Brisbane City (Moncrieff)	58	18	31.03	40	68.97	4.07
Broadbeach (Moncrieff)	1547	452	29.22	1095	70.78	-4.03
Carrara	787	268	34.05	519	65.95	-1.79
Chevron Island	1732	513	29.62	1219	70.38	-2.19
Earle Haven	533	148	27.77	385	72.23	-4.87
Evandale	2539	682	26.86	1857	73.14	-1.57
Florida Gardens	688	177	25.73	511	74.27	1.21
Gilston	903	273	30.23	630	69.77	2.47
Harley Park	1538	683	44.41	855	55.59	-5.57
Isle Of Capri	2310	508	21.99	1802	78.01	-0.70
Keebra Park	1424	628	44.10	796	55.90	-5.26
Labrador	3107	1434	46.15	1673	53.85	-2.39
Main Beach	2118	437	20.63	1681	79.37	-0.44
Mermaid Waters (Moncrieff)	712	227	31.88	485	68.12	-0.93
Merrimac (Moncrieff)	1550	446	28.77	1104	71.23	-3.30
Moana Park (Moncrieff)	1466	346	23.60	1120	76.40	-3.65
Musgrave Hill	2808	1326	47.22	1482	52.78	-1.98
Nerang	1896	691	36.45	1205	63.55	-1.91
Nerang South	3668	1467	39.99	2201	60.01	-1.78
Nerang West (Moncrieff)	2926	1097	37.49	1829	62.51	-5.25
Parklands	487	153	31.42	334	68.58	-3.74
Southport	2207	907	41.10	1300	58.90	-5.72
Southport North	528	221	41.86	307	58.14	-9.15
Southport West	1546	663	42.88	883	57.12	3.21
Special Hospital Team 1	185	68	36.76	117	63.24	9.52
Special Hospital Team 2	238	59	24.79	179	75.21	-7.87
Special Hospital Team 3	372	82	22.04	290	77.96	-6.49
Special Hospital Team 4	84	32	38.10	52	61.90	-
Surfers Paradise	1309	525	40.11	784	59.89	1.62
Tallai (Moncrieff)	1322	361	27.31	961	72.69	-1.36	
William Duncan	3021	1113	36.84	1908	63.16	-5.24	
Worongary	660	262	39.70	398	60.30	-2.24	
ABSENT	4077	1484	36.40	2593	63.60	-	
POSTAL	3836	1256	32.74	2580	67.26	-	
PRE POLL	6101	2145	35.16	3956	64.84	-	
PROVISIONAL	698	273	39.11	425	60.89	-	
Division Total	77764	26888	34.58	50876	65.42	-2.59	
							
							
Moreton							
							
Polling Place	Formal	BROOKES		HARDGRAVE		Swing	
	Votes	(ALP)	%	(LP)	%	%	
Annerley	1292	675	52.24	617	47.76	-3.74	
Annerley Junction	697	380	54.52	317	45.48	-4.00	
Brisbane City (Moreton)	454	222	48.90	232	51.10	-8.15
Chelmer	846	245	28.96	601	71.04	3.39
Coopers Plains	2138	1189	55.61	949	44.39	-4.95
Corinda (Moreton)	356	172	48.31	184	51.69	-1.52
Dupre St	441	189	42.86	252	57.14	-8.19
Eight Mile Plains (Moreton)	1574	732	46.51	842	53.49	-5.72
Fairfield	1097	599	54.60	498	45.40	-3.90
Graceville	2750	1252	45.53	1498	54.47	-0.22
Graceville West	539	186	34.51	353	65.49	0.82
Greenslopes Hospital	540	220	40.74	320	59.26	-6.57
Greenslopes School (Moreton)	1398	736	52.65	662	47.35	-4.36
Holland Park (Moreton)	885	406	45.88	479	54.12	-3.16
Junction Park	1352	773	57.17	579	42.83	0.19
Kuraby (Moreton)	1425	626	43.93	799	56.07	-2.11
Macgregor	1941	802	41.32	1139	58.68	-4.74
Mansfield (Moreton)	1667	665	39.89	1002	60.11	-5.70
Market Square	2360	1032	43.73	1328	56.27	-1.86
Marshall Road	2107	922	43.76	1185	56.24	-3.46
Moorooka	807	436	54.03	371	45.97	-5.19
Moorooka School	2245	1203	53.59	1042	46.41	-3.25
Moorvale	811	417	51.42	394	48.58	-5.39
Mount Gravatt (Moreton)	1961	917	46.76	1044	53.24	-2.38
Mt Petrie (Moreton)	220	73	33.18	147	66.82	-5.24
Robertson	1864	761	40.83	1103	59.17	-1.71
Rochedale (Moreton)	659	204	30.96	455	69.04	2.68
Rocklea	743	498	67.03	245	32.97	-0.08
Runcorn (Moreton)	1234	559	45.30	675	54.70	-2.57
Runcorn High School	779	402	51.60	377	48.40	-0.12
Salisbury	2988	1615	54.05	1373	45.95	-6.74
Sherwood	1570	666	42.42	904	57.58	-4.32
Special Hospital Team 1	74	32	43.24	42	56.76	17.78
Special Hospital Team 2	38	8	21.05	30	78.95	-27.67
Special Hospital Team 3	82	29	35.37	53	64.63	-1.42	
Sunnybank (Moreton)	1867	859	46.01	1008	53.99	-3.54	
Tarragindi	1234	513	41.57	721	58.43	-6.25	
Tarragindi East	1304	556	42.64	748	57.36	-5.93	
Tennyson	256	105	41.02	151	58.98	-5.00	
Thompson Estate	461	250	54.23	211	45.77	-7.07	
Upper Mt Gravatt	4158	1882	45.26	2276	54.74	-2.96	
Warrigal Road	4886	2049	41.94	2837	58.06	-2.67	
Wellers Hill	3262	1434	43.96	1828	56.04	-2.86	
Wishart	2512	999	39.77	1513	60.23	-7.36	
Yeronga	2040	1044	51.18	996	48.82	-2.90	
Yeronga West	1864	786	42.17	1078	57.83	-0.74	
ABSENT	6038	2832	46.90	3206	53.10	-	
POSTAL	5074	2041	40.22	3033	59.78	-	
PRE POLL	2959	1326	44.81	1633	55.19	-	
PROVISIONAL	463	258	55.72	205	44.28	-	
Division Total	80312	36777	45.79	43535	54.21	-3.63	
							
							
Oxley							
							
Polling Place	Formal	RIPOLL		PARER		Swing	
	Votes	(ALP)	%	(LP)	%	%	
Acacia Ridge	1267	790	62.35	477	37.65	-3.64	
Acacia Ridge South	2168	1417	65.36	751	34.64	-4.64	
Blackstone	550	335	60.91	215	39.09	3.00	
Brisbane City (Oxley)	128	67	52.34	61	47.66	-8.37	
Bundamba	1459	813	55.72	646	44.28	3.53	
Bundamba School	2077	1280	61.63	797	38.37	2.15	
Calamvale (Oxley)	658	236	35.87	422	64.13	-1.86	
Camira	3044	1633	53.65	1411	46.35	-1.18	
Carole Park	1088	770	70.77	318	29.23	3.06	
Central School	1089	543	49.86	546	50.14	2.17
Churchill (Oxley)	1966	908	46.19	1058	53.81	-0.25
Collingwood Park	1690	923	54.62	767	45.38	0.13
Dinmore	797	531	66.62	266	33.38	3.92
Durack	1772	1300	73.36	472	26.64	-1.62
East Ipswich School	1383	828	59.87	555	40.13	-1.81
Eastern Heights	1591	857	53.87	734	46.13	4.54
Flinders View	2100	971	46.24	1129	53.76	-0.60
Forest Lake	3662	1707	46.61	1955	53.39	2.04
Forest Lake East	1720	819	47.62	901	52.38	3.07
Forest Place Retirement Village	582	203	34.88	379	65.12	5.58
Gailes	1064	750	70.49	314	29.51	2.18
Goodna	3270	2177	66.57	1093	33.43	0.45
Grand Ave	1756	772	43.96	984	56.04	-0.63
Harrisville	293	108	36.86	185	63.14	-1.75
Inala	2612	1859	71.17	753	28.83	-2.89
Inala West	1425	1090	76.49	335	23.51	1.51
Ipswich	355	209	58.87	146	41.13	10.54
Ipswich Hospital	217	96	44.24	121	55.76	-7.78
Kruger School	4005	2431	60.70	1574	39.30	2.30
Newtown Ipswich	913	480	52.57	433	47.43	1.28
North Booval	1268	769	60.65	499	39.35	3.13
Pallara	582	255	43.81	327	56.19	-0.10
Peak Crossing	657	276	42.01	381	57.99	7.97
Raceview School	3069	1637	53.34	1432	46.66	-0.59
Redbank	655	441	67.33	214	32.67	7.51
Redbank Plains	2102	1227	58.37	875	41.63	1.63
Richlands	1063	678	63.78	385	36.22	2.84
Richlands East	1335	1092	81.80	243	18.20	3.28
Riverview	1110	768	69.19	342	30.81	4.98
Serviceton South	1963	1433	73.00	530	27.00	2.04
Silkstone	2924	1660	56.77	1264	43.23	-0.58
Special Hospital Team 1	84	49	58.33	35	41.67	20.10	
Special Hospital Team 2	180	92	51.11	88	48.89	-4.44	
Springfield	1836	1011	55.07	825	44.93	2.20	
West Ipswich	494	293	59.31	201	40.69	2.11	
ABSENT	4746	2543	53.58	2203	46.42	-	
POSTAL	3034	1843	60.74	1191	39.26	-	
PRE POLL	2163	1153	53.31	1010	46.69	-	
PROVISIONAL	449	304	67.71	145	32.29	-	
Division Total	76415	44427	58.14	31988	41.86	-0.07	
							
							
Petrie							
							
Polling Place	Formal	HUME		GAMBARO		Swing	
	Votes	(ALP)	%	(LP)	%	%	
Aspley (Petrie)	848	309	36.44	539	63.56	0.81	
Aspley West	3599	1240	34.45	2359	65.55	0.33
Bald Hills	2348	1299	55.32	1049	44.68	-1.64
Bald Hills North	610	295	48.36	315	51.64	-8.27
Ballycara	943	324	34.36	619	65.64	-3.70
Bracken Ridge	2154	1111	51.58	1043	48.42	-5.60
Bracken Ridge East	3053	1433	46.94	1620	53.06	-0.36
Bracken Ridge West	2594	1326	51.12	1268	48.88	-0.81
Bridgeman Downs	2447	679	27.75	1768	72.25	-0.37
Brisbane City (Petrie)	219	101	46.12	118	53.88	-8.43
Carseldine	2003	818	40.84	1185	59.16	-0.26
Chermside	398	213	53.52	185	46.48	-4.23
Chermside Garden Settlement	472	196	41.53	276	58.47	-5.62
Chermside West	2978	1329	44.63	1649	55.37	-0.41
Clontarf	2290	1213	52.97	1077	47.03	-2.28
Clontarf Beach	2160	1157	53.56	1003	46.44	-4.80
Craigslea	1141	452	39.61	689	60.39	-0.68
Deception Bay South (Petrie)	1221	725	59.38	496	40.62	0.23
Everton Park (Petrie)	374	155	41.44	219	58.56	-6.47
Everton Park North (Petrie)	1108	427	38.54	681	61.46	-1.39
Kippa-Ring	3121	1684	53.96	1437	46.04	-3.89
Kippa-Ring North	1727	861	49.86	866	50.14	-2.01
Kippa-Ring West	1699	909	53.50	790	46.50	-2.78
Mango Hill	1185	527	44.47	658	55.53	-6.33
Margate	2932	1552	52.93	1380	47.07	-4.55
McDowall	4423	1599	36.15	2824	63.85	-0.20
Moreton Downs	517	268	51.84	249	48.16	-4.00
Redcliffe	2741	1431	52.21	1310	47.79	-2.09
Redcliffe Hospital	1205	656	54.44	549	45.56	-2.26
Rothwell	1440	610	42.36	830	57.64	-7.01
Scarborough	3043	1452	47.72	1591	52.28	-5.04
Scarborough North	1159	527	45.47	632	54.53	-6.16
Somerset Hills (Petrie)	1665	833	50.03	832	49.97	-3.80
Special Hospital Team 1	221	96	43.44	125	56.56	11.47	
Stafford (Petrie)	569	304	53.43	265	46.57	-1.39	
Stafford Central	1276	676	52.98	600	47.02	-1.89	
Stafford Heights	2430	1186	48.81	1244	51.19	-2.72	
Stafford West (Petrie)	814	393	48.28	421	51.72	-4.83	
Taigum (Petrie)	759	390	51.38	369	48.62	10.32	
Woody Point	1951	1037	53.15	914	46.85	-3.62	
ABSENT	5488	2621	47.76	2867	52.24	-	
POSTAL	5085	2181	42.89	2904	57.11	-	
PRE POLL	3007	1286	42.77	1721	57.23	-	
PROVISIONAL	358	212	59.22	146	40.78	-	
Division Total	81775	38093	46.58	43682	53.42	-2.66	
							
							
Rankin							
							
Polling Place	Formal	EMERSON		WOOD		Swing	
	Votes	(ALP)	%	(LP)	%	%	
Algester	5110	2442	47.79	2668	52.21	-1.34	
Berrinba East	1724	1153	66.88	571	33.12	-5.58	
Boronia Heights	3646	2118	58.09	1528	41.91	-0.91	
Brisbane City (Rankin)	165	90	54.55	75	45.45	-10.62	
Browns Plains	2976	1775	59.64	1201	40.36	-0.99	
Burrowes	2018	1280	63.43	738	36.57	-1.91	
Calamvale (Rankin)	5059	2306	45.58	2753	54.42	1.75	
Crestmead	3229	2117	65.56	1112	34.44	-0.59	
Harris Fields	2727	1863	68.32	864	31.68	-1.17	
Kingston	2767	1952	70.55	815	29.45	0.37	
Kuraby (Rankin)	912	489	53.62	423	46.38	-6.28	
Loganholme (Rankin)	2013	906	45.01	1107	54.99	0.44	
Mabel Park	3353	2133	63.61	1220	36.39	-5.76	
Marsden (Rankin)	1985	1277	64.33	708	35.67	1.20	
Park Ridge (Rankin)	1745	825	47.28	920	52.72	-3.38
Regents Park	2433	1338	54.99	1095	45.01	-0.52
Runcorn (Rankin)	2953	1572	53.23	1381	46.77	-0.54
Runcorn Heights	4231	2228	52.66	2003	47.34	-1.56
Slacks Creek (Rankin)	414	191	46.14	223	53.86	-4.70
Special Hospital Team 1	166	88	53.01	78	46.99	-1.04
Special Hospital Team 2	111	49	44.14	62	55.86	-2.01
Special Hospital Team 3	75	36	48.00	39	52.00	-
Sunnybank (Rankin)	327	164	50.15	163	49.85	-9.80
Sunnybank Hills	5015	2379	47.44	2636	52.56	-1.24
Woodridge	2239	1541	68.83	698	31.17	-1.33
Woodridge North	1960	1374	70.10	586	29.90	0.37
Yugumbir	3720	2143	57.61	1577	42.39	1.48
ABSENT	4974	2659	53.46	2315	46.54	-
POSTAL	3395	1973	58.11	1422	41.89	-
PRE POLL	2688	1516	56.40	1172	43.60	-
PROVISIONAL	440	290	65.91	150	34.09	-	
Division Total	74570	42267	56.68	32303	43.32	-2.01	
							
							
Ryan							
							
Polling Place	Formal	SHORT		JOHNSON		Swing	
	Votes	(ALP)	%	(LP)	%	%	
Brisbane City (Ryan)	438	209	47.72	229	52.28	-2.46	
Brookfield	1940	545	28.09	1395	71.91	3.66	
Chapel Hill	2122	755	35.58	1367	64.42	-0.79	
Chapel Hill South	2064	765	37.06	1299	62.94	0.08	
Corinda (Ryan)	1760	843	47.90	917	52.10	0.71	
Corinda South	1185	608	51.31	577	48.69	-0.89	
Darra	1662	1152	69.31	510	30.69	-4.91	
Fig Tree Pocket	1805	595	32.96	1210	67.04	4.61	
Indooroopilly	1929	915	47.43	1014	52.57	1.22
Indooroopilly East	2195	849	38.68	1346	61.32	3.22
Indooroopilly West	2543	998	39.24	1545	60.76	1.22
Ironside	2929	1139	38.89	1790	61.11	0.01
Jamboree Heights	4864	2047	42.08	2817	57.92	-0.70
Jindalee	3250	1261	38.80	1989	61.20	0.97
Jindalee South	1662	597	35.92	1065	64.08	0.22
Kenmore	3119	1136	36.42	1983	63.58	1.29
