	TOTAL		1262	1.69		5535	7.42					658	0.88		2036	2.73		1306	1.75		1354	1.82		21643	29.03		5478	7.35		31228	41.89					4055	5.44		74555
FOURTH			65	9.88		282	42.86						Excluded		46	6.99		32	4.86		19	2.89		71	10.79		28	4.26		86	13.07					29	4.41		658
	TOTAL		1327	1.78		5817	7.80								2082	2.79		1338	1.79		1373	1.84		21714	29.12		5506	7.39		31314	42.00					4084	5.48		74555
FIFTH				Excluded		807	60.81								84	6.33		52	3.92		31	2.34		91	6.86		70	5.28		114	8.59					78	5.88		1327
	TOTAL					6624	8.88								2166	2.91		1390	1.86		1404	1.88		21805	29.25		5576	7.48		31428	42.15					4162	5.58		74555
SIXTH						189	13.60								156	11.22			Excluded		45	3.24		211	15.18		600	43.17		81	5.83					108	7.77		1390
	TOTAL					6813	9.14								2322	3.11					1449	1.94		22016	29.53		6176	8.28		31509	42.26					4270	5.73		74555
SEVENTH						176	12.15								93	6.42						Excluded		185	12.77		86	5.94		814	56.18					95	6.56		1449
	TOTAL					6989	9.37								2415	3.24								22201	29.78		6262	8.40		32323	43.35					4365	5.85		74555
EIGHTH						666	27.58									Excluded								589	24.39		796	32.96		298	12.34					66	2.73		2415
	TOTAL					7655	10.27																	22790	30.57		7058	9.47		32621	43.75					4431	5.94		74555
NINTH						1704	38.46																	827	18.66		439	9.91		1461	32.97						Excluded		4431
	TOTAL					9359	12.55																	23617	31.68		7497	10.06		34082	45.71								74555	
TENTH						3102	41.38																	3487	46.51			Excluded		908	12.11								7497	
	TOTAL					12461	16.71																	27104	36.35					34990	46.93								74555	
ELEVENTH							Excluded																	8109	65.08					4352	34.92								12461	
	TOTAL																							35213	47.23					39342	52.77								74555	
																															Elected									
																																								
Parkes																																								
			KNAGGE			COBB			REDFERN			DUNLOP			WARD																									
			Joe			John			Bob			Samantha			Geoff																									
			(CLR)			(NP)			(HAN)			(GRN)			(DEM)																									
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																						
FIRST			25429	33.21		39133	51.10		7969	10.41		1936	2.53		2111	2.76		76578																						
SECOND			478	24.69		358	18.49		249	12.86			Excluded		851	43.96		1936																						
	TOTAL		25907	33.83		39491	51.57		8218	10.73					2962	3.87		76578																						
THIRD			1401	47.30		1014	34.23		547	18.47						Excluded		2962																						
	TOTAL		27308	35.66		40505	52.89		8765	11.45								76578																						
FOURTH			4288	48.92		4477	51.08			Excluded								8765																						
	TOTAL		31596	41.26		44982	58.74											76578																						
							Elected																																	
																																								
Parramatta																																								
			BORGER			TONGSUMRITH			CAMERON			JONSSON			CLARK			WATSON			GEORGE			SATCHWELL																
			David			Somchai			Ross			Dee			Anthony			Will			Felicity			John M																
			(ALP)			(UNI)			(LP)			(CTA)			(DEM)			(NCP)			(GRN)			(HAN)																
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total													
FIRST			31867	41.41		1131	1.47		35356	45.94		1177	1.53		2622	3.41		148	0.19		2380	3.09		2279	2.96		76960													
SECOND			29	19.59		10	6.76		31	20.95		16	10.81		22	14.86			Excluded		27	18.24		13	8.78		148													
	TOTAL		31896	41.44		1141	1.48		35387	45.98		1193	1.55		2644	3.44					2407	3.13		2292	2.98		76960													
THIRD			508	44.52			Excluded		137	12.01		49	4.29		352	30.85					85	7.45		10	0.88		1141													
	TOTAL		32404	42.10					35524	46.16		1242	1.61		2996	3.89					2492	3.24		2302	2.99		76960													
FOURTH			228	18.36					690	55.56			Excluded		155	12.48					111	8.94		58	4.67		1242													
	TOTAL		32632	42.40					36214	47.06					3151	4.09					2603	3.38		2360	3.07		76960													
FIFTH			524	22.20					825	34.96					174	7.37					837	35.47			Excluded		2360													
	TOTAL		33156	43.08					37039	48.13					3325	4.32					3440	4.47					76960													
SIXTH			974	29.29					629	18.92						Excluded					1722	51.79					3325													
	TOTAL		34130	44.35					37668	48.94											5162	6.71					76960													
SEVENTH			3463	67.09					1699	32.91												Excluded					5162													
	TOTAL		37593	48.85					39367	51.15																	76960													
										Elected																														
																																								
Paterson																																								
			HORNE			SHAW			DAVIES			RANKE			HENNELLY			BALDWIN			KING			CARY																
			Bob			Ian			Sharon			Aina			Paul			Bob			Tony			Paul																
			(ALP)			(NP)			(DEM)			(GRN)			(FPY)			(LP)			(CEC)			(HAN)																
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total													
FIRST			31430	40.75		5544	7.19		1979	2.57		2095	2.72		720	0.93		30781	39.91		339	0.44		4233	5.49		77121													
SECOND			87	25.66		44	12.98		13	3.83		29	8.55		38	11.21		53	15.63			Excluded		75	22.12		339													
	TOTAL		31517	40.87		5588	7.25		1992	2.58		2124	2.75		758	0.98		30834	39.98					4308	5.59		77121													
THIRD			194	25.59		48	6.33		49	6.46		187	24.67			Excluded		107	14.12					173	22.82		758													
	TOTAL		31711	41.12		5636	7.31		2041	2.65		2311	3.00					30941	40.12					4481	5.81		77121													
FOURTH			669	32.78		242	11.86			Excluded		805	39.44					209	10.24					116	5.68		2041													
	TOTAL		32380	41.99		5878	7.62					3116	4.04					31150	40.39					4597	5.96		77121													
FIFTH			1730	55.52		551	17.68						Excluded					452	14.51					383	12.29		3116													
	TOTAL		34110	44.23		6429	8.34											31602	40.98					4980	6.46		77121													
SIXTH			1592	31.97		2045	41.06											1343	26.97						Excluded		4980													
	TOTAL		35702	46.29		8474	10.99											32945	42.72								77121													
SEVENTH			1761	20.78			Excluded											6713	79.22								8474													
	TOTAL		37463	48.58														39658	51.42								77121													
																			Elected																					
																																								
Prospect																																								
			FILIPCZYK			HUTCHINSON			OATES			HAROON			PERKINS			PEACOCK			TAI			CROSIO																
			Rebecca			John Robert			Garry A			Lewis			Gareth			Thomas			Kek			Janice																
			(GRN)			(HAN)			(AFI)			(CTA)			(LP)			(DEM)			(UNI)			(ALP)																
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total													
FIRST			3439	4.58		3380	4.50		1274	1.70		1927	2.56		20776	27.65		1723	2.29		1027	1.37		41596	55.36		75142													
SECOND			92	8.96		15	1.46		22	2.14		23	2.24		101	9.83		214	20.84			Excluded		560	54.53		1027													
	TOTAL		3531	4.70		3395	4.52		1296	1.72		1950	2.60		20877	27.78		1937	2.58					42156	56.10		75142													
THIRD			207	15.97		446	34.41			Excluded		86	6.64		281	21.68		77	5.94					199	15.35		1296													
	TOTAL		3738	4.97		3841	5.11					2036	2.71		21158	28.16		2014	2.68					42355	56.37		75142													
FOURTH			607	30.14		104	5.16					143	7.10		423	21.00			Excluded					737	36.59		2014													
	TOTAL		4345	5.78		3945	5.25					2179	2.90		21581	28.72								43092	57.35		75142													
FIFTH			300	13.77		246	11.29						Excluded		1061	48.69								572	26.25		2179													
	TOTAL		4645	6.18		4191	5.58								22642	30.13								43664	58.11		75142													
SIXTH			1425	34.00			Excluded								1866	44.52								900	21.47		4191													
	TOTAL		6070	8.08											24508	32.62								44564	59.31		75142													
SEVENTH				Excluded											3437	56.62								2633	43.38		6070													
	TOTAL														27945	37.19								47197	62.81		75142													
																									Elected															
																																								
Reid																																								
			CHAMAS			ARCHER			MAXWELL			LEDERMANN			MACDONALD			YUSUF			O'CONNOR			FERGUSON																
			Habib			Adrian Peter			Steve			Uwe			Lisa			Irfan			Shane			Laurie																
			(UNI)			(DEM)			(GRN)			(CTA)						(LP)			(HAN)			(ALP)																
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total													
FIRST			3056	4.78		2183	3.42		1920	3.01		1502	2.35		916	1.43		14364	22.48		3476	5.44		36474	57.09		63891													
SECOND			87	9.50		103	11.24		219	23.91		95	10.37			Excluded		148	16.16		117	12.77		147	16.05		916													
	TOTAL		3143	4.92		2286	3.58		2139	3.35		1597	2.50					14512	22.71		3593	5.62		36621	57.32		63891													
THIRD			119	7.45		213	13.34		246	15.40			Excluded					612	38.32		147	9.20		260	16.28		1597													
	TOTAL		3262	5.11		2499	3.91		2385	3.73								15124	23.67		3740	5.85		36881	57.72		63891													
FOURTH			359	15.05		953	39.96			Excluded								249	10.44		168	7.04		656	27.51		2385													
	TOTAL		3621	5.67		3452	5.40											15373	24.06		3908	6.12		37537	58.75		63891													
FIFTH			964	27.93			Excluded											811	23.49		343	9.94		1334	38.64		3452													
	TOTAL		4585	7.18														16184	25.33		4251	6.65		38871	60.84		63891													
SIXTH			632	14.87														1968	46.29			Excluded		1651	38.84		4251													
	TOTAL		5217	8.17														18152	28.41					40522	63.42		63891													
SEVENTH				Excluded														3013	57.75					2204	42.25		5217													
	TOTAL																	21165	33.13					42726	66.87		63891													
																									Elected															
																																								
Richmond																																								
			NATHAN			ANTHONY			PENHALIGON			MCALLISTER			FAULKNER			BARHAM			PENIAZEV			BALK			JEFFERYS			ROLFE			SIMPSON							
			Julie			Larry			John			Jenny			Nicolas de Bray			Jan			Alexander			Casey			Dean			Dell			Rob							
			(IND)			(NP)			(IND)			(CLR)			(IND)			(GRN)			(NCP)			(DEM)			(HMP)			(HAN)			(IND)							
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total				
FIRST			942	1.30		32516	44.76		668	0.92		24702	34.00		161	0.22		7310	10.06		85	0.12		2085	2.87		919	1.26		3016	4.15		249	0.34		72653				
SECOND			9	10.59		9	10.59		7	8.24		8	9.41		6	7.06		14	16.47			Excluded		5	5.88		9	10.59		12	14.12		6	7.06		85				
	TOTAL		951	1.31		32525	44.77		675	0.93		24710	34.01		167	0.23		7324	10.08					2090	2.88		928	1.28		3028	4.17		255	0.35		72653				
THIRD			19	11.38		13	7.78		23	13.77		19	11.38			Excluded		41	24.55					12	7.19		20	11.98		5	2.99		15	8.98		167				
	TOTAL		970	1.34		32538	44.79		698	0.96		24729	34.04					7365	10.14					2102	2.89		948	1.30		3033	4.17		270	0.37		72653				
FOURTH			62	22.96		28	10.37		39	14.44		14	5.19					13	4.81					16	5.93		22	8.15		76	28.15			Excluded		270				
	TOTAL		1032	1.42		32566	44.82		737	1.01		24743	34.06					7378	10.16					2118	2.92		970	1.34		3109	4.28					72653				
FIFTH			175	23.74		224	30.39			Excluded		88	11.94					38	5.16					30	4.07		17	2.31		165	22.39					737				
	TOTAL		1207	1.66		32790	45.13					24831	34.18					7416	10.21					2148	2.96		987	1.36		3274	4.51					72653				
SIXTH			85	8.61		77	7.80					116	11.75					507	51.37					86	8.71			Excluded		116	11.75					987				
	TOTAL		1292	1.78		32867	45.24					24947	34.34					7923	10.91					2234	3.07					3390	4.67					72653				
SEVENTH				Excluded		554	42.88					217	16.80					284	21.98					107	8.28					130	10.06					1292				
	TOTAL					33421	46.00					25164	34.64					8207	11.30					2341	3.22					3520	4.84					72653				
EIGHTH						367	15.68					572	24.43					1262	53.91						Excluded					140	5.98					2341				
	TOTAL					33788	46.51					25736	35.42					9469	13.03											3660	5.04					72653				
NINTH						1982	54.15					759	20.74					919	25.11												Excluded					3660				
	TOTAL					35770	49.23					26495	36.47					10388	14.30																	72653				
TENTH						1773	17.07					8615	82.93						Excluded																	10388				
	TOTAL					37545	51.68					35108	48.32																							72653				
							Elected																																	
																																								
Riverina																																								
			RICHTER			TURNER			ALBISTON			HULL			GRAHAM			DANCEY			MOORE																			
			Dennis			Neil			Andrew			Kay			Rex			Russell Francis			Catherine																			
			(IND)			(HAN)			(CLR)			(NP)			(DEM)			(CTA)			(GRN)																			
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																
FIRST			1839	2.29		4496	5.60		19285	24.00		49371	61.45		2031	2.53		1371	1.71		1954	2.43		80347																
SECOND			71	5.18		75	5.47		92	6.71		921	67.18		106	7.73			Excluded		106	7.73		1371																
	TOTAL		1910	2.38		4571	5.69		19377	24.12		50292	62.59		2137	2.66					2060	2.56		80347																
THIRD				Excluded		818	42.83		319	16.70		457	23.93		144	7.54					172	9.01		1910																
	TOTAL					5389	6.71		19696	24.51		50749	63.16		2281	2.84					2232	2.78		80347																
FOURTH						235	10.53		521	23.34		548	24.55		928	41.58						Excluded		2232																
	TOTAL					5624	7.00		20217	25.16		51297	63.84		3209	3.99								80347																
FIFTH						268	8.35		1517	47.27		1424	44.38			Excluded								3209																
	TOTAL					5892	7.33		21734	27.05		52721	65.62											80347																
SIXTH							Excluded		2475	42.01		3417	57.99											5892																
	TOTAL								24209	30.13		56138	69.87											80347																
													Elected																											
																																								
Robertson																																								
			KENISCIEHAD			BOYLE			HENNIG			MORAN			MUNN			LLOYD			LACEY			WILLS			LAING-PEACH			BAKER			PHILLIPS			MARTIN				
			Kaijin			Harry Ovens			Christine			Trish			Alasdair			Jim			Stephen			Kevin			James			Errol			Barry			Ken				
			(IND)			(DEM)			(CTA)			(ALP)			(IND)			(LP)			(GRN)			(IND)			(IND)			(HAN)			(PLP)			(CEC)				
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	
FIRST			657	0.87		2736	3.62		1092	1.44		25789	34.08		348	0.46		38448	50.80		2512	3.32		744	0.98		525	0.69		2333	3.08		374	0.49		125	0.17		75683	
SECOND			7	5.60		6	4.80		12	9.60		10	8.00		5	4.00		13	10.40		10	8.00		8	6.40		8	6.40		12	9.60		34	27.20			Excluded		125	
	TOTAL		664	0.88		2742	3.62		1104	1.46		25799	34.09		353	0.47		38461	50.82		2522	3.33		752	0.99		533	0.70		2345	3.10		408	0.54					75683	
THIRD			37	10.48		21	5.95		20	5.67		74	20.96			Excluded		57	16.15		37	10.48		32	9.07		23	6.52		12	3.40		40	11.33					353	
	TOTAL		701	0.93		2763	3.65		1124	1.49		25873	34.19					38518	50.89		2559	3.38		784	1.04		556	0.73		2357	3.11		448	0.59					75683	
FOURTH			23	5.13		23	5.13		39	8.71		128	28.57					32	7.14		46	10.27		20	4.46		31	6.92		106	23.66			Excluded					448	
	TOTAL		724	0.96		2786	3.68		1163	1.54		26001	34.36					38550	50.94		2605	3.44		804	1.06		587	0.78		2463	3.25								75683	
FIFTH			70	11.93		33	5.62		7	1.19		87	14.82					110	18.74		55	9.37		165	28.11			Excluded		60	10.22								587	
	TOTAL		794	1.05		2819	3.72		1170	1.55		26088	34.47					38660	51.08		2660	3.51		969	1.28					2523	3.33								75683	
SIXTH				Excluded		463	58.31		70	8.82		58	7.30					40	5.04		41	5.16		104	13.10					18	2.27								794	
	TOTAL					3282	4.34		1240	1.64		26146	34.55					38700	51.13		2701	3.57		1073	1.42					2541	3.36								75683	
SEVENTH						148	13.79		46	4.29		137	12.77					171	15.94		201	18.73			Excluded					370	34.48								1073	
	TOTAL					3430	4.53		1286	1.70		26283	34.73					38871	51.36		2902	3.83								2911	3.85								75683	
EIGHTH						188	14.62			Excluded		160	12.44					705	54.82		157	12.21								76	5.91								1286	
	TOTAL					3618	4.78					26443	34.94					39576	52.29		3059	4.04								2987	3.95								75683	
NINTH						491	16.44					603	20.19					1158	38.77		735	24.61									Excluded								2987	
	TOTAL					4109	5.43					27046	35.74					40734	53.82		3794	5.01																	75683	
TENTH						1718	45.28					1168	30.79					908	23.93			Excluded																	3794	
	TOTAL					5827	7.70					28214	37.28					41642	55.02																				75683	
ELEVENTH							Excluded					4348	74.62					1479	25.38																				5827	
	TOTAL											32562	43.02					43121	56.98																				75683	
																			Elected																					
																																								
Shortland																																								
			PERREM			CANDLISH			HALL			CRAIG			ADAMS			LAMBERT			GARDNIR																			
			Brian			Iris			Jill			Peter			Steven Mark			Joan			Ron																			
			(LP)			(HAN)			(ALP)			(IND)			(DEM)			(GRN)			(IND)																			
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																
FIRST			27302	34.67		3686	4.68		39139	49.70		2312	2.94		2484	3.15		3242	4.12		590	0.75		78755																
SECOND			74	12.54		55	9.32		86	14.58		172	29.15		59	10.00		144	24.41			Excluded		590																
	TOTAL		27376	34.76		3741	4.75		39225	49.81		2484	3.15		2543	3.23		3386	4.30					78755																
THIRD			1269	51.09		219	8.82		428	17.23			Excluded		244	9.82		324	13.04					2484																
	TOTAL		28645	36.37		3960	5.03		39653	50.35					2787	3.54		3710	4.71					78755																
FOURTH			432	15.50		153	5.49		847	30.39						Excluded		1355	48.62					2787																
	TOTAL		29077	36.92		4113	5.22		40500	51.43								5065	6.43					78755																
FIFTH			1681	40.87			Excluded		1387	33.72								1045	25.41					4113																
	TOTAL		30758	39.06					41887	53.19								6110	7.76					78755																
SIXTH			1707	27.94					4403	72.06									Excluded					6110																
	TOTAL		32465	41.22					46290	58.78														78755																
										Elected																														
																																								
Sydney																																								
			PLIBERSEK			HICKMAN			PETTETT			PARKER																												
			Tanya			Sydney			Jeff			Jamie																												
			(ALP)			(DEM)			(LP)			(GRN)																												
Count			Votes	%		Votes	%		Votes	%		Votes	%		Total																									
FIRST			32962	44.33		8093	10.88		22380	30.10		10924	14.69		74359																									
SECOND			2619	32.36			Excluded		1133	14.00		4341	53.64		8093																									
	TOTAL		35581	47.85					23513	31.62		15265	20.53		74359																									
THIRD			12782	83.73					2483	16.27			Excluded		15265																									
	TOTAL		48363	65.04					25996	34.96					74359																									
				Elected																																				
																																								
Throsby																																								
			ROBERTS			PRSA			PERROTT			AKHURST			STORY			GEORGE																						
			Madeleine			Ivan			Margaret			Alan			Elsa			Jennie																						
			(DEM)			(HAN)						(LP)			(GRN)			(ALP)																						
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																			
FIRST			5743	7.51		4969	6.50		1043	1.36		19280	25.22		3444	4.51		41963	54.90		76442																			
SECOND			226	21.67		207	19.85			Excluded		172	16.49		292	28.00		146	14.00		1043																			
	TOTAL		5969	7.81		5176	6.77					19452	25.45		3736	4.89		42109	55.09		76442																			
THIRD			1548	41.43		369	9.88					490	13.12			Excluded		1329	35.57		3736																			
	TOTAL		7517	9.83		5545	7.25					19942	26.09					43438	56.82		76442																			
FOURTH			1754	31.63			Excluded					2318	41.80					1473	26.56		5545																			
	TOTAL		9271	12.13								22260	29.12					44911	58.75		76442																			
FIFTH				Excluded								4415	47.62					4856	52.38		9271																			
	TOTAL											26675	34.90					49767	65.10		76442																			
																			Elected																					
																																								
Warringah																																								
			LAM			MACDONALD			HERAGHTY			ABBOTT			BURRIDGE			FERGUSON			KELLY																			
			Keelah			Peter			Julie			Tony			Nina			Christine			David																			
			(GRN)			(IND)			(ALP)			(LP)			(DEM)			(NGST)			(HAN)																			
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																
FIRST			2859	3.69		21490	27.77		9352	12.08		39816	51.45		2092	2.70		437	0.56		1347	1.74		77393																
SECOND			106	24.26		72	16.48		54	12.36		70	16.02		58	13.27			Excluded		77	17.62		437																
	TOTAL		2965	3.83		21562	27.86		9406	12.15		39886	51.54		2150	2.78					1424	1.84		77393																
THIRD			161	11.31		477	33.50		132	9.27		525	36.87		129	9.06						Excluded		1424																
	TOTAL		3126	4.04		22039	28.48		9538	12.32		40411	52.22		2279	2.94								77393																
FOURTH			674	29.57		809	35.50		347	15.23		449	19.70			Excluded								2279																
	TOTAL		3800	4.91		22848	29.52		9885	12.77		40860	52.80											77393																
FIFTH				Excluded		2422	63.74		803	21.13		575	15.13											3800																
	TOTAL					25270	32.65		10688	13.81		41435	53.54											77393																
SIXTH						9038	84.56			Excluded		1650	15.44											10688																
	TOTAL					34308	44.33					43085	55.67											77393																
													Elected																											
																																								
Watson																																								
			NAM			GRIFFITHS			MCLEAY			POULSEN			FITZSIMMONS			PLOOY			FARRELL																			
			Ken			Kristin			Leo			Ronald			Dominic			Arnold			Michelle																			
			(UNI)			(DEM)			(ALP)						(GRN)			(LP)			(HAN)																			
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																
FIRST			3349	4.76		2788	3.96		39516	56.15		322	0.46		2446	3.48		19791	28.12		2165	3.08		70377																
SECOND			57	17.70		42	13.04		105	32.61			Excluded		66	20.50		39	12.11		13	4.04		322																
	TOTAL		3406	4.84		2830	4.02		39621	56.30					2512	3.57		19830	28.18		2178	3.09		70377																
THIRD			175	8.03		156	7.16		419	19.24					331	15.20		1097	50.37			Excluded		2178																
	TOTAL		3581	5.09		2986	4.24		40040	56.89					2843	4.04		20927	29.74					70377																
FOURTH			385	13.54		1236	43.48		807	28.39						Excluded		415	14.60					2843																
	TOTAL		3966	5.64		4222	6.00		40847	58.04								21342	30.33					70377																
FIFTH				Excluded		2119	53.43		1502	37.87								345	8.70					3966																
	TOTAL					6341	9.01		42349	60.17								21687	30.82					70377																
SIXTH							Excluded		5025	79.25								1316	20.75					6341																
	TOTAL								47374	67.31								23003	32.69					70377																
										Elected																														
																																								
Wentworth																																								
			GOLDEN			LYSSA			COLLINGS			KING			JACOBS			NEILSON																						
			Aub			Alison			Margaret			Peter			Alan			Carolyn																						
			(HAN)			(GRN)			(DEM)			(LP)			(UNI)			(ALP)																						
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																			
FIRST			1233	1.63		7371	9.77		4639	6.15		39298	52.08		642	0.85		22277	29.52		75460																			
SECOND			20	3.12		146	22.74		130	20.25		144	22.43			Excluded		202	31.46		642																			
	TOTAL		1253	1.66		7517	9.96		4769	6.32		39442	52.27					22479	29.79		75460																			
THIRD				Excluded		429	34.24		108	8.62		501	39.98					215	17.16		1253																			
	TOTAL					7946	10.53		4877	6.46		39943	52.93					22694	30.07		75460																			
FOURTH						2676	54.87			Excluded		841	17.24					1360	27.89		4877																			
	TOTAL					10622	14.08					40784	54.05					24054	31.88		75460																			
FIFTH							Excluded					2876	27.08					7746	72.92		10622																			
	TOTAL											43660	57.86					31800	42.14		75460																			
													Elected																											
																																								
Werriwa																																								
			URI			MASINA			WOODGER			TAN			BLANCH			BARSONY			LATHAM			KOTARSKI																
			John			Paul			Janey			Greg			Glenda			Roger			Mark			P																
			(UNI)			(LP)			(AFI)			(CTA)			(DEM)			(GRN)			(ALP)			(HAN)																
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total													
FIRST			1527	2.14		23816	33.32		1256	1.76		1759	2.46		1886	2.64		1891	2.65		35980	50.33		3372	4.72		71487													
SECOND			84	6.69		290	23.09			Excluded		82	6.53		123	9.79		163	12.98		199	15.84		315	25.08		1256													
	TOTAL		1611	2.25		24106	33.72					1841	2.58		2009	2.81		2054	2.87		36179	50.61		3687	5.16		71487													
THIRD				Excluded		957	59.40					138	8.57		114	7.08		120	7.45		224	13.90		58	3.60		1611													
	TOTAL					25063	35.06					1979	2.77		2123	2.97		2174	3.04		36403	50.92		3745	5.24		71487													
FOURTH						1004	50.73						Excluded		310	15.66		171	8.64		375	18.95		119	6.01		1979													
	TOTAL					26067	36.46								2433	3.40		2345	3.28		36778	51.45		3864	5.41		71487													
FIFTH						378	16.12								925	39.45			Excluded		774	33.01		268	11.43		2345													
	TOTAL					26445	36.99								3358	4.70					37552	52.53		4132	5.78		71487													
SIXTH						994	29.60									Excluded					2062	61.41		302	8.99		3358													
	TOTAL					27439	38.38														39614	55.41		4434	6.20		71487													
SEVENTH						2238	50.47														2196	49.53			Excluded		4434													
	TOTAL					29677	41.51														41810	58.49					71487													
																						Elected																		
																																								
																																								
