		TOTAL		264	26.88		588	59.88								54	5.50								76	7.74		982	
	SIXTH			11	14.47		27	35.53								38	50.00									Excluded		76	
		TOTAL		275	28.00		615	62.63								92	9.37											982	
	SEVENTH			47	51.09		45	48.91									Excluded											92	
		TOTAL		322	32.79		660	67.21																				982	
							Elected																						
																													
Sussex Inlet                                                   																													
	FIRST			668	32.65		1046	51.12		10	0.49		4	0.20		58	2.83		44	2.15		5	0.24		211	10.31		2046	
	SECOND			0	0.00		1	25.00		0	0.00			Excluded		0	0.00		1	25.00		2	50.00		0	0.00		4	
		TOTAL		668	32.65		1047	51.17		10	0.49					58	2.83		45	2.20		7	0.34		211	10.31		2046	
	THIRD			3	42.86		0	0.00		1	14.29					1	14.29		2	28.57			Excluded		0	0.00		7	
		TOTAL		671	32.80		1047	51.17		11	0.54					59	2.88		47	2.30					211	10.31		2046	
	FOURTH			2	18.18		7	63.64			Excluded					1	9.09		0	0.00					1	9.09		11	
		TOTAL		673	32.89		1054	51.52								60	2.93		47	2.30					212	10.36		2046	
	FIFTH			10	21.28		2	4.26								33	70.21			Excluded					2	4.26		47	
		TOTAL		683	33.38		1056	51.61								93	4.55								214	10.46		2046	
	SIXTH			39	18.22		54	25.23								121	56.54									Excluded		214	
		TOTAL		722	35.29		1110	54.25								214	10.46											2046	
	SEVENTH			82	38.32		132	61.68									Excluded											214	
		TOTAL		804	39.30		1242	60.70																				2046	
							Elected																						
																													
Sutton Forest                                                  																													
	FIRST			48	17.98		179	67.04		4	1.50		0	0.00		17	6.37		9	3.37		0	0.00		10	3.75		267	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0	
		TOTAL		48	17.98		179	67.04		4	1.50					17	6.37		9	3.37		0	0.00		10	3.75		267	
	THIRD			0	0.00		0	0.00		0	0.00					0	0.00		0	0.00			Excluded		0	0.00		0	
		TOTAL		48	17.98		179	67.04		4	1.50					17	6.37		9	3.37					10	3.75		267	
	FOURTH			0	0.00		3	75.00			Excluded					0	0.00		1	25.00					0	0.00		4	
		TOTAL		48	17.98		182	68.16								17	6.37		10	3.75					10	3.75		267	
	FIFTH			2	20.00		3	30.00								5	50.00			Excluded					0	0.00		10	
		TOTAL		50	18.73		185	69.29								22	8.24								10	3.75		267	
	SIXTH			1	10.00		8	80.00								1	10.00									Excluded		10	
		TOTAL		51	19.10		193	72.28								23	8.61											267	
	SEVENTH			16	69.57		7	30.43									Excluded											23	
		TOTAL		67	25.09		200	74.91																				267	
							Elected																						
																													
Sydney (Gilmore)                                               																													
	FIRST			5	8.77		31	54.39		2	3.51		0	0.00		8	14.04		8	14.04		0	0.00		3	5.26		57	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0	
		TOTAL		5	8.77		31	54.39		2	3.51					8	14.04		8	14.04		0	0.00		3	5.26		57	
	THIRD			0	0.00		0	0.00		0	0.00					0	0.00		0	0.00			Excluded		0	0.00		0	
		TOTAL		5	8.77		31	54.39		2	3.51					8	14.04		8	14.04					3	5.26		57	
	FOURTH			0	0.00		2	100.00			Excluded					0	0.00		0	0.00					0	0.00		2	
		TOTAL		5	8.77		33	57.89								8	14.04		8	14.04					3	5.26		57	
	FIFTH			3	37.50		1	12.50								4	50.00			Excluded					0	0.00		8	
		TOTAL		8	14.04		34	59.65								12	21.05								3	5.26		57	
	SIXTH			2	66.67		0	0.00								1	33.33									Excluded		3	
		TOTAL		10	17.54		34	59.65								13	22.81											57	
	SEVENTH			9	69.23		4	30.77									Excluded											13	
		TOTAL		19	33.33		38	66.67																				57	
							Elected																						
																													
Terara                                                         																													
	FIRST			90	15.18		430	72.51		17	2.87		1	0.17		18	3.04		14	2.36		1	0.17		22	3.71		593	
	SECOND			0	0.00		1	100.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		1	
		TOTAL		90	15.18		431	72.68		17	2.87					18	3.04		14	2.36		1	0.17		22	3.71		593	
	THIRD			1	100.00		0	0.00		0	0.00					0	0.00		0	0.00			Excluded		0	0.00		1	
		TOTAL		91	15.35		431	72.68		17	2.87					18	3.04		14	2.36					22	3.71		593	
	FOURTH			2	11.76		13	76.47			Excluded					1	5.88		0	0.00					1	5.88		17	
		TOTAL		93	15.68		444	74.87								19	3.20		14	2.36					23	3.88		593	
	FIFTH			6	42.86		5	35.71								3	21.43			Excluded					0	0.00		14	
		TOTAL		99	16.69		449	75.72								22	3.71								23	3.88		593	
	SIXTH			6	26.09		13	56.52								4	17.39									Excluded		23	
		TOTAL		105	17.71		462	77.91								26	4.38											593	
	SEVENTH			16	61.54		10	38.46									Excluded											26	
		TOTAL		121	20.40		472	79.60																				593	
							Elected																						
																													
Tomerong                                                       																													
	FIRST			133	26.34		268	53.07		2	0.40		0	0.00		43	8.51		14	2.77		4	0.79		41	8.12		505	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0	
		TOTAL		133	26.34		268	53.07		2	0.40					43	8.51		14	2.77		4	0.79		41	8.12		505	
	THIRD			2	50.00		1	25.00		0	0.00					1	25.00		0	0.00			Excluded		0	0.00		4	
		TOTAL		135	26.73		269	53.27		2	0.40					44	8.71		14	2.77					41	8.12		505	
	FOURTH			0	0.00		1	50.00			Excluded					0	0.00		0	0.00					1	50.00		2	
		TOTAL		135	26.73		270	53.47								44	8.71		14	2.77					42	8.32		505	
	FIFTH			2	14.29		5	35.71								7	50.00			Excluded					0	0.00		14	
		TOTAL		137	27.13		275	54.46								51	10.10								42	8.32		505	
	SIXTH			7	16.67		18	42.86								17	40.48									Excluded		42	
		TOTAL		144	28.51		293	58.02								68	13.47											505	
	SEVENTH			42	61.76		26	38.24									Excluded											68	
		TOTAL		186	36.83		319	63.17																				505	
							Elected																						
																													
Ulladulla                                                      																													
	FIRST			967	28.51		1937	57.10		37	1.09		3	0.09		133	3.92		123	3.63		5	0.15		187	5.51		3392	
	SECOND			0	0.00		0	0.00		1	33.33			Excluded		1	33.33		1	33.33		0	0.00		0	0.00		3	
		TOTAL		967	28.51		1937	57.10		38	1.12					134	3.95		124	3.66		5	0.15		187	5.51		3392	
	THIRD			1	20.00		1	20.00		0	0.00					1	20.00		2	40.00			Excluded		0	0.00		5	
		TOTAL		968	28.54		1938	57.13		38	1.12					135	3.98		126	3.71					187	5.51		3392	
	FOURTH			5	13.16		25	65.79			Excluded					3	7.89		4	10.53					1	2.63		38	
		TOTAL		973	28.69		1963	57.87								138	4.07		130	3.83					188	5.54		3392	
	FIFTH			29	22.31		26	20.00								70	53.85			Excluded					5	3.85		130	
		TOTAL		1002	29.54		1989	58.64								208	6.13								193	5.69		3392	
	SIXTH			38	19.69		63	32.64								92	47.67									Excluded		193	
		TOTAL		1040	30.66		2052	60.50								300	8.84											3392	
	SEVENTH			176	58.67		124	41.33									Excluded											300	
		TOTAL		1216	35.85		2176	64.15																				3392	
							Elected																						
																													
Vincentia                                                      																													
	FIRST			442	26.89		917	55.78		22	1.34		1	0.06		92	5.60		79	4.81		6	0.36		85	5.17		1644	
	SECOND			1	100.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		1	
		TOTAL		443	26.95		917	55.78		22	1.34					92	5.60		79	4.81		6	0.36		85	5.17		1644	
	THIRD			1	16.67		0	0.00		0	0.00					4	66.67		0	0.00			Excluded		1	16.67		6	
		TOTAL		444	27.01		917	55.78		22	1.34					96	5.84		79	4.81					86	5.23		1644	
	FOURTH			2	9.09		16	72.73			Excluded					2	9.09		2	9.09					0	0.00		22	
		TOTAL		446	27.13		933	56.75								98	5.96		81	4.93					86	5.23		1644	
	FIFTH			20	24.69		12	14.81								44	54.32			Excluded					5	6.17		81	
		TOTAL		466	28.35		945	57.48								142	8.64								91	5.54		1644	
	SIXTH			19	20.88		26	28.57								46	50.55									Excluded		91	
		TOTAL		485	29.50		971	59.06								188	11.44											1644	
	SEVENTH			105	55.85		83	44.15									Excluded											188	
		TOTAL		590	35.89		1054	64.11																				1644	
							Elected																						
																													
Werri Beach                                                    																													
	FIRST			200	23.23		435	50.52		16	1.86		0	0.00		89	10.34		79	9.18		4	0.46		38	4.41		861	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0	
		TOTAL		200	23.23		435	50.52		16	1.86					89	10.34		79	9.18		4	0.46		38	4.41		861	
	THIRD			0	0.00		0	0.00		0	0.00					3	75.00		0	0.00			Excluded		1	25.00		4	
		TOTAL		200	23.23		435	50.52		16	1.86					92	10.69		79	9.18					39	4.53		861	
	FOURTH			2	12.50		13	81.25			Excluded					1	6.25		0	0.00					0	0.00		16	
		TOTAL		202	23.46		448	52.03								93	10.80		79	9.18					39	4.53		861	
	FIFTH			20	25.32		8	10.13								44	55.70			Excluded					7	8.86		79	
		TOTAL		222	25.78		456	52.96								137	15.91								46	5.34		861	
	SIXTH			7	15.22		19	41.30								20	43.48									Excluded		46	
		TOTAL		229	26.60		475	55.17								157	18.23											861	
	SEVENTH			105	66.88		52	33.12									Excluded											157	
		TOTAL		334	38.79		527	61.21																				861	
							Elected																						
																													
Wingello                                                       																													
	FIRST			67	34.36		83	42.56		8	4.10		0	0.00		18	9.23		10	5.13		1	0.51		8	4.10		195	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0	
		TOTAL		67	34.36		83	42.56		8	4.10					18	9.23		10	5.13		1	0.51		8	4.10		195	
	THIRD			0	0.00		0	0.00		0	0.00					0	0.00		1	100.00			Excluded		0	0.00		1	
		TOTAL		67	34.36		83	42.56		8	4.10					18	9.23		11	5.64					8	4.10		195	
	FOURTH			1	12.50		3	37.50			Excluded					0	0.00		2	25.00					2	25.00		8	
		TOTAL		68	34.87		86	44.10								18	9.23		13	6.67					10	5.13		195	
	FIFTH			3	23.08		4	30.77								6	46.15			Excluded					0	0.00		13	
		TOTAL		71	36.41		90	46.15								24	12.31								10	5.13		195	
	SIXTH			0	0.00		6	60.00								4	40.00									Excluded		10	
		TOTAL		71	36.41		96	49.23								28	14.36											195	
	SEVENTH			22	78.57		6	21.43									Excluded											28	
		TOTAL		93	47.69		102	52.31																				195	
							Elected																						
																													
Special Hospital Team 1                                        																													
	FIRST			52	28.11		121	65.41		4	2.16		0	0.00		1	0.54		4	2.16		0	0.00		3	1.62		185	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0	
		TOTAL		52	28.11		121	65.41		4	2.16					1	0.54		4	2.16		0	0.00		3	1.62		185	
	THIRD			0	0.00		0	0.00		0	0.00					0	0.00		0	0.00			Excluded		0	0.00		0	
		TOTAL		52	28.11		121	65.41		4	2.16					1	0.54		4	2.16					3	1.62		185	
	FOURTH			1	25.00		2	50.00			Excluded					0	0.00		1	25.00					0	0.00		4	
		TOTAL		53	28.65		123	66.49								1	0.54		5	2.70					3	1.62		185	
	FIFTH			0	0.00		3	60.00								1	20.00			Excluded					1	20.00		5	
		TOTAL		53	28.65		126	68.11								2	1.08								4	2.16		185	
	SIXTH			1	25.00		2	50.00								1	25.00									Excluded		4	
		TOTAL		54	29.19		128	69.19								3	1.62											185	
	SEVENTH			1	33.33		2	66.67									Excluded											3	
		TOTAL		55	29.73		130	70.27																				185	
							Elected																						
																													
Special Hospital Team 2                                        																													
	FIRST			21	31.34		44	65.67		0	0.00		0	0.00		1	1.49		1	1.49		0	0.00		0	0.00		67	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0	
		TOTAL		21	31.34		44	65.67		0	0.00					1	1.49		1	1.49		0	0.00		0	0.00		67	
	THIRD			0	0.00		0	0.00		0	0.00					0	0.00		0	0.00			Excluded		0	0.00		0	
		TOTAL		21	31.34		44	65.67		0	0.00					1	1.49		1	1.49					0	0.00		67	
	FOURTH			0	0.00		0	0.00			Excluded					0	0.00		0	0.00					0	0.00		0	
		TOTAL		21	31.34		44	65.67								1	1.49		1	1.49					0	0.00		67	
	FIFTH			0	0.00		1	100.00								0	0.00			Excluded					0	0.00		1	
		TOTAL		21	31.34		45	67.16								1	1.49								0	0.00		67	
	SIXTH			0	0.00		0	0.00								0	0.00									Excluded		0	
		TOTAL		21	31.34		45	67.16								1	1.49											67	
	SEVENTH			1	100.00		0	0.00									Excluded											1	
		TOTAL		22	32.84		45	67.16																				67	
							Elected																						
																													
Special Hospital Team 3                                        																													
	FIRST			5	20.00		19	76.00		0	0.00		0	0.00		0	0.00		0	0.00		1	4.00		0	0.00		25	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0	
		TOTAL		5	20.00		19	76.00		0	0.00					0	0.00		0	0.00		1	4.00		0	0.00		25	
	THIRD			0	0.00		1	100.00		0	0.00					0	0.00		0	0.00			Excluded		0	0.00		1	
		TOTAL		5	20.00		20	80.00		0	0.00					0	0.00		0	0.00					0	0.00		25	
	FOURTH			0	0.00		0	0.00			Excluded					0	0.00		0	0.00					0	0.00		0	
		TOTAL		5	20.00		20	80.00								0	0.00		0	0.00					0	0.00		25	
	FIFTH			0	0.00		0	0.00								0	0.00			Excluded					0	0.00		0	
		TOTAL		5	20.00		20	80.00								0	0.00								0	0.00		25	
	SIXTH			0	0.00		0	0.00								0	0.00									Excluded		0	
		TOTAL		5	20.00		20	80.00								0	0.00											25	
	SEVENTH			0	0.00		0	0.00									Excluded											0	
		TOTAL		5	20.00		20	80.00																				25	
							Elected																						
																													
ABSENT																													
	FIRST			1171	26.80		2200	50.35		82	1.88		5	0.11		392	8.97		267	6.11		23	0.53		229	5.24		4369	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		2	40.00		2	40.00		1	20.00		0	0.00		5	
		TOTAL		1171	26.80		2200	50.35		82	1.88					394	9.02		269	6.16		24	0.55		229	5.24		4369	
	THIRD			7	29.17		5	20.83		1	4.17					8	33.33		3	12.50			Excluded		0	0.00		24	
		TOTAL		1178	26.96		2205	50.47		83	1.90					402	9.20		272	6.23					229	5.24		4369	
	FOURTH			13	15.66		41	49.40			Excluded					13	15.66		8	9.64					8	9.64		83	
		TOTAL		1191	27.26		2246	51.41								415	9.50		280	6.41					237	5.42		4369	
	FIFTH			64	22.86		68	24.29								134	47.86			Excluded					14	5.00		280	
		TOTAL		1255	28.73		2314	52.96								549	12.57								251	5.75		4369	
	SIXTH			65	25.90		106	42.23								80	31.87									Excluded		251	
		TOTAL		1320	30.21		2420	55.39								629	14.40											4369	
	SEVENTH			429	68.20		200	31.80									Excluded											629	
		TOTAL		1749	40.03		2620	59.97																				4369	
							Elected																						
																													
POSTAL																													
	FIRST			716	23.00		1954	62.77		22	0.71		6	0.19		93	2.99		113	3.63		6	0.19		203	6.52		3113	
	SECOND			1	16.67		0	0.00		2	33.33			Excluded		1	16.67		1	16.67		1	16.67		0	0.00		6	
		TOTAL		717	23.03		1954	62.77		24	0.77					94	3.02		114	3.66		7	0.22		203	6.52		3113	
	THIRD			0	0.00		1	14.29		0	0.00					2	28.57		4	57.14			Excluded		0	0.00		7	
		TOTAL		717	23.03		1955	62.80		24	0.77					96	3.08		118	3.79					203	6.52		3113	
	FOURTH			4	16.67		11	45.83			Excluded					3	12.50		4	16.67					2	8.33		24	
		TOTAL		721	23.16		1966	63.15								99	3.18		122	3.92					205	6.59		3113	
	FIFTH			27	22.13		25	20.49								66	54.10			Excluded					4	3.28		122	
		TOTAL		748	24.03		1991	63.96								165	5.30								209	6.71		3113	
	SIXTH			56	26.79		110	52.63								43	20.57									Excluded		209	
		TOTAL		804	25.83		2101	67.49								208	6.68											3113	
	SEVENTH			129	62.02		79	37.98									Excluded											208	
		TOTAL		933	29.97		2180	70.03																				3113	
							Elected																						
																													
PRE POLL																													
	FIRST			1745	24.44		4285	60.02		90	1.26		9	0.13		301	4.22		279	3.91		19	0.27		411	5.76		7139	
	SECOND			2	22.22		2	22.22		0	0.00			Excluded		0	0.00		0	0.00		3	33.33		2	22.22		9	
		TOTAL		1747	24.47		4287	60.05		90	1.26					301	4.22		279	3.91		22	0.31		413	5.79		7139	
	THIRD			6	27.27		5	22.73		1	4.55					3	13.64		4	18.18			Excluded		3	13.64		22	
		TOTAL		1753	24.56		4292	60.12		91	1.27					304	4.26		283	3.96					416	5.83		7139	
	FOURTH			8	8.79		55	60.44			Excluded					11	12.09		10	10.99					7	7.69		91	
		TOTAL		1761	24.67		4347	60.89								315	4.41		293	4.10					423	5.93		7139	
	FIFTH			89	30.38		60	20.48								129	44.03			Excluded					15	5.12		293	
		TOTAL		1850	25.91		4407	61.73								444	6.22								438	6.14		7139	
	SIXTH			115	26.26		170	38.81								153	34.93									Excluded		438	
		TOTAL		1965	27.52		4577	64.11								597	8.36											7139	
	SEVENTH			341	57.12		256	42.88									Excluded											597	
		TOTAL		2306	32.30		4833	67.70																				7139	
							Elected																						
																													
PROVISIONAL																													
	FIRST			184	32.06		278	48.43		22	3.83		3	0.52		23	4.01		24	4.18		8	1.39		32	5.57		574	
	SECOND			1	33.33		1	33.33		1	33.33			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		3	
		TOTAL		185	32.23		279	48.61		23	4.01					23	4.01		24	4.18		8	1.39		32	5.57		574	
	THIRD			4	50.00		1	12.50		0	0.00					2	25.00		1	12.50			Excluded		0	0.00		8	
		TOTAL		189	32.93		280	48.78		23	4.01					25	4.36		25	4.36					32	5.57		574	
	FOURTH			1	4.35		16	69.57			Excluded					6	26.09		0	0.00					0	0.00		23	
		TOTAL		190	33.10		296	51.57								31	5.40		25	4.36					32	5.57		574	
	FIFTH			4	16.00		5	20.00								14	56.00			Excluded					2	8.00		25	
		TOTAL		194	33.80		301	52.44								45	7.84								34	5.92		574	
	SIXTH			7	20.59		12	35.29								15	44.12									Excluded		34	
		TOTAL		201	35.02		313	54.53								60	10.45											574	
	SEVENTH			37	61.67		23	38.33									Excluded											60	
		TOTAL		238	41.46		336	58.54																				574	
							Elected																						
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
