Senate - 1996 Election																
First Preference Votes by Candidate																
By Vote Type by Division																


New South Wales																

Banks (78925)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
		"BRADLEY, Bill"	IND	8	0.01	1	0.02	0	0	0	0	1	0.05	0	10	0.01
		Ungrouped Total		120	0.19	10	0.16	3	0.2	3	0.09	3	0.14	0	139	0.19
			FORMAL	61572	95.24	6153	97.76	1515	95.7	3422	98.08	2176	97.89	-29	74809	95.66
			INFORMAL	3075	4.76	141	2.24	68	4.3	67	1.92	47	2.11	0	3398	4.34
			TOTAL	64647	82.66	6294	8.05	1583	2.02	3489	4.46	2223	2.84	-29	78207	93.73



Throsby (75668)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	RARI	548	0.86	30	1.1	7	0.96	17	0.81	23	1.61	0	625	0.88
		"KITSON, David"	RARI	88	0.14	5	0.18	1	0.14	1	0.05	3	0.21	0	98	0.14
		"O'CALLAGHAN, Carolyn"	RARI	5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		Group Total	RARI	641	1.01	35	1.28	8	1.09	18	0.86	26	1.82	0	728	1.03
B		TICKET VOTES	LNP	12913	20.29	673	24.62	106	14.48	523	24.86	312	21.88	0	14527	20.57
	#	"WOODS, Bob"	LP	242	0.38	6	0.22	4	0.55	6	0.29	11	0.77	0	269	0.38
	#	"BROWNHILL, David"	NP	9	0.01	0	0	0	0	0	0	0	0	0	9	0.01
	#	"COONAN, Helen"	LP	18	0.03	0	0	1	0.14	0	0	0	0	0	19	0.03
		"CONSTANTIN, Abraham"	LP	3	0	1	0.04	0	0	0	0	1	0.07	0	5	0.01
		Group Total	LNP	13185	20.72	680	24.87	111	15.16	529	25.14	324	22.72	0	14829	20.99
C		TICKET VOTES	GRN	1894	2.98	135	4.94	37	5.05	64	3.04	30	2.1	0	2160	3.06
		"SPERLING, Karla"	GRN	120	0.19	9	0.33	0	0	7	0.33	6	0.42	0	142	0.2
		"DENTON, Peter"	GRN	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		"ELIX, Jane"	GRN	2	0	1	0.04	0	0	1	0.05	0	0	0	4	0.01
		"MATSON, Murray"	GRN	1	0	0	0	0	0	1	0.05	0	0	0	2	0
		Group Total	GRN	2021	3.18	145	5.3	37	5.05	73	3.47	36	2.52	0	2312	3.27
D		TICKET VOTES	NAN	61	0.1	0	0	2	0.27	8	0.38	2	0.14	0	73	0.1
		"NASH, Chris"	NAN	2	0	0	0	0	0	0	0	0	0	0	2	0
		"HALE, Sylvia"	NAN	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	NAN	63	0.1	0	0	2	0.27	8	0.38	2	0.14	0	75	0.11
E		TICKET VOTES	SEN	141	0.22	7	0.26	0	0	9	0.43	10	0.7	0	167	0.24
		"EVANS, Beryl"	SEN	10	0.02	0	0	0	0	2	0.1	0	0	0	12	0.02
		"WELSH, Lorraine"	SEN	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	SEN	151	0.24	7	0.26	0	0	11	0.52	10	0.7	0	179	0.25
F		TICKET VOTES	AFI	539	0.85	31	1.13	13	1.78	16	0.76	25	1.75	0	624	0.88
		"PHILLIPS, John"	AFI	35	0.05	0	0	1	0.14	1	0.05	7	0.49	0	44	0.06
		"O'REGAN, Bevan"	AFI	2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total	AFI	576	0.91	31	1.13	14	1.91	17	0.81	32	2.24	0	670	0.95
G		TICKET VOTES	ALP	37691	59.23	1373	50.22	468	63.93	1156	54.94	769	53.93	0	41457	58.69
	#	"WEST, Sue"	ALP	325	0.51	13	0.48	5	0.68	10	0.48	15	1.05	0	368	0.52
	#	"CHILDS, Bruce"	ALP	25	0.04	2	0.07	2	0.27	0	0	1	0.07	0	30	0.04
		"WHEELWRIGHT, Tom"	ALP	11	0.02	0	0	0	0	1	0.05	0	0	0	12	0.02
		"BARGHOUT, Rima"	ALP	13	0.02	1	0.04	0	0	3	0.14	1	0.07	0	18	0.03
		Group Total	ALP	38065	59.81	1389	50.8	475	64.89	1170	55.61	786	55.12	0	41885	59.3
H		TICKET VOTES	DEM	3772	5.93	198	7.24	20	2.73	132	6.27	104	7.29	0	4226	5.98
	#	"BOURNE, Vicki"	DEM	311	0.49	15	0.55	1	0.14	14	0.67	7	0.49	0	348	0.49
		"CHESTERFIELD-EVANS, Arthur"	DEM	9	0.01	0	0	0	0	0	0	0	0	0	9	0.01
		"LARCOS, Andrew"	DEM	0	0	1	0.04	0	0	0	0	0	0	0	1	0
		"ANDERSON, Troy"	DEM	6	0.01	1	0.04	0	0	0	0	0	0	0	7	0.01
		Group Total	DEM	4098	6.44	215	7.86	21	2.87	146	6.94	111	7.78	0	4591	6.5
I		TICKET VOTES		77	0.12	0	0	0	0	1	0.05	0	0	0	78	0.11
		"SCHOLLBACH, Robert Frederick"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"STIRLING, Amanda Jane"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		77	0.12	0	0	0	0	1	0.05	0	0	0	78	0.11
J		TICKET VOTES	ASP	2044	3.21	88	3.22	35	4.78	47	2.23	33	2.31	0	2247	3.18
		"SIMS, Richard"	ASP	71	0.11	3	0.11	0	0	0	0	0	0	0	74	0.1
		"BOURKE, Robyn"	ASP	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		"REDFERN, Daniel"	ASP	1	0	0	0	0	0	0	0	0	0	0	1	0
		"FRANICH, Rodney"	ASP	0	0	1	0.04	0	0	0	0	0	0	0	1	0
		Group Total	ASP	2120	3.33	92	3.37	35	4.78	47	2.23	33	2.31	0	2327	3.29
K		TICKET VOTES		25	0.04	0	0	0	0	0	0	1	0.07	0	26	0.04
		"GALATI, Tony"		1	0	0	0	0	0	0	0	0	0	0	1	0
		"GALATI, Sam"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		26	0.04	0	0	0	0	0	0	1	0.07	0	27	0.04
L		TICKET VOTES	AWP	410	0.64	25	0.91	4	0.55	6	0.29	5	0.35	0	450	0.64
		"DUNCAN, Darelle"	AWP	16	0.03	3	0.11	0	0	0	0	0	0	0	19	0.03
		"THEW, Sarah"	AWP	2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total	AWP	428	0.67	28	1.02	4	0.55	6	0.29	5	0.35	0	471	0.67
M		TICKET VOTES		11	0.02	0	0	0	0	0	0	0	0	0	11	0.02
		"BUTLER, Robert H"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"COSGROVE, Lindsay D"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		11	0.02	0	0	0	0	0	0	0	0	0	11	0.02
N		TICKET VOTES	RBR	53	0.08	2	0.07	0	0	2	0.1	1	0.07	0	58	0.08
		"BREEN, Peter"	ABR	2	0	0	0	0	0	2	0.1	0	0	0	4	0.01
		"McNALLY, Kerry"	RPA	1	0	0	0	0	0	0	0	0	0	0	1	0
		"HOUSEGO, Valerie"	ABR	0	0	0	0	0	0	0	0	0	0	0	0	0
		"BEKELE, Assefa"	ABR	0	0	0	0	0	0	0	0	0	0	0	0	0
		"FAHEY, Antoinette"	ABR	2	0	1	0.04	0	0	0	0	0	0	0	3	0
		Group Total	RBR	58	0.09	3	0.11	0	0	4	0.19	1	0.07	0	66	0.09
O		TICKET VOTES	GRY	69	0.11	5	0.18	1	0.14	3	0.14	6	0.42	0	84	0.12
		"VERHEYEN, John"	GRY	9	0.01	0	0	0	0	1	0.05	0	0	0	10	0.01
		"HETTERSCHEID, Theo"	GRY	0	0	0	0	0	0	0	0	0	0	0	0	0
		"SEGERSTROM, Bob"	GRY	0	0	0	0	0	0	0	0	0	0	0	0	0
		"PICKERING, Olga"	GRY	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	GRY	78	0.12	5	0.18	1	0.14	4	0.19	6	0.42	0	94	0.13
P		TICKET VOTES	NLP	53	0.08	2	0.07	1	0.14	0	0	1	0.07	0	57	0.08
		"KNOLES, Catherine"	NLP	5	0.01	0	0	0	0	1	0.05	0	0	0	6	0.01
		"JUDD, Ines"	NLP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	NLP	58	0.09	2	0.07	1	0.14	1	0.05	1	0.07	0	63	0.09
Q		TICKET VOTES	ABF	395	0.62	23	0.84	16	2.19	17	0.81	11	0.77	0	462	0.65
		"FINDLAY-BARNES, Teresa"	ABF	13	0.02	1	0.04	0	0	0	0	0	0	0	14	0.02
		"TRIBE, David"	ABF	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	ABF	408	0.64	24	0.88	16	2.19	17	0.81	11	0.77	0	476	0.67
R		TICKET VOTES	CTA	1354	2.13	68	2.49	6	0.82	49	2.33	31	2.17	0	1508	2.13
		"WEBSTER, Alasdair"	CTA	125	0.2	8	0.29	0	0	1	0.05	9	0.63	0	143	0.2
		"WEBSTER, Elaine"	CTA	0	0	0	0	0	0	1	0.05	0	0	0	1	0
		"McLENNAN, Graham Clarke"	CTA	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		"BIRD, Bill"	CTA	0	0	0	0	0	0	1	0.05	0	0	0	1	0
		"COLEMAN, Bruce"	CTA	6	0.01	0	0	0	0	0	0	0	0	0	6	0.01
		Group Total	CTA	1489	2.34	76	2.78	6	0.82	52	2.47	40	2.81	0	1663	2.35
UNGROUPED																
		"JONES, Morris"	IND	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		"IVOR, F"	IND	0	0	0	0	0	0	0	0	0	0	0	0	0
		"BARBARA, John"	IND	0	0	0	0	0	0	0	0	0	0	0	0	0
		"HURLEY, Jade"	IND	65	0.1	2	0.07	1	0.14	0	0	1	0.07	0	69	0.1
		"PINNIGER, Gretel"	IND	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		"UNDERWOOD, Dian"	IND	5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		"PATTERSON, Ray"	IND	3	0	0	0	0	0	0	0	0	0	0	3	0
		"PIGGIN, David"	IND	2	0	0	0	0	0	0	0	0	0	0	2	0
		"BRADLEY, Bill"	IND	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		Ungrouped Total		87	0.14	2	0.07	1	0.14	0	0	1	0.07	0	91	0.13
			FORMAL	63640	95.77	2734	98.03	732	96.44	2104	98.32	1426	97.4	0	70636	95.97
			INFORMAL	2808	4.23	55	1.97	27	3.56	36	1.68	38	2.6	0	2964	4.03
			TOTAL	66448	90.28	2789	3.79	759	1.03	2140	2.91	1464	1.99	0	73600	97.27



Warringah (78373)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	RARI	522	0.84	37	0.83	8	1.14	37	0.97	18	0.87	0	622	0.85
		"KITSON, David"	RARI	82	0.13	5	0.11	1	0.14	7	0.18	5	0.24	0	100	0.14
		"O'CALLAGHAN, Carolyn"	RARI	7	0.01	0	0	1	0.14	0	0	0	0	0	8	0.01
		Group Total	RARI	611	0.98	42	0.94	10	1.42	44	1.16	23	1.12	0	730	0.99
B		TICKET VOTES	LNP	32716	52.34	2138	47.88	284	40.46	2040	53.57	1187	57.57	0	38365	52.17
	#	"WOODS, Bob"	LP	734	1.17	49	1.1	0	0	36	0.95	33	1.6	0	852	1.16
	#	"BROWNHILL, David"	NP	23	0.04	5	0.11	0	0	1	0.03	3	0.15	0	32	0.04
	#	"COONAN, Helen"	LP	60	0.1	6	0.13	1	0.14	6	0.16	7	0.34	0	80	0.11
		"CONSTANTIN, Abraham"	LP	25	0.04	7	0.16	0	0	3	0.08	1	0.05	0	36	0.05
		Group Total	LNP	33558	53.69	2205	49.38	285	40.6	2086	54.78	1231	59.7	0	39365	53.53
C		TICKET VOTES	GRN	1925	3.08	223	4.99	52	7.41	121	3.18	40	1.94	0	2361	3.21
		"SPERLING, Karla"	GRN	286	0.46	25	0.56	3	0.43	17	0.45	5	0.24	0	336	0.46
		"DENTON, Peter"	GRN	4	0.01	2	0.04	0	0	0	0	0	0	0	6	0.01
		"ELIX, Jane"	GRN	12	0.02	0	0	0	0	1	0.03	1	0.05	0	14	0.02
		"MATSON, Murray"	GRN	7	0.01	2	0.04	0	0	2	0.05	1	0.05	0	12	0.02
		Group Total	GRN	2234	3.57	252	5.64	55	7.83	141	3.7	47	2.28	0	2729	3.71
D		TICKET VOTES	NAN	92	0.15	12	0.27	3	0.43	7	0.18	1	0.05	0	115	0.16
		"NASH, Chris"	NAN	23	0.04	0	0	0	0	2	0.05	3	0.15	0	28	0.04
		"HALE, Sylvia"	NAN	2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total	NAN	117	0.19	12	0.27	3	0.43	9	0.24	4	0.19	0	145	0.2
E		TICKET VOTES	SEN	119	0.19	7	0.16	1	0.14	7	0.18	2	0.1	0	136	0.18
		"EVANS, Beryl"	SEN	19	0.03	1	0.02	0	0	1	0.03	2	0.1	0	23	0.03
		"WELSH, Lorraine"	SEN	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	SEN	138	0.22	8	0.18	1	0.14	8	0.21	4	0.19	0	159	0.22
F		TICKET VOTES	AFI	1548	2.48	83	1.86	26	3.7	44	1.16	34	1.65	0	1735	2.36
		"PHILLIPS, John"	AFI	305	0.49	16	0.36	3	0.43	6	0.16	12	0.58	0	342	0.47
		"O'REGAN, Bevan"	AFI	5	0.01	0	0	0	0	0	0	1	0.05	0	6	0.01
		Group Total	AFI	1858	2.97	99	2.22	29	4.13	50	1.31	47	2.28	0	2083	2.83
G		TICKET VOTES	ALP	13609	21.77	1035	23.18	209	29.77	900	23.63	425	20.61	0	16178	22
	#	"WEST, Sue"	ALP	518	0.83	37	0.83	7	1	29	0.76	16	0.78	0	607	0.83
	#	"CHILDS, Bruce"	ALP	15	0.02	3	0.07	0	0	5	0.13	0	0	0	23	0.03
		"WHEELWRIGHT, Tom"	ALP	20	0.03	3	0.07	0	0	0	0	1	0.05	0	24	0.03
		"BARGHOUT, Rima"	ALP	10	0.02	1	0.02	0	0	2	0.05	0	0	0	13	0.02
		Group Total	ALP	14172	22.67	1079	24.17	216	30.77	936	24.58	442	21.44	0	16845	22.91
H		TICKET VOTES	DEM	6750	10.8	522	11.69	73	10.4	372	9.77	180	8.73	0	7897	10.74
	#	"BOURNE, Vicki"	DEM	922	1.48	54	1.21	4	0.57	39	1.02	25	1.21	0	1044	1.42
		"CHESTERFIELD-EVANS, Arthur"	DEM	13	0.02	1	0.02	0	0	1	0.03	1	0.05	0	16	0.02
		"LARCOS, Andrew"	DEM	4	0.01	0	0	0	0	0	0	1	0.05	0	5	0.01
		"ANDERSON, Troy"	DEM	22	0.04	0	0	0	0	0	0	0	0	0	22	0.03
		Group Total	DEM	7711	12.34	577	12.92	77	10.97	412	10.82	207	10.04	0	8984	12.22
I		TICKET VOTES		39	0.06	0	0	0	0	9	0.24	0	0	0	48	0.07
		"SCHOLLBACH, Robert Frederick"		1	0	0	0	0	0	0	0	0	0	0	1	0
		"STIRLING, Amanda Jane"		2	0	0	0	0	0	0	0	1	0.05	0	3	0
		Group Total		42	0.07	0	0	0	0	9	0.24	1	0.05	0	52	0.07
J		TICKET VOTES	ASP	339	0.54	27	0.6	7	1	7	0.18	4	0.19	0	384	0.52
		"SIMS, Richard"	ASP	50	0.08	4	0.09	0	0	3	0.08	0	0	0	57	0.08
		"BOURKE, Robyn"	ASP	1	0	0	0	0	0	0	0	0	0	0	1	0
		"REDFERN, Daniel"	ASP	0	0	0	0	0	0	0	0	0	0	0	0	0
		"FRANICH, Rodney"	ASP	0	0	1	0.02	0	0	0	0	0	0	0	1	0
		Group Total	ASP	390	0.62	32	0.72	7	1	10	0.26	4	0.19	0	443	0.6
K		TICKET VOTES		6	0.01	0	0	0	0	0	0	0	0	0	6	0.01
		"GALATI, Tony"		2	0	0	0	0	0	0	0	0	0	0	2	0
		"GALATI, Sam"		1	0	1	0.02	0	0	1	0.03	0	0	0	3	0
		Group Total		9	0.01	1	0.02	0	0	1	0.03	0	0	0	11	0.01
L		TICKET VOTES	AWP	172	0.28	24	0.54	2	0.28	15	0.39	6	0.29	0	219	0.3
		"DUNCAN, Darelle"	AWP	15	0.02	5	0.11	1	0.14	0	0	2	0.1	0	23	0.03
		"THEW, Sarah"	AWP	5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		Group Total	AWP	192	0.31	29	0.65	3	0.43	15	0.39	8	0.39	0	247	0.34
M		TICKET VOTES		5	0.01	1	0.02	0	0	0	0	0	0	0	6	0.01
		"BUTLER, Robert H"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"COSGROVE, Lindsay D"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		5	0.01	1	0.02	0	0	0	0	0	0	0	6	0.01
N		TICKET VOTES	RBR	46	0.07	2	0.04	1	0.14	4	0.11	1	0.05	0	54	0.07
		"BREEN, Peter"	ABR	8	0.01	0	0	0	0	0	0	0	0	0	8	0.01
		"McNALLY, Kerry"	RPA	5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		"HOUSEGO, Valerie"	ABR	0	0	0	0	0	0	0	0	0	0	0	0	0
		"BEKELE, Assefa"	ABR	1	0	0	0	0	0	0	0	0	0	0	1	0
		"FAHEY, Antoinette"	ABR	0	0	0	0	0	0	1	0.03	0	0	0	1	0
		Group Total	RBR	60	0.1	2	0.04	1	0.14	5	0.13	1	0.05	0	69	0.09
O		TICKET VOTES	GRY	85	0.14	5	0.11	0	0	4	0.11	7	0.34	0	101	0.14
		"VERHEYEN, John"	GRY	8	0.01	0	0	0	0	1	0.03	0	0	0	9	0.01
		"HETTERSCHEID, Theo"	GRY	0	0	0	0	0	0	0	0	0	0	0	0	0
		"SEGERSTROM, Bob"	GRY	0	0	0	0	0	0	0	0	0	0	0	0	0
		"PICKERING, Olga"	GRY	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	GRY	94	0.15	5	0.11	0	0	5	0.13	7	0.34	0	111	0.15
P		TICKET VOTES	NLP	84	0.13	7	0.16	4	0.57	5	0.13	2	0.1	0	102	0.14
		"KNOLES, Catherine"	NLP	30	0.05	1	0.02	0	0	0	0	0	0	0	31	0.04
		"JUDD, Ines"	NLP	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	NLP	115	0.18	8	0.18	4	0.57	5	0.13	2	0.1	0	134	0.18
Q		TICKET VOTES	ABF	193	0.31	25	0.56	4	0.57	8	0.21	8	0.39	0	238	0.32
		"FINDLAY-BARNES, Teresa"	ABF	14	0.02	2	0.04	0	0	0	0	0	0	0	16	0.02
		"TRIBE, David"	ABF	5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		Group Total	ABF	212	0.34	27	0.6	4	0.57	8	0.21	8	0.39	0	259	0.35
R		TICKET VOTES	CTA	709	1.13	67	1.5	7	1	43	1.13	21	1.02	0	847	1.15
		"WEBSTER, Alasdair"	CTA	165	0.26	8	0.18	0	0	11	0.29	3	0.15	0	187	0.25
		"WEBSTER, Elaine"	CTA	0	0	0	0	0	0	0	0	0	0	0	0	0
		"McLENNAN, Graham Clarke"	CTA	0	0	0	0	0	0	0	0	0	0	0	0	0
		"BIRD, Bill"	CTA	0	0	1	0.02	0	0	0	0	0	0	0	1	0
		"COLEMAN, Bruce"	CTA	3	0	0	0	0	0	0	0	1	0.05	0	4	0.01
		Group Total	CTA	877	1.4	76	1.7	7	1	54	1.42	25	1.21	0	1039	1.41
UNGROUPED																
		"JONES, Morris"	IND	6	0.01	0	0	0	0	3	0.08	0	0	0	9	0.01
		"IVOR, F"	IND	1	0	1	0.02	0	0	0	0	0	0	0	2	0
		"BARBARA, John"	IND	1	0	0	0	0	0	0	0	0	0	0	1	0
		"HURLEY, Jade"	IND	67	0.11	6	0.13	0	0	1	0.03	0	0	0	74	0.1
		"PINNIGER, Gretel"	IND	10	0.02	2	0.04	0	0	3	0.08	1	0.05	0	16	0.02
		"UNDERWOOD, Dian"	IND	6	0.01	0	0	0	0	0	0	0	0	0	6	0.01
		"PATTERSON, Ray"	IND	0	0	0	0	0	0	0	0	0	0	0	0	0
		"PIGGIN, David"	IND	2	0	0	0	0	0	2	0.05	0	0	0	4	0.01
		"BRADLEY, Bill"	IND	13	0.02	1	0.02	0	0	1	0.03	0	0	0	15	0.02
		Ungrouped Total		106	0.17	10	0.22	0	0	10	0.26	1	0.05	0	127	0.17
			FORMAL	62501	97.02	4465	98.39	702	97.64	3808	99.04	2062	98.8	0	73538	97.26
			INFORMAL	1918	2.98	73	1.61	17	2.36	37	0.96	25	1.2	0	2070	2.74
			TOTAL	64419	85.2	4538	6	719	0.95	3845	5.09	2087	2.76	0	75608	96.47



Watson (78312)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	RARI	686	1.1	55	1.26	5	0.77	6	0.35	13	0.75	0	765	1.08
		"KITSON, David"	RARI	112	0.18	9	0.21	2	0.31	3	0.17	6	0.35	0	132	0.19
		"O'CALLAGHAN, Carolyn"	RARI	4	0.01	0	0	0	0	0	0	1	0.06	0	5	0.01
		Group Total	RARI	802	1.29	64	1.47	7	1.08	9	0.52	20	1.16	0	902	1.27
B		TICKET VOTES	LNP	18677	29.94	1226	28.18	147	22.58	582	33.9	709	40.98	0	21341	30.13
	#	"WOODS, Bob"	LP	325	0.52	26	0.6	2	0.31	7	0.41	13	0.75	0	373	0.53
	#	"BROWNHILL, David"	NP	11	0.02	0	0	0	0	1	0.06	0	0	0	12	0.02
	#	"COONAN, Helen"	LP	15	0.02	4	0.09	0	0	0	0	5	0.29	0	24	0.03
		"CONSTANTIN, Abraham"	LP	13	0.02	2	0.05	0	0	0	0	1	0.06	0	16	0.02
		Group Total	LNP	19041	30.52	1258	28.91	149	22.89	590	34.36	728	42.08	0	21766	30.73
C		TICKET VOTES	GRN	773	1.24	118	2.71	11	1.69	25	1.46	16	0.92	0	943	1.33
		"SPERLING, Karla"	GRN	96	0.15	13	0.3	1	0.15	4	0.23	4	0.23	0	118	0.17
		"DENTON, Peter"	GRN	3	0	1	0.02	1	0.15	0	0	0	0	0	5	0.01
		"ELIX, Jane"	GRN	3	0	0	0	0	0	0	0	0	0	0	3	0
		"MATSON, Murray"	GRN	3	0	1	0.02	0	0	0	0	0	0	0	4	0.01
		Group Total	GRN	878	1.41	133	3.06	13	2	29	1.69	20	1.16	0	1073	1.51
D		TICKET VOTES	NAN	210	0.34	16	0.37	1	0.15	7	0.41	4	0.23	0	238	0.34
		"NASH, Chris"	NAN	18	0.03	1	0.02	0	0	0	0	0	0	0	19	0.03
		"HALE, Sylvia"	NAN	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	NAN	228	0.37	17	0.39	1	0.15	7	0.41	4	0.23	0	257	0.36
E		TICKET VOTES	SEN	111	0.18	9	0.21	0	0	3	0.17	11	0.64	0	134	0.19
		"EVANS, Beryl"	SEN	10	0.02	1	0.02	0	0	0	0	1	0.06	0	12	0.02
		"WELSH, Lorraine"	SEN	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	SEN	121	0.19	10	0.23	0	0	3	0.17	12	0.69	0	146	0.21
F		TICKET VOTES	AFI	655	1.05	77	1.77	3	0.46	23	1.34	32	1.85	0	790	1.12
		"PHILLIPS, John"	AFI	102	0.16	11	0.25	1	0.15	4	0.23	8	0.46	0	126	0.18
		"O'REGAN, Bevan"	AFI	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		Group Total	AFI	761	1.22	88	2.02	4	0.61	27	1.57	40	2.31	0	920	1.3
G		TICKET VOTES	ALP	32607	52.27	2146	49.32	413	63.44	798	46.48	697	40.29	0	36661	51.75
	#	"WEST, Sue"	ALP	325	0.52	31	0.71	3	0.46	22	1.28	17	0.98	0	398	0.56
	#	"CHILDS, Bruce"	ALP	37	0.06	4	0.09	2	0.31	1	0.06	4	0.23	0	48	0.07
		"WHEELWRIGHT, Tom"	ALP	26	0.04	0	0	1	0.15	0	0	3	0.17	0	30	0.04
		"BARGHOUT, Rima"	ALP	24	0.04	2	0.05	0	0	0	0	1	0.06	0	27	0.04
		Group Total	ALP	33019	52.93	2183	50.17	419	64.36	821	47.82	722	41.73	0	37164	52.46
H		TICKET VOTES	DEM	4583	7.35	327	7.52	29	4.45	138	8.04	111	6.42	0	5188	7.32
	#	"BOURNE, Vicki"	DEM	404	0.65	34	0.78	3	0.46	17	0.99	10	0.58	0	468	0.66
		"CHESTERFIELD-EVANS, Arthur"	DEM	5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		"LARCOS, Andrew"	DEM	6	0.01	1	0.02	0	0	0	0	0	0	0	7	0.01
		"ANDERSON, Troy"	DEM	9	0.01	0	0	0	0	1	0.06	0	0	0	10	0.01
		Group Total	DEM	5007	8.03	362	8.32	32	4.92	156	9.09	121	6.99	0	5678	8.02
I		TICKET VOTES		100	0.16	1	0.02	1	0.15	2	0.12	1	0.06	0	105	0.15
		"SCHOLLBACH, Robert Frederick"		2	0	0	0	0	0	0	0	0	0	0	2	0
		"STIRLING, Amanda Jane"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		102	0.16	1	0.02	1	0.15	2	0.12	1	0.06	0	107	0.15
J		TICKET VOTES	ASP	582	0.93	58	1.33	7	1.08	14	0.82	10	0.58	0	671	0.95
		"SIMS, Richard"	ASP	32	0.05	2	0.05	0	0	2	0.12	1	0.06	0	37	0.05
		"BOURKE, Robyn"	ASP	7	0.01	1	0.02	0	0	0	0	0	0	0	8	0.01
		"REDFERN, Daniel"	ASP	1	0	0	0	0	0	0	0	0	0	0	1	0
		"FRANICH, Rodney"	ASP	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	ASP	623	1	61	1.4	7	1.08	16	0.93	11	0.64	0	718	1.01
K		TICKET VOTES		11	0.02	0	0	1	0.15	1	0.06	0	0	0	13	0.02
		"GALATI, Tony"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"GALATI, Sam"		2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total		13	0.02	0	0	1	0.15	1	0.06	0	0	0	15	0.02
L		TICKET VOTES	AWP	201	0.32	27	0.62	2	0.31	6	0.35	5	0.29	0	241	0.34
		"DUNCAN, Darelle"	AWP	17	0.03	2	0.05	0	0	1	0.06	2	0.12	0	22	0.03
		"THEW, Sarah"	AWP	0	0	1	0.02	0	0	0	0	0	0	0	1	0
		Group Total	AWP	218	0.35	30	0.69	2	0.31	7	0.41	7	0.4	0	264	0.37
M		TICKET VOTES		22	0.04	0	0	0	0	0	0	0	0	0	22	0.03
		"BUTLER, Robert H"		3	0	0	0	0	0	0	0	0	0	0	3	0
		"COSGROVE, Lindsay D"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		25	0.04	0	0	0	0	0	0	0	0	0	25	0.04
N		TICKET VOTES	RBR	49	0.08	5	0.11	1	0.15	3	0.17	0	0	0	58	0.08
		"BREEN, Peter"	ABR	3	0	0	0	0	0	0	0	0	0	0	3	0
		"McNALLY, Kerry"	RPA	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		"HOUSEGO, Valerie"	ABR	0	0	0	0	0	0	0	0	0	0	0	0	0
		"BEKELE, Assefa"	ABR	0	0	0	0	0	0	0	0	0	0	0	0	0
		"FAHEY, Antoinette"	ABR	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	RBR	56	0.09	5	0.11	1	0.15	3	0.17	0	0	0	65	0.09
