				John Nicholas			Adrian			Christopher			John A			Andrew																					
				(ALP)			(LP)			(DEM)			(NP)			(NLP)																					
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.																		
FIRST			19510	26.52		23894	32.48		1840	2.50		27708	37.66		617	0.84		73569	- 																		
SECOND			135	22.09		50	8.18		196	32.08		230	37.64			Excluded		611	  6																		
	TOTAL		19645	26.71		23944	32.55		2036	2.77		27938	37.98					73563	  6																		
THIRD			1009	49.88		294	14.53			Excluded		720	35.59					2023	  13																		
	TOTAL		20654	28.08		24238	32.95					28658	38.96					73550	  19																		
FOURTH				Excluded		12130	58.95					8446	41.05					20576	  78																		
	TOTAL					36368	49.50					37104	50.50					73472	  97																		
													Elected																								
																																					
Maribyrnong																																					
				HOPPER			MARINKOVIC			BELL			GRIFFITHS			MCKAY																					
				Maureen			George			John			Alan			Frances																					
				(LP)						(NLP)			(ALP)			(DEM)																					
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.																		
FIRST			21146	29.19		1126	1.55		614	0.85		47161	65.09		2407	3.32		72454	- 																		
SECOND			118	19.41		149	24.51			Excluded		182	29.93		159	26.15		608	  6																		
	TOTAL		21264	29.35		1275	1.76					47343	65.35		2566	3.54		72448	  6																		
THIRD			477	37.83			Excluded					583	46.23		201	15.94		1261	  14																		
	TOTAL		21741	30.01								47926	66.17		2767	3.82		72434	  20																		
FOURTH			908	33.05								1839	66.95			Excluded		2747	  20																		
	TOTAL		22649	31.28								49765	68.72					72414	  40																		
													Elected																								
																																					
Melbourne																																					
				TANNER			QUIN			FERRARI			CLARKE			SIEVERS			IVANOV			COOPER			KOZANOGLU												
				Lindsay James			Di			James Stephen			Larry			Elvie Margaret			Stevan			Dias			Riza												
				(ALP)									(NLP)			(IND)						(DEM)			(LP)												
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.									
FIRST			47958	65.73		1955	2.68		393	0.54		765	1.05		1348	1.85		282	0.39		2756	3.78		17507	23.99		72964	- 									
SECOND			138	49.64		14	5.04		18	6.47		24	8.63		29	10.43			Excluded		32	11.51		23	8.27		278	  3									
	TOTAL		48096	65.92		1969	2.70		412	0.56		789	1.08		1377	1.89					2788	3.82		17530	24.03		72961	  3									
THIRD			101	25.19		121	30.17			Excluded		44	10.97		47	11.72					35	8.73		53	13.22		401	  11									
	TOTAL		48197	66.07		2090	2.86					833	1.14		1424	1.95					2823	3.87		17583	24.10		72950	  14									
FOURTH			207	25.12		83	10.07						Excluded		173	21.00					266	32.28		95	11.53		824	  9									
	TOTAL		48404	66.36		2173	2.98								1597	2.19					3089	4.23		17678	24.24		72941	  23									
FIFTH			628	39.72		380	24.04									Excluded					409	25.87		164	10.37		1581	  16									
	TOTAL		49032	67.24		2553	3.50														3498	4.80		17842	24.47		72925	  39									
SIXTH			1099	43.40			Excluded														1328	52.45		105	4.15		2532	  21									
	TOTAL		50131	68.76																	4826	6.62		17947	24.62		72904	  60									
SEVENTH			3594	75.19																		Excluded		1186	24.81		4780	  46									
	TOTAL		53725	73.74																				19133	26.26		72858	  106									
				Elected																																	
																																					
Melbourne Ports																																					
				COLBERT			HOLDING			CRAIK			HOCKLEY			FRIEDMANN			BROADBENT																		
				Andrew			Clyde			Christine			Caroline			Helen			Beverley																		
				(IND)			(ALP)						(NLP)			(LP)			(DEM)																		
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.															
FIRST			2291	3.21		34751	48.65		1276	1.79		678	0.95		29817	41.74		2614	3.66		71427	- 															
SECOND			139	20.68		123	18.30		148	22.02			Excluded		137	20.39		125	18.60		672	  6															
	TOTAL		2430	3.40		34874	48.83		1424	1.99					29954	41.94		2739	3.84		71421	  6															
THIRD			671	47.12		365	25.63			Excluded					80	5.62		308	21.63		1424	  0															
	TOTAL		3101	4.34		35239	49.34								30034	42.05		3047	4.27		71421	  6															
FOURTH			1477	48.76		992	32.75								560	18.49			Excluded		3029	  18															
	TOTAL		4578	6.41		36231	50.74								30594	42.85					71403	  24															
FIFTH				Excluded		3631	79.80								919	20.20					4550	  28															
	TOTAL					39862	55.85								31513	44.15					71375	  52															
							Elected																														
																																					
Menzies																																					
				ANDREWS			DE ANGELIS			DOBINSON			QUINLAN																								
				Kevin			Peter Marlon			John			Denis																								
				(LP)			(ALP)			(DEM)			(NLP)																								
Count			Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.																					
FIRST			40200	57.37		26154	37.32		2955	4.22		762	1.09		70071	- 																					
SECOND			183	24.24		143	18.94		429	56.82			Excluded		755	  7																					
	TOTAL		40383	57.64		26297	37.53		3384	4.83					70064	  7																					
THIRD			1105	32.88		2256	67.12			Excluded					3361	  23																					
	TOTAL		41488	59.23		28553	40.77								70041	  30																					
				Elected																																	
																																					
Murray																																					
				SHEEN			HYLAND			THOMSON			LACEY			LLOYD																					
				John			Sonia			Allan			Dennis			Bruce																					
				(ALP)			(NLP)			(DEM)			(IND)			(NP)																					
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.																		
FIRST			19553	26.59		781	1.06		2026	2.75		1677	2.28		49504	67.31		73541	- 																		
SECOND			196	25.16			Excluded		215	27.60		205	26.32		163	20.92		779	  2																		
	TOTAL		19751	26.86					2242	3.05		1883	2.56		49669	67.54		73545	  2																		
THIRD			361	19.27					787	42.02			Excluded		725	38.71		1873	  10																		
	TOTAL		20112	27.35					3029	4.12					50394	68.53		73535	  12																		
FOURTH			1642	54.46						Excluded					1373	45.54		3015	  14																		
	TOTAL		21754	29.59											51767	70.41		73521	  26																		
																Elected																					
																																					
Scullin																																					
				VEITCH			GRUJOVSKI			JENKINS			SMITH			GEORGIEVSKI			SIDDONS			PHILLIPS															
				Don			Jordan			Harry			Barbara			John			John			Neil															
				(CEG)			(IND)			(ALP)			(LP)			(DEM)			(IND)			(NLP)															
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.												
FIRST			1027	1.37		874	1.17		46672	62.33		20988	28.03		2259	3.02		2648	3.54		412	0.55		74880	- 												
SECOND			32	7.98		21	5.24		69	17.21		56	13.97		67	16.71		156	38.90			Excluded		401	  11												
	TOTAL		1059	1.41		895	1.20		46741	62.43		21044	28.11		2326	3.11		2804	3.75					74869	  11												
THIRD			188	21.10			Excluded		239	26.82		68	7.63		275	30.86		121	13.58					891	  4												
	TOTAL		1247	1.67					46980	62.75		21112	28.20		2601	3.47		2925	3.91					74865	  15												
FOURTH				Excluded					921	76.69		112	9.33		81	6.74		87	7.24					1201	  46												
	TOTAL								47901	64.02		21224	28.37		2682	3.58		3012	4.03					74819	  61												
FIFTH									1132	42.49		315	11.82			Excluded		1217	45.68					2664	  18												
	TOTAL								49033	65.55		21539	28.80					4229	5.65					74801	  79												
SIXTH									2281	54.18		1929	45.82						Excluded					4210	  19												
	TOTAL								51314	68.62		23468	31.38											74782	  98												
										Elected																											
																																					
Wannon																																					
				MORROW			PHILPOT			HEMINGWAY			HORSHAM			ANDERSON			HAWKER			WILSON															
				Richard Neale			John D			Les			Yasmin			Donald F			David			David Graeme															
				(ALP)			(IND)			(IND)			(NLP)			(DEM)			(LP)			(IND)															
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.												
FIRST			26846	36.47		1964	2.67		1232	1.67		467	0.63		1537	2.09		40819	55.45		752	1.02		73617	- 												
SECOND			85	18.64		71	15.57		87	19.08			Excluded		81	17.76		72	15.79		60	13.16		456	  6												
	TOTAL		26931	36.59		2034	2.76		1321	1.79					1615	2.19		40891	55.56		806	1.10		73598	  6												
THIRD			126	15.73		140	17.48		137	17.10					110	13.73		288	35.96			Excluded		801	  5												
	TOTAL		27057	36.77		2174	2.95		1458	1.98					1725	2.34		41179	55.96					73593	  11												
FOURTH			237	16.31		784	53.96			Excluded					100	6.88		332	22.85					1453	  5												
	TOTAL		27294	37.09		2958	4.02								1825	2.48		41511	56.41					73588	  16												
FIFTH			681	37.34		607	33.28									Excluded		536	29.39					1824	  1												
	TOTAL		27975	38.02		3565	4.84											42047	57.14					73587	  17												
SIXTH			1992	56.07			Excluded											1561	43.93					3553	  12												
	TOTAL		29967	40.73														43608	59.27					73575	  29												
																			Elected																		
																																					
Wills																																					
				STONE			SAVAGE			MURGATROYD			MANTELL			KARDAMITSIS			PRICE			CLEARY			MINAS												
				Robert			Katheryne			Cecil Godfrey			Ken			Bill			John			Philip			Jack												
				(DEM)			(IND)									(ALP)			(NLP)			(IND)			(LP)												
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.									
FIRST			1474	2.09		652	0.93		219	0.31		271	0.38		29499	41.88		212	0.30		20721	29.42		17386	24.68		70434	- 									
SECOND			66	31.73		15	7.21		6	2.88		11	5.29		28	13.46			Excluded		64	30.77		18	8.65		208	  4									
	TOTAL		1540	2.19		667	0.95		225	0.32		282	0.40		29527	41.92					20785	29.51		17404	24.71		70430	  4									
THIRD			28	12.67		38	17.19			Excluded		30	13.57		17	7.69					61	27.60		47	21.27		221	  4									
	TOTAL		1568	2.23		705	1.00					312	0.44		29544	41.95					20846	29.60		17451	24.78		70426	  8									
FOURTH			46	14.89		55	17.80						Excluded		155	50.16					37	11.97		16	5.18		309	  3									
	TOTAL		1614	2.29		760	1.08								29699	42.17					20883	29.65		17467	24.80		70423	  11									
FIFTH			252	33.51			Excluded								222	29.52					179	23.80		99	13.16		752	  8									
	TOTAL		1866	2.65											29921	42.49					21062	29.91		17566	24.95		70415	  19									
SIXTH				Excluded											1090	60.59					502	27.90		207	11.51		1799	  67									
	TOTAL														31011	44.08					21564	30.65		17773	25.26		70348	  86									
SEVENTH															2401	13.60					15252	86.40			Excluded		17653	  120									
	TOTAL														33412	47.58					36816	52.42					70228	  206									
																						Elected															
																																					
																																					
Queensland																																					
																																					
																																					
Bowman																																					
				BICKLE			SCIACCA			WARDLE			HENMAN			MARSH			MAY			MCLAREN			HENDSTOCK			WHEELER									
				Frank			Con			Debra			Murray			Nigel			Richard			Mark			Kevin			Bill									
				(QG)			(ALP)			(LP)			(DEM)			(NP)			(IND)			(IND)			(CAP)												
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.						
FIRST			2674	3.78		35927	50.84		24700	34.95		2714	3.84		3009	4.26		574	0.81		301	0.43		551	0.78		214	0.30		70664	- 						
SECOND			32	15.09		22	10.38		13	6.13		15	7.08		7	3.30		19	8.96		43	20.28		61	28.77			Excluded		212	  2						
	TOTAL		2706	3.83		35949	50.87		24713	34.97		2729	3.86		3016	4.27		593	0.84		344	0.49		612	0.87					70662	  2						
THIRD			19	5.52		20	5.81		14	4.07		12	3.49		8	2.33		234	68.02			Excluded		37	10.76					344	  0						
	TOTAL		2725	3.86		35969	50.90		24727	34.99		2741	3.88		3024	4.28		827	1.17					649	0.92					70662	  2						
FOURTH			72	11.15		71	10.99		116	17.96		60	9.29		99	15.33		228	35.29						Excluded					646	  3						
	TOTAL		2797	3.96		36040	51.01		24843	35.16		2801	3.96		3123	4.42		1055	1.49											70659	  5						
FIFTH			306	29.03		116	11.01		99	9.39		274	26.00		259	24.57			Excluded											1054	  1						
	TOTAL		3103	4.39		36156	51.17		24942	35.30		3075	4.35		3382	4.79														70658	  6						
SIXTH			1304	42.45		923	30.05		502	16.34			Excluded		343	11.17														3072	  3						
	TOTAL		4407	6.24		37079	52.48		25444	36.01					3725	5.27														70655	  9						
SEVENTH			381	10.24		192	5.16		3149	84.61						Excluded														3722	  3						
	TOTAL		4788	6.78		37271	52.75		28593	40.47																				70652	  12						
EIGHTH				Excluded		3283	69.01		1474	30.99																				4757	  31						
	TOTAL					40554	57.42		30067	42.58																				70621	  43						
							Elected																														
																																					
Brisbane																																					
				KELLETT			ENNIS			CHOJNACKI			PRICE			THURLOW			VEIVERS			GUGENBERGER			DORING			BEVIS			CHOVEAUX			GIBSON			
				Kerri Jean			Neil			Mariusz			Susan Clare			Valerie			Tom			Lou			Robert Melville			Arch			Justin			M P			
				(DEM)			(LP)			(IND)						(NLP)			(IND)			(QG)			(CAP)			(ALP)			(NP)			(IND)			
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.
FIRST			4166	5.60		26717	35.93		239	0.32		951	1.28		274	0.37		1949	2.62		2484	3.34		452	0.61		34917	46.96		1663	2.24		545	0.73		74357	- 
SECOND			28	11.81		41	17.30			Excluded		29	12.24		14	5.91		66	27.85		16	6.75		1	0.42		9	3.80		3	1.27		30	12.66		237	  2
	TOTAL		4194	5.64		26758	35.99					980	1.32		288	0.39		2015	2.71		2500	3.36		453	0.61		34926	46.97		1666	2.24		575	0.77		74355	  2
THIRD			44	15.33		29	10.10					35	12.20			Excluded		46	16.03		70	24.39		10	3.48		23	8.01		16	5.57		14	4.88		287	  1
	TOTAL		4238	5.70		26787	36.03					1015	1.37					2061	2.77		2570	3.46		463	0.62		34949	47.00		1682	2.26		589	0.79		74354	  3
FOURTH			40	8.68		89	19.31					10	2.17					57	12.36		56	12.15			Excluded		64	13.88		75	16.27		70	15.18		461	  2
	TOTAL		4278	5.75		26876	36.15					1025	1.38					2118	2.85		2626	3.53					35013	47.09		1757	2.36		659	0.89		74352	  5
FIFTH			93	14.13		52	7.90					30	4.56					229	34.80		74	11.25					100	15.20		80	12.16			Excluded		658	  1
	TOTAL		4371	5.88		26928	36.22					1055	1.42					2347	3.16		2700	3.63					35113	47.23		1837	2.47					74351	  6
SIXTH			134	12.77		69	6.58						Excluded					132	12.58		554	52.81					149	14.20		11	1.05					1049	  6
	TOTAL		4505	6.06		26997	36.31											2479	3.33		3254	4.38					35262	47.43		1848	2.49					74345	  12
SEVENTH			107	5.80		1414	76.68											102	5.53		72	3.90					149	8.08			Excluded					1844	  4
	TOTAL		4612	6.20		28411	38.22											2581	3.47		3326	4.47					35411	47.63								74341	  16
EIGHTH			647	25.13		878	34.10												Excluded		508	19.73					542	21.05								2575	  6
	TOTAL		5259	7.07		29289	39.40														3834	5.16					35953	48.37								74335	  22
NINTH			2321	60.63		414	10.82															Excluded					1093	28.55								3828	  6
	TOTAL		7580	10.20		29703	39.96																				37046	49.84								74329	  28
TENTH				Excluded		3002	39.68																				4564	60.32								7566	  14
	TOTAL					32705	44.01																				41610	55.99								74315	  42
																												Elected									
																																					
Capricornia																																					
				GOODY			SMYTH			WRIGHT			ALROE			RUNDLE			MUIR			HENZELL			TULL			LAWRENCE			BRIDGEMAN			HINTON			
				Margaret			Cameron M			Keith Webb			Chris			Jim			Bob			Marjorie			Bevan			Fay			David			Mavis Elizabeth			
				(NP)						(IND)			(LP)			(IND)			(QG)			(ALP)			(AIP)			(DEM)						(CAP)			
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.
FIRST			16243	21.57		322	0.43		4472	5.94		12807	17.01		5308	7.05		1259	1.67		30766	40.86		240	0.32		1673	2.22		363	0.48		1835	2.44		75288	- 
SECOND			19	7.92		4	1.67		22	9.17		10	4.17		24	10.00		38	15.83		72	30.00			Excluded		34	14.17		8	3.33		9	3.75		240	- 
	TOTAL		16262	21.60		326	0.43		4494	5.97		12817	17.02		5332	7.08		1297	1.72		30838	40.96					1707	2.27		371	0.49		1844	2.45		75288	- 
THIRD			69	21.30			Excluded		37	11.42		23	7.10		36	11.11		20	6.17		27	8.33					13	4.01		16	4.94		83	25.62		324	  2
	TOTAL		16331	21.69					4531	6.02		12840	17.05		5368	7.13		1317	1.75		30865	41.00					1720	2.28		387	0.51		1927	2.56		75286	  2
FOURTH			90	23.32					23	5.96		22	5.70		92	23.83		16	4.15		41	10.62					33	8.55			Excluded		69	17.88		386	  1
	TOTAL		16421	21.81					4554	6.05		12862	17.08		5460	7.25		1333	1.77		30906	41.05					1753	2.33					1996	2.65		75285	  3
FIFTH			116	8.73					71	5.34		68	5.12		239	17.98			Excluded		381	28.67					368	27.69					86	6.47		1329	  4
	TOTAL		16537	21.97					4625	6.14		12930	17.18		5699	7.57					31287	41.56					2121	2.82					2082	2.77		75281	  7
SIXTH			445	21.43					79	3.80		163	7.85		772	37.17					246	11.84					372	17.91						Excluded		2077	  5
	TOTAL		16982	22.56					4704	6.25		13093	17.39		6471	8.60					31533	41.89					2493	3.31								75276	  12
SEVENTH			340	13.70					198	7.98		158	6.37		730	29.41					1056	42.55						Excluded								2482	  11
	TOTAL		17322	23.01					4902	6.51		13251	17.61		7201	9.57					32589	43.30														75265	  23
EIGHTH			648	13.25						Excluded		276	5.65		1040	21.27					2925	59.83														4889	  13
	TOTAL		17970	23.88								13527	17.98		8241	10.95					35514	47.19														75252	  36
NINTH			3292	40.04								2002	24.35			Excluded					2928	35.61														8222	  19
	TOTAL		21262	28.26								15529	20.64								38442	51.10														75233	  55
TENTH			14292	92.13									Excluded								1221	7.87														15513	  16
	TOTAL		35554	47.27																	39663	52.73														75217	  71
																						Elected															
																																					
Dawson																																					
				BRAITHWAITE			FOX			MCCULLOCH			MAC NEVIN			GILBERT			MANSELL			QUADRIO			HEINIGER												
				Ray			Ian David			Bob			Michelle Jo-Anne			Frank			John			Steve			Neil												
				(NP)			(QG)			(CAP)			(IND)			(ALP)			(LP)			(DEM)			(IND)												
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.									
FIRST			29209	38.71		1795	2.38		6838	9.06		597	0.79		28954	38.38		5545	7.35		1884	2.50		625	0.83		75447	- 									
SECOND			96	16.16		65	10.94		63	10.61			Excluded		84	14.14		31	5.22		47	7.91		208	35.02		594	  3									
	TOTAL		29305	38.84		1860	2.47		6901	9.15					29038	38.49		5576	7.39		1931	2.56		833	1.10		75444	  3									
THIRD			162	19.47		167	20.07		91	10.94					126	15.14		68	8.17		218	26.20			Excluded		832	  1									
	TOTAL		29467	39.06		2027	2.69		6992	9.27					29164	38.66		5644	7.48		2149	2.85					75443	  4									
FOURTH			343	16.96			Excluded		344	17.01					454	22.45		101	5.00		780	38.58					2022	  5									
	TOTAL		29810	39.52					7336	9.72					29618	39.26		5745	7.62		2929	3.88					75438	  9									
FIFTH			587	20.06					656	22.42					1071	36.60		612	20.92			Excluded					2926	  3									
	TOTAL		30397	40.30					7992	10.59					30689	40.68		6357	8.43								75435	  12									
SIXTH			4986	78.56					490	7.72					871	13.72			Excluded								6347	  10									
	TOTAL		35383	46.91					8482	11.25					31560	41.84											75425	  22									
SEVENTH			5222	61.63						Excluded					3251	38.37											8473	  9									
	TOTAL		40605	53.84											34811	46.16											75416	  31									
				Elected																																	
																																					
Dickson																																					
				MAHONEY			MATTHEWS			SPICER			ST.BAKER			BAWDEN			BEARD			FLEGG			LAVARCH			DARBY									
				Desiree			Leonard John			Glen C			Trevor			Alan			Mal			Bruce			Michael			Michael									
				(QG)						(DEM)			(NP)			(IND)			(CAP)			(LP)			(ALP)			(IND)									
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.						
FIRST			3746	5.53		174	0.26		1508	2.23		6921	10.21		333	0.49		1883	2.78		22738	33.56		29515	43.56		939	1.39		67757	- 						
SECOND			36	20.81			Excluded		21	12.14		34	19.65		32	18.50		8	4.62		11	6.36		16	9.25		15	8.67		173	  1						
	TOTAL		3782	5.58					1529	2.26		6955	10.26		365	0.54		1891	2.79		22749	33.57		29531	43.58		954	1.41		67756	  1						
THIRD			54	14.96					24	6.65		37	10.25			Excluded		32	8.86		31	8.59		26	7.20		157	43.49		361	  4						
	TOTAL		3836	5.66					1553	2.29		6992	10.32					1923	2.84		22780	33.62		29557	43.63		1111	1.64		67752	  5						
FOURTH			297	26.88					120	10.86		74	6.70					271	24.52		120	10.86		223	20.18			Excluded		1105	  6						
	TOTAL		4133	6.10					1673	2.47		7066	10.43					2194	3.24		22900	33.80		29780	43.96					67746	  11						
FIFTH			1000	59.81						Excluded		136	8.13					76	4.55		161	9.63		299	17.88					1672	  1						
	TOTAL		5133	7.58								7202	10.63					2270	3.35		23061	34.04		30079	44.40					67745	  12						
SIXTH			450	19.84								1252	55.20						Excluded		356	15.70		210	9.26					2268	  2						
	TOTAL		5583	8.24								8454	12.48								23417	34.57		30289	44.71					67743	  14						
SEVENTH				Excluded								1578	28.37								870	15.64		3115	55.99					5563	  20						
	TOTAL											10032	14.81								24287	35.86		33404	49.32					67723	  34						
EIGHTH													Excluded								9399	93.73		629	6.27					10028	  4						
	TOTAL																				33686	49.74		34033	50.26					67719	  38						
																									Elected												
																																					
Fadden																																					
				DARVILLE			ABRAHAMSON			ROSS			ELDON			KUHNE			SANDERS			JULL			MATHESON												
				Harry			Iona			Joe			Peter			Otto			Leonie			David			Shaun												
				(QG)			(NP)			(CAP)			(ALP)			(NLP)			(DEM)			(LP)			(AIP)												
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.									
FIRST			3020	4.47		3200	4.74		1010	1.50		25973	38.45		177	0.26		3381	5.00		30581	45.27		212	0.31		67554	- 									
SECOND			44	24.86		11	6.21		19	10.73		37	20.90			Excluded		40	22.60		19	10.73		7	3.95		177	- 									
	TOTAL		3064	4.54		3211	4.75		1029	1.52		26010	38.50					3421	5.06		30600	45.30		219	0.32		67554	- 									
THIRD			52	24.07		11	5.09		16	7.41		27	12.50					41	18.98		69	31.94			Excluded		216	  3									
	TOTAL		3116	4.61		3222	4.77		1045	1.55		26037	38.54					3462	5.13		30669	45.40					67551	  3									
FOURTH			224	21.56		222	21.37			Excluded		168	16.17					154	14.82		271	26.08					1039	  6									
	TOTAL		3340	4.94		3444	5.10					26205	38.80					3616	5.35		30940	45.81					67545	  9									
FIFTH				Excluded		731	21.98					703	21.14					1525	45.86		366	11.01					3325	  15									
	TOTAL					4175	6.18					26908	39.85					5141	7.61		31306	46.36					67530	  24									
SIXTH							Excluded					841	20.21					444	10.67		2877	69.13					4162	  13									
	TOTAL											27749	41.10					5585	8.27		34183	50.63					67517	  37									
SEVENTH												3456	62.05						Excluded		2114	37.95					5570	  15									
	TOTAL											31205	46.23								36297	53.77					67502	  52									
																						Elected															
																																					
Fairfax																																					
				VALENTINE			PARNELL			ORTON			SOMLYAY			SIMPSON			HENDERSON			FERRARO			OSS-EMER												
				Keith			Peter			Kerry			Alex			Gordon			John			Santo			Elizabeth												
				(NLP)			(QG)			(ALP)			(LP)			(NP)			(IND)			(CAP)			(DEM)												
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.									
FIRST			924	1.29		2858	4.00		22022	30.84		28686	40.18		10382	14.54		1567	2.19		1646	2.31		3313	4.64		71398	- 									
SECOND				Excluded		436	47.86		189	20.75		120	13.17		36	3.95		48	5.27		19	2.09		63	6.92		911	  13									
	TOTAL					3294	4.61		22211	31.11		28806	40.35		10418	14.59		1615	2.26		1665	2.33		3376	4.73		71385	  13									
THIRD						296	18.33		268	16.59		240	14.86		229	14.18			Excluded		189	11.70		393	24.33		1615	  0									
	TOTAL					3590	5.03		22479	31.49		29046	40.69		10647	14.91					1854	2.60		3769	5.28		71385	  13									
FOURTH						321	17.34		180	9.72		354	19.12		472	25.50						Excluded		524	28.31		1851	  3									
	TOTAL					3911	5.48		22659	31.74		29400	41.19		11119	15.58								4293	6.01		71382	  16									
FIFTH							Excluded		1275	32.73		428	10.99		260	6.67								1933	49.61		3896	  15									
	TOTAL								23934	33.54		29828	41.80		11379	15.94								6226	8.72		71367	  31									
SIXTH									3463	55.77		1065	17.15		1681	27.07									Excluded		6209	  17									
	TOTAL								27397	38.40		30893	43.30		13060	18.30											71350	  48									
SEVENTH									1286	9.85		11769	90.15			Excluded											13055	  5									
	TOTAL								28683	40.20		42662	59.80														71345	  53									
													Elected																								
																																					
Fisher																																					
				BURGETT			SAVAGE			WATSON			SLIPPER			JOHNSTON			GWIN			JOHNSON			JAKEMAN												
				Ian			Chris			Sam			Peter			Winston			Chris			Jeff			Digby												
				(ALP)			(IND)			(AIP)			(LP)			(NP)			(QG)			(CAP)			(DEM)												
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.									
FIRST			25638	35.78		4758	6.64		266	0.37		24195	33.76		10497	14.65		1824	2.55		2315	3.23		2170	3.03		71663	- 									
SECOND			87	32.71		70	26.32			Excluded		31	11.65		13	4.89		40	15.04		5	1.88		20	7.52		266	- 									
	TOTAL		25725	35.90		4828	6.74					24226	33.81		10510	14.67		1864	2.60		2320	3.24		2190	3.06		71663	- 									
THIRD			515	27.63		447	23.98					153	8.21		115	6.17			Excluded		172	9.23		462	24.79		1864	- 									
	TOTAL		26240	36.62		5275	7.36					24379	34.02		10625	14.83					2492	3.48		2652	3.70		71663	- 									
FOURTH			291	11.68		737	29.57					443	17.78		488	19.58						Excluded		533	21.39		2492	- 									
	TOTAL		26531	37.02		6012	8.39					24822	34.64		11113	15.51								3185	4.44		71663	- 									
FIFTH			962	30.25		1361	42.80					367	11.54		490	15.41									Excluded		3180	  5									
	TOTAL		27493	38.37		7373	10.29					25189	35.15		11603	16.19											71658	  5									
SIXTH			3253	44.26			Excluded					1926	26.21		2170	29.53											7349	  24									
	TOTAL		30746	42.92								27115	37.85		13773	19.23											71634	  29									
SEVENTH			1230	8.94								12535	91.06			Excluded											13765	  8									
	TOTAL		31976	44.64								39650	55.36														71626	  37									
													Elected																								
																																					
Forde																																					
				PLANINCIC			STARK			DICKSON			CORBLEY			FLAWS			CRAWFORD																		
				Jim			Barry J			Alan L			Marion			Peter			Mary																		
				(LP)			(QG)			(DEM)			(CAP)			(NP)			(ALP)																		
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.															
FIRST			23590	33.70		2070	2.96		4085	5.84		1494	2.13		2527	3.61		36227	51.76		69993	- 															
SECOND			327	21.95		281	18.86		359	24.09			Excluded		260	17.45		263	17.65		1490	  4															
	TOTAL		23917	34.17		2351	3.36		4444	6.35					2787	3.98		36490	52.14		69989	  4															
THIRD			406	17.34			Excluded		1186	50.64					187	7.98		563	24.04		2342	  9															
	TOTAL		24323	34.76					5630	8.05					2974	4.25		37053	52.95		69980	  13															
FOURTH			2203	74.30					450	15.18						Excluded		312	10.52		2965	  9															
	TOTAL		26526	37.91					6080	8.69								37365	53.40		69971	  22															
FIFTH			2453	40.50						Excluded								3604	59.50		6057	  23															
	TOTAL		28979	41.43														40969	58.57		69948	  45															
																			Elected																		
																																					
Griffith																																					
				WESTON			STONE			KERNOT			DICKSON			WYNTER			PRIVITERA			HUMPHREYS			WILSON												
				Maxine			David			Gavin			Steven L			Coral			Mick			Ben			Barry												
				(NLP)			(NP)			(DEM)			(IND)						(LP)			(ALP)			(QG)												
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.									
FIRST			810	1.08		2631	3.51		3525	4.70		938	1.25		948	1.26		25663	34.23		37090	49.47		3368	4.49		74973	- 									
SECOND				Excluded		436	54.91		84	10.58		67	8.44		39	4.91		31	3.90		50	6.30		87	10.96		794	  16									
	TOTAL					3067	4.09		3609	4.81		1005	1.34		987	1.32		25694	34.28		37140	49.55		3455	4.61		74957	  16									
THIRD						48	4.89		87	8.87		87	8.87			Excluded		46	4.69		130	13.25		583	59.43		981	  6									
