Senate -1998 Election															
First Preference Votes by Candidate															
By Vote Type by Division															


New South Wales															

Banks (80108)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
		"FORBES, Graeme"	ASP	0	0	1	0.02	0	0	0	0	0	0	1	0
		Group Total	ASP	333	0.49	54	1.17	8	2.02	17	0.49	24	0.7	436	0.55
S		TICKET VOTES	DSL	38	0.06	5	0.11	0	0	0	0	1	0.03	44	0.06
		"WILLIAMS, Jo"	DSL	2	0	0	0	0	0	0	0	0	0	2	0
		"HEARMAN, Vannessa"	DSL	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	DSL	40	0.06	5	0.11	0	0	0	0	1	0.03	46	0.06
T		TICKET VOTES	CEC	5	0.01	0	0	0	0	1	0.03	3	0.09	9	0.01
		"ISHERWOOD, Craig W"	CEC	0	0	0	0	0	0	0	0	0	0	0	0
		"BARWICK, Robert"	CEC	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CEC	5	0.01	0	0	0	0	1	0.03	3	0.09	9	0.01
UNGROUPED															
		"MURGATROYD, Cecil G"		7	0.01	0	0	0	0	0	0	1	0.03	8	0.01
		"PECH, M H"	IND	0	0	0	0	0	0	0	0	0	0	0	0
		"SMITH, Graham"	IND	3	0	0	0	0	0	0	0	0	0	3	0
		"HEFFRON, David"	IND	4	0.01	0	0	0	0	0	0	0	0	4	0.01
		"McCLURE, Malcolm"	IND	3	0	0	0	0	0	0	0	1	0.03	4	0.01
		Ungrouped Total		17	0.03	0	0	0	0	0	0	2	0.06	19	0.02
			FORMAL	67864	96.82	4626	97.93	397	95.89	3503	98.56	3405	99.07	79795	97.04
			INFORMAL	2232	3.18	98	2.07	17	4.11	51	1.44	32	0.93	2430	2.96
			TOTAL	70096	85.25	4724	5.75	414	0.5	3554	4.32	3437	4.18	82225	96.88



Ballarat (81818)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	ABR	204	0.32	7	0.19	4	0.43	12	0.27	8	0.22	235	0.31
		"BULLMORE, Eric"	ABR	14	0.02	0	0	0	0	0	0	1	0.03	15	0.02
		"SYDENHAM, David"	ABR	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	ABR	219	0.34	7	0.19	4	0.43	12	0.27	9	0.24	251	0.33
B		TICKET VOTES		54	0.08	0	0	0	0	5	0.11	1	0.03	60	0.08
		"TOSCANO, Joe"		2	0	1	0.03	0	0	0	0	0	0	3	0
		"ROPER, Steve"		1	0	0	0	0	0	0	0	0	0	1	0
		Group Total		57	0.09	1	0.03	0	0	5	0.11	1	0.03	64	0.08
C		TICKET VOTES	DEM	4549	7.15	362	9.68	31	3.37	237	5.34	194	5.24	5373	7.03
		"DOWNEY, Jim"	DEM	426	0.67	39	1.04	0	0	21	0.47	23	0.62	509	0.67
		"TOWNSEND, Matthew"	DEM	6	0.01	1	0.03	0	0	0	0	0	0	7	0.01
		"SAUNDERS, Ken"	DEM	6	0.01	1	0.03	0	0	0	0	0	0	7	0.01
		"HARCOURT, Alison"	DEM	41	0.06	10	0.27	1	0.11	7	0.16	6	0.16	65	0.09
		Group Total	DEM	5028	7.9	413	11.04	32	3.47	265	5.97	223	6.03	5961	7.8
D		TICKET VOTES		122	0.19	13	0.35	2	0.22	21	0.47	6	0.16	164	0.21
		"COPE, Bill"	UNI	8	0.01	1	0.03	0	0	2	0.05	0	0	11	0.01
		"NGUYEN, Phong"	UNI	6	0.01	0	0	0	0	0	0	0	0	6	0.01
		"LEE, Wellington"	UNI	0	0	0	0	0	0	0	0	0	0	0	0
		"SWART, Ricci"	UNI	0	0	0	0	0	0	0	0	0	0	0	0
		"ROSE, Markham"	UNI	0	0	0	0	0	0	0	0	0	0	0	0
		"CEROLINI, Vivien"	UNI	0	0	0	0	0	0	0	0	0	0	0	0
		"IMAM, Naji"	UNI	0	0	0	0	0	0	0	0	0	0	0	0
		"KALANTZIS, Mary"	UNI	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total		137	0.22	14	0.37	2	0.22	23	0.52	6	0.16	182	0.24
E		TICKET VOTES	GRN	871	1.37	109	2.91	28	3.04	93	2.1	37	1	1138	1.49
		"CLARKE, Charmaine"	GRN	202	0.32	25	0.67	2	0.22	13	0.29	9	0.24	251	0.33
		"RISSTROM, David"	GRN	5	0.01	0	0	0	0	1	0.02	0	0	6	0.01
		"CONOR, Liz"	GRN	12	0.02	0	0	0	0	1	0.02	1	0.03	14	0.02
		Group Total	GRN	1090	1.71	134	3.58	30	3.26	108	2.43	47	1.27	1409	1.84
F		TICKET VOTES	SEP	18	0.03	0	0	0	0	2	0.05	0	0	20	0.03
		"PHILLIPS, Sue"	SEP	3	0	0	0	0	0	0	0	0	0	3	0
		"MARSHALL, Will"	SEP	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	SEP	21	0.03	0	0	0	0	2	0.05	0	0	23	0.03
G		TICKET VOTES	NDP	66	0.1	10	0.27	4	0.43	4	0.09	4	0.11	88	0.12
		"SMITH, Gareth"	NDP	2	0	0	0	0	0	0	0	0	0	2	0
		"GRECH, Jacob"	NDP	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	NDP	68	0.11	10	0.27	4	0.43	4	0.09	4	0.11	90	0.12
H		TICKET VOTES	ARP	109	0.17	15	0.4	2	0.22	8	0.18	5	0.14	139	0.18
		"MATHIESON, Ray"	ARP	3	0	0	0	0	0	0	0	1	0.03	4	0.01
		"DRANE, Ted"	ARP	4	0.01	0	0	0	0	1	0.02	0	0	5	0.01
		Group Total	ARP	116	0.18	15	0.4	2	0.22	9	0.2	6	0.16	148	0.19
I		TICKET VOTES	AWP	196	0.31	18	0.48	10	1.09	9	0.2	14	0.38	247	0.32
		"NICHOLSON, Deb"	AWP	7	0.01	1	0.03	0	0	1	0.02	1	0.03	10	0.01
		"O'BRIEN, Pat"	AWP	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	AWP	203	0.32	19	0.51	10	1.09	10	0.23	15	0.41	257	0.34
J		TICKET VOTES	DLP	545	0.86	37	0.99	20	2.17	41	0.92	25	0.68	668	0.87
		"MULHOLLAND, John"	DLP	19	0.03	2	0.05	0	0	2	0.05	3	0.08	26	0.03
		"CREA, Pat"	DLP	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	DLP	565	0.89	39	1.04	20	2.17	43	0.97	28	0.76	695	0.91
K		TICKET VOTES	ALP	24714	38.82	1254	33.52	458	49.73	1592	35.86	1275	34.46	29293	38.31
	#	"CONROY, Stephen"	ALP	249	0.39	20	0.53	2	0.22	19	0.43	26	0.7	316	0.41
	#	"CARR, Kim"	ALP	28	0.04	3	0.08	0	0	1	0.02	3	0.08	35	0.05
	#	"COLLINS, Jacinta"	ALP	19	0.03	1	0.03	0	0	1	0.02	3	0.08	24	0.03
		"BOYLE, Wendy"	ALP	26	0.04	2	0.05	1	0.11	2	0.05	3	0.08	34	0.04
		Group Total	ALP	25036	39.33	1280	34.22	461	50.05	1615	36.38	1310	35.41	29702	38.84
L		TICKET VOTES	LNP	25543	40.12	1469	39.27	264	28.66	1852	41.72	1739	47	30867	40.37
	#	"TROETH, Judith"	LP	214	0.34	18	0.48	3	0.33	13	0.29	16	0.43	264	0.35
	#	"McGAURAN, Julian John"	NP	22	0.03	1	0.03	0	0	2	0.05	3	0.08	28	0.04
	#	"TCHEN, Tsebin"	LP	6	0.01	0	0	0	0	1	0.02	1	0.03	8	0.01
		"SYNON, Karen"	LP	5	0.01	5	0.13	0	0	0	0	0	0	10	0.01
		"DE MARCHI, Dino"	LP	2	0	0	0	0	0	0	0	1	0.03	3	0
		"MACGOWAN, Anna"	LP	15	0.02	1	0.03	0	0	1	0.02	2	0.05	19	0.02
		Group Total	LNP	25807	40.54	1494	39.94	267	28.99	1869	42.1	1762	47.62	31199	40.8
M		TICKET VOTES	FCP	62	0.1	3	0.08	3	0.33	3	0.07	5	0.14	76	0.1
		"HAIDAR, Abboud"	ACS	6	0.01	1	0.03	0	0	0	0	0	0	7	0.01
		"ABBOTTO, John Murray"	FLR	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	FCP	69	0.11	4	0.11	3	0.33	3	0.07	5	0.14	84	0.11
N		TICKET VOTES	CTA	335	0.53	24	0.64	3	0.33	27	0.61	31	0.84	420	0.55
		"GRAHAM, Murray"	CTA	55	0.09	4	0.11	0	0	3	0.07	3	0.08	65	0.09
		"COOK, Ken"	CTA	2	0	0	0	0	0	1	0.02	0	0	3	0
		Group Total	CTA	392	0.62	28	0.75	3	0.33	31	0.7	34	0.92	488	0.64
O		TICKET VOTES	FST	64	0.1	5	0.13	0	0	11	0.25	3	0.08	83	0.11
		"McCORMACK, Denis"	FST	2	0	0	0	0	0	0	0	1	0.03	3	0
		"GODFREY, Colin V"	FST	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	FST	66	0.1	5	0.13	0	0	11	0.25	4	0.11	86	0.11
P		TICKET VOTES	HAN	3035	4.77	155	4.14	47	5.1	266	5.99	153	4.14	3656	4.78
		"SPENCER, Robyn Marion"	HAN	214	0.34	14	0.37	3	0.33	18	0.41	26	0.7	275	0.36
		"BUCKLEY, Ben"	HAN	10	0.02	1	0.03	0	0	0	0	3	0.08	14	0.02
		Group Total	HAN	3259	5.12	170	4.54	50	5.43	284	6.4	182	4.92	3945	5.16
Q		TICKET VOTES	NLP	36	0.06	6	0.16	2	0.22	3	0.07	0	0	47	0.06
		"RIGBY, Byron"	NLP	7	0.01	1	0.03	0	0	1	0.02	0	0	9	0.01
		"SCHLAGER, Raymond"	NLP	0	0	0	0	0	0	0	0	0	0	0	0
		"SCURFIELD, Lorna"	NLP	2	0	0	0	0	0	0	0	0	0	2	0
		Group Total	NLP	45	0.07	7	0.19	2	0.22	4	0.09	0	0	58	0.08
R		TICKET VOTES	ASP	1350	2.12	87	2.33	29	3.15	128	2.88	59	1.59	1653	2.16
		"EAMES, Graham"	ASP	56	0.09	6	0.16	0	0	3	0.07	3	0.08	68	0.09
		"SAYERS, Neville"	ASP	0	0	0	0	0	0	0	0	1	0.03	1	0
		"HUTCHISON, Alan"	ASP	0	0	1	0.03	0	0	0	0	0	0	1	0
		"FORBES, Graeme"	ASP	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	ASP	1407	2.21	94	2.51	29	3.15	131	2.95	63	1.7	1724	2.25
S		TICKET VOTES	DSL	47	0.07	4	0.11	1	0.11	7	0.16	1	0.03	60	0.08
		"WILLIAMS, Jo"	DSL	3	0	1	0.03	0	0	0	0	0	0	4	0.01
		"HEARMAN, Vannessa"	DSL	0	0	0	0	0	0	1	0.02	0	0	1	0
		Group Total	DSL	50	0.08	5	0.13	1	0.11	8	0.18	1	0.03	65	0.09
T		TICKET VOTES	CEC	16	0.03	0	0	1	0.11	1	0.02	0	0	18	0.02
		"ISHERWOOD, Craig W"	CEC	1	0	0	0	0	0	0	0	0	0	1	0
		"BARWICK, Robert"	CEC	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CEC	17	0.03	0	0	1	0.11	1	0.02	0	0	19	0.02
UNGROUPED															
		"MURGATROYD, Cecil G"		3	0	1	0.03	0	0	0	0	0	0	4	0.01
		"PECH, M H"	IND	3	0	1	0.03	0	0	0	0	0	0	4	0.01
		"SMITH, Graham"	IND	2	0	0	0	0	0	0	0	0	0	2	0
		"HEFFRON, David"	IND	1	0	0	0	0	0	0	0	0	0	1	0
		"McCLURE, Malcolm"	IND	3	0	0	0	0	0	1	0.02	0	0	4	0.01
		Ungrouped Total		12	0.02	2	0.05	0	0	1	0.02	0	0	15	0.02
			FORMAL	63664	96.22	3741	98.24	921	96.95	4439	98.21	3700	99.25	76465	96.58
			INFORMAL	2501	3.78	67	1.76	29	3.05	81	1.79	28	0.75	2706	3.42
			TOTAL	66165	83.57	3808	4.81	950	1.2	4520	5.71	3728	4.71	79171	96.76



Batman (88729)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	ABR	308	0.45	14	0.34	7	0.96	9	0.27	3	0.09	341	0.43
		"BULLMORE, Eric"	ABR	37	0.05	2	0.05	1	0.14	1	0.03	4	0.12	45	0.06
		"SYDENHAM, David"	ABR	2	0	1	0.02	0	0	0	0	0	0	3	0
		Group Total	ABR	347	0.51	17	0.41	8	1.1	10	0.3	7	0.22	389	0.49
B		TICKET VOTES		47	0.07	2	0.05	1	0.14	4	0.12	0	0	54	0.07
		"TOSCANO, Joe"		10	0.01	0	0	0	0	0	0	0	0	10	0.01
		"ROPER, Steve"		2	0	0	0	0	0	0	0	1	0.03	3	0
		Group Total		59	0.09	2	0.05	1	0.14	4	0.12	1	0.03	67	0.08
C		TICKET VOTES	DEM	5393	7.95	488	11.77	31	4.26	323	9.61	213	6.6	6448	8.13
		"DOWNEY, Jim"	DEM	415	0.61	34	0.82	2	0.28	32	0.95	23	0.71	506	0.64
		"TOWNSEND, Matthew"	DEM	6	0.01	0	0	0	0	0	0	0	0	6	0.01
		"SAUNDERS, Ken"	DEM	57	0.08	8	0.19	0	0	8	0.24	3	0.09	76	0.1
		"HARCOURT, Alison"	DEM	38	0.06	9	0.22	1	0.14	3	0.09	4	0.12	55	0.07
		Group Total	DEM	5909	8.71	539	13	34	4.68	366	10.89	243	7.53	7091	8.94
D		TICKET VOTES		475	0.7	33	0.8	10	1.38	27	0.8	14	0.43	559	0.71
		"COPE, Bill"	UNI	17	0.03	3	0.07	0	0	2	0.06	0	0	22	0.03
		"NGUYEN, Phong"	UNI	4	0.01	0	0	0	0	0	0	0	0	4	0.01
		"LEE, Wellington"	UNI	4	0.01	0	0	0	0	0	0	0	0	4	0.01
		"SWART, Ricci"	UNI	1	0	0	0	0	0	0	0	0	0	1	0
		"ROSE, Markham"	UNI	0	0	0	0	0	0	0	0	0	0	0	0
		"CEROLINI, Vivien"	UNI	1	0	0	0	0	0	0	0	0	0	1	0
		"IMAM, Naji"	UNI	1	0	0	0	0	0	0	0	0	0	1	0
		"KALANTZIS, Mary"	UNI	2	0	0	0	0	0	0	0	0	0	2	0
		Group Total		505	0.74	36	0.87	10	1.38	29	0.86	14	0.43	594	0.75
E		TICKET VOTES	GRN	2260	3.33	212	5.11	25	3.44	126	3.75	63	1.95	2686	3.39
		"CLARKE, Charmaine"	GRN	547	0.81	50	1.21	2	0.28	47	1.4	20	0.62	666	0.84
		"RISSTROM, David"	GRN	10	0.01	1	0.02	0	0	1	0.03	2	0.06	14	0.02
		"CONOR, Liz"	GRN	7	0.01	1	0.02	0	0	2	0.06	1	0.03	11	0.01
		Group Total	GRN	2824	4.16	264	6.37	27	3.71	176	5.24	86	2.66	3377	4.26
F		TICKET VOTES	SEP	47	0.07	8	0.19	0	0	5	0.15	0	0	60	0.08
		"PHILLIPS, Sue"	SEP	5	0.01	1	0.02	0	0	0	0	0	0	6	0.01
		"MARSHALL, Will"	SEP	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	SEP	53	0.08	9	0.22	0	0	5	0.15	0	0	67	0.08
G		TICKET VOTES	NDP	69	0.1	4	0.1	1	0.14	1	0.03	3	0.09	78	0.1
		"SMITH, Gareth"	NDP	2	0	0	0	0	0	1	0.03	1	0.03	4	0.01
		"GRECH, Jacob"	NDP	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	NDP	72	0.11	4	0.1	1	0.14	2	0.06	4	0.12	83	0.1
H		TICKET VOTES	ARP	82	0.12	6	0.14	2	0.28	6	0.18	1	0.03	97	0.12
		"MATHIESON, Ray"	ARP	5	0.01	0	0	0	0	0	0	1	0.03	6	0.01
		"DRANE, Ted"	ARP	2	0	0	0	0	0	0	0	0	0	2	0
		Group Total	ARP	89	0.13	6	0.14	2	0.28	6	0.18	2	0.06	105	0.13
I		TICKET VOTES	AWP	210	0.31	8	0.19	4	0.55	21	0.63	11	0.34	254	0.32
		"NICHOLSON, Deb"	AWP	11	0.02	4	0.1	0	0	1	0.03	2	0.06	18	0.02
		"O'BRIEN, Pat"	AWP	0	0	0	0	0	0	1	0.03	0	0	1	0
		Group Total	AWP	221	0.33	12	0.29	4	0.55	23	0.68	13	0.4	273	0.34
J		TICKET VOTES	DLP	1037	1.53	67	1.62	25	3.44	39	1.16	44	1.36	1212	1.53
		"MULHOLLAND, John"	DLP	19	0.03	1	0.02	0	0	0	0	3	0.09	23	0.03
		"CREA, Pat"	DLP	0	0	1	0.02	0	0	0	0	0	0	1	0
		Group Total	DLP	1056	1.56	69	1.66	25	3.44	39	1.16	47	1.46	1236	1.56
K		TICKET VOTES	ALP	41044	60.52	2092	50.46	489	67.26	1758	52.32	1813	56.16	47196	59.53
	#	"CONROY, Stephen"	ALP	411	0.61	29	0.7	4	0.55	25	0.74	31	0.96	500	0.63
	#	"CARR, Kim"	ALP	66	0.1	5	0.12	1	0.14	2	0.06	1	0.03	75	0.09
	#	"COLLINS, Jacinta"	ALP	46	0.07	7	0.17	0	0	3	0.09	6	0.19	62	0.08
		"BOYLE, Wendy"	ALP	25	0.04	1	0.02	0	0	4	0.12	5	0.15	35	0.04
		Group Total	ALP	41592	61.33	2134	51.47	494	67.95	1792	53.33	1856	57.5	47868	60.38
L		TICKET VOTES	LNP	12724	18.76	870	20.98	104	14.31	735	21.88	750	23.23	15183	19.15
	#	"TROETH, Judith"	LP	132	0.19	9	0.22	1	0.14	6	0.18	9	0.28	157	0.2
	#	"McGAURAN, Julian John"	NP	9	0.01	0	0	0	0	0	0	2	0.06	11	0.01
	#	"TCHEN, Tsebin"	LP	10	0.01	1	0.02	0	0	1	0.03	3	0.09	15	0.02
		"SYNON, Karen"	LP	5	0.01	0	0	0	0	0	0	4	0.12	9	0.01
		"DE MARCHI, Dino"	LP	2	0	0	0	0	0	0	0	1	0.03	3	0
		"MACGOWAN, Anna"	LP	7	0.01	1	0.02	0	0	1	0.03	0	0	9	0.01
		Group Total	LNP	12889	19	881	21.25	105	14.44	743	22.11	769	23.82	15387	19.41
M		TICKET VOTES	FCP	89	0.13	8	0.19	3	0.41	4	0.12	5	0.15	109	0.14
		"HAIDAR, Abboud"	ACS	7	0.01	0	0	0	0	0	0	1	0.03	8	0.01
		"ABBOTTO, John Murray"	FLR	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	FCP	96	0.14	8	0.19	3	0.41	4	0.12	6	0.19	117	0.15
N		TICKET VOTES	CTA	167	0.25	17	0.41	0	0	10	0.3	14	0.43	208	0.26
		"GRAHAM, Murray"	CTA	18	0.03	2	0.05	0	0	0	0	0	0	20	0.03
		"COOK, Ken"	CTA	2	0	0	0	0	0	0	0	0	0	2	0
		Group Total	CTA	187	0.28	19	0.46	0	0	10	0.3	14	0.43	230	0.29
O		TICKET VOTES	FST	56	0.08	4	0.1	1	0.14	4	0.12	7	0.22	72	0.09
		"McCORMACK, Denis"	FST	4	0.01	0	0	0	0	0	0	0	0	4	0.01
		"GODFREY, Colin V"	FST	2	0	0	0	0	0	0	0	0	0	2	0
		Group Total	FST	62	0.09	4	0.1	1	0.14	4	0.12	7	0.22	78	0.1
P		TICKET VOTES	HAN	1192	1.76	89	2.15	6	0.83	97	2.89	113	3.5	1497	1.89
		"SPENCER, Robyn Marion"	HAN	91	0.13	5	0.12	1	0.14	4	0.12	10	0.31	111	0.14
		"BUCKLEY, Ben"	HAN	4	0.01	0	0	0	0	0	0	0	0	4	0.01
		Group Total	HAN	1287	1.9	94	2.27	7	0.96	101	3.01	123	3.81	1612	2.03
Q		TICKET VOTES	NLP	54	0.08	8	0.19	3	0.41	6	0.18	5	0.15	76	0.1
		"RIGBY, Byron"	NLP	10	0.01	1	0.02	0	0	0	0	0	0	11	0.01
		"SCHLAGER, Raymond"	NLP	0	0	0	0	0	0	0	0	0	0	0	0
		"SCURFIELD, Lorna"	NLP	2	0	0	0	0	0	0	0	0	0	2	0
		Group Total	NLP	66	0.1	9	0.22	3	0.41	6	0.18	5	0.15	89	0.11
R		TICKET VOTES	ASP	354	0.52	24	0.58	2	0.28	32	0.95	27	0.84	439	0.55
		"EAMES, Graham"	ASP	20	0.03	3	0.07	0	0	1	0.03	0	0	24	0.03
		"SAYERS, Neville"	ASP	1	0	0	0	0	0	0	0	0	0	1	0
		"HUTCHISON, Alan"	ASP	0	0	0	0	0	0	0	0	0	0	0	0
		"FORBES, Graeme"	ASP	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	ASP	376	0.55	27	0.65	2	0.28	33	0.98	27	0.84	465	0.59
S		TICKET VOTES	DSL	67	0.1	7	0.17	0	0	6	0.18	2	0.06	82	0.1
		"WILLIAMS, Jo"	DSL	13	0.02	2	0.05	0	0	0	0	1	0.03	16	0.02
		"HEARMAN, Vannessa"	DSL	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	DSL	81	0.12	9	0.22	0	0	6	0.18	3	0.09	99	0.12
T		TICKET VOTES	CEC	36	0.05	1	0.02	0	0	0	0	0	0	37	0.05
		"ISHERWOOD, Craig W"	CEC	0	0	0	0	0	0	0	0	1	0.03	1	0
		"BARWICK, Robert"	CEC	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CEC	36	0.05	1	0.02	0	0	0	0	1	0.03	38	0.05
UNGROUPED															
		"MURGATROYD, Cecil G"		10	0.01	0	0	0	0	0	0	0	0	10	0.01
		"PECH, M H"	IND	0	0	0	0	0	0	0	0	0	0	0	0
		"SMITH, Graham"	IND	0	0	0	0	0	0	1	0.03	0	0	1	0
		"HEFFRON, David"	IND	1	0	0	0	0	0	0	0	0	0	1	0
		"McCLURE, Malcolm"	IND	1	0	2	0.05	0	0	0	0	0	0	3	0
		Ungrouped Total		12	0.02	2	0.05	0	0	1	0.03	0	0	15	0.02
			FORMAL	67819	93.99	4146	97.55	727	94.17	3360	97.76	3228	98.53	79280	94.5
			INFORMAL	4338	6.01	104	2.45	45	5.83	77	2.24	48	1.47	4612	5.5
			TOTAL	72157	86.01	4250	5.07	772	0.92	3437	4.1	3276	3.91	83892	94.55



Bendigo (83912)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	ABR	160	0.24	9	0.27	4	0.49	2	0.04	1	0.03	176	0.22
		"BULLMORE, Eric"	ABR	32	0.05	2	0.06	1	0.12	0	0	0	0	35	0.04
		"SYDENHAM, David"	ABR	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	ABR	193	0.29	11	0.33	5	0.62	2	0.04	1	0.03	212	0.27
B		TICKET VOTES		31	0.05	5	0.15	2	0.25	5	0.11	3	0.08	46	0.06
		"TOSCANO, Joe"		1	0	0	0	0	0	0	0	1	0.03	2	0
		"ROPER, Steve"		1	0	0	0	0	0	1	0.02	0	0	2	0
		Group Total		33	0.05	5	0.15	2	0.25	6	0.13	4	0.11	50	0.06
C		TICKET VOTES	DEM	5081	7.64	340	10.12	55	6.79	326	7.19	165	4.62	5967	7.57
		"DOWNEY, Jim"	DEM	463	0.7	30	0.89	4	0.49	33	0.73	14	0.39	544	0.69
		"TOWNSEND, Matthew"	DEM	3	0	0	0	0	0	0	0	0	0	3	0
		"SAUNDERS, Ken"	DEM	23	0.03	1	0.03	0	0	0	0	2	0.06	26	0.03
		"HARCOURT, Alison"	DEM	44	0.07	3	0.09	1	0.12	1	0.02	5	0.14	54	0.07
		Group Total	DEM	5614	8.44	374	11.13	60	7.41	360	7.95	186	5.21	6594	8.37
D		TICKET VOTES		182	0.27	17	0.51	6	0.74	15	0.33	5	0.14	225	0.29
		"COPE, Bill"	UNI	15	0.02	3	0.09	1	0.12	0	0	2	0.06	21	0.03
		"NGUYEN, Phong"	UNI	2	0	0	0	0	0	0	0	0	0	2	0
		"LEE, Wellington"	UNI	0	0	0	0	0	0	1	0.02	2	0.06	3	0
		"SWART, Ricci"	UNI	0	0	0	0	0	0	0	0	0	0	0	0
		"ROSE, Markham"	UNI	2	0	0	0	0	0	0	0	0	0	2	0
		"CEROLINI, Vivien"	UNI	0	0	0	0	0	0	0	0	1	0.03	1	0
		"IMAM, Naji"	UNI	0	0	0	0	0	0	0	0	0	0	0	0
		"KALANTZIS, Mary"	UNI	0	0	0	0	0	0	1	0.02	0	0	1	0
		Group Total		201	0.3	20	0.6	7	0.86	17	0.38	10	0.28	255	0.32
E		TICKET VOTES	GRN	1557	2.34	146	4.35	38	4.69	146	3.22	55	1.54	1942	2.46
		"CLARKE, Charmaine"	GRN	271	0.41	16	0.48	2	0.25	14	0.31	11	0.31	314	0.4
		"RISSTROM, David"	GRN	4	0.01	0	0	1	0.12	0	0	2	0.06	7	0.01
		"CONOR, Liz"	GRN	14	0.02	0	0	0	0	0	0	1	0.03	15	0.02
		Group Total	GRN	1846	2.77	162	4.82	41	5.06	160	3.53	69	1.93	2278	2.89
F		TICKET VOTES	SEP	24	0.04	0	0	1	0.12	0	0	0	0	25	0.03
		"PHILLIPS, Sue"	SEP	5	0.01	2	0.06	0	0	0	0	0	0	7	0.01
		"MARSHALL, Will"	SEP	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	SEP	30	0.05	2	0.06	1	0.12	0	0	0	0	33	0.04
G		TICKET VOTES	NDP	54	0.08	6	0.18	3	0.37	3	0.07	4	0.11	70	0.09
		"SMITH, Gareth"	NDP	5	0.01	1	0.03	0	0	0	0	0	0	6	0.01
		"GRECH, Jacob"	NDP	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	NDP	60	0.09	7	0.21	3	0.37	3	0.07	4	0.11	77	0.1
H		TICKET VOTES	ARP	400	0.6	12	0.36	2	0.25	30	0.66	17	0.48	461	0.58
		"MATHIESON, Ray"	ARP	35	0.05	1	0.03	0	0	1	0.02	4	0.11	41	0.05
		"DRANE, Ted"	ARP	13	0.02	0	0	0	0	0	0	1	0.03	14	0.02
		Group Total	ARP	448	0.67	13	0.39	2	0.25	31	0.68	22	0.62	516	0.65
I		TICKET VOTES	AWP	241	0.36	13	0.39	4	0.49	21	0.46	12	0.34	291	0.37
		"NICHOLSON, Deb"	AWP	7	0.01	1	0.03	0	0	1	0.02	1	0.03	10	0.01
		"O'BRIEN, Pat"	AWP	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	AWP	248	0.37	14	0.42	4	0.49	22	0.49	13	0.36	301	0.38
J		TICKET VOTES	DLP	591	0.89	27	0.8	13	1.6	43	0.95	26	0.73	700	0.89
		"MULHOLLAND, John"	DLP	21	0.03	1	0.03	1	0.12	1	0.02	0	0	24	0.03
		"CREA, Pat"	DLP	2	0	0	0	0	0	0	0	0	0	2	0
		Group Total	DLP	614	0.92	28	0.83	14	1.73	44	0.97	26	0.73	726	0.92
K		TICKET VOTES	ALP	26314	39.55	1112	33.1	364	44.94	1652	36.46	1430	40.08	30872	39.18
	#	"CONROY, Stephen"	ALP	316	0.47	20	0.6	2	0.25	21	0.46	28	0.78	387	0.49
	#	"CARR, Kim"	ALP	35	0.05	2	0.06	0	0	6	0.13	6	0.17	49	0.06
	#	"COLLINS, Jacinta"	ALP	25	0.04	3	0.09	0	0	0	0	1	0.03	29	0.04
		"BOYLE, Wendy"	ALP	35	0.05	3	0.09	1	0.12	2	0.04	1	0.03	42	0.05
		Group Total	ALP	26725	40.17	1140	33.93	367	45.31	1681	37.1	1466	41.09	31379	39.82
L		TICKET VOTES	LNP	23641	35.53	1241	36.93	210	25.93	1663	36.7	1349	37.81	28104	35.66
	#	"TROETH, Judith"	LP	182	0.27	10	0.3	5	0.62	10	0.22	20	0.56	227	0.29
