		TOTAL	75560	88.37	5012	5.86	487	0.57	2077	2.43	2366	2.77	85502	96.21																																																														
Two Candidate Preferred																																																																												
	"KOSTADINOSKI, Lucas"	LP	21537	29.97	1796	38.59	126	27.57	779	38.83	813	34.86	25051	30.81																																																														
#	"JENKINS, Harry"	ALP	50330	70.03	2858	61.41	331	72.43	1227	61.17	1519	65.14	56265	69.19																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Wannon (82915)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
	"McDONALD, Leigh"	IND	1436	2.25	121	2.96	13	2.98	98	2.24	90	2.06	1758	2.28																																																														
	"PACKER, Amanda Elise"	DEM	1746	2.74	283	6.92	15	3.44	146	3.34	104	2.38	2294	2.98																																																														
	"O'BRIEN, Robert"	IND	729	1.14	56	1.37	9	2.06	59	1.35	23	0.53	876	1.14																																																														
	"BLAIR, Gillian"	GRN	2183	3.42	282	6.89	27	6.19	188	4.30	85	1.94	2765	3.59																																																														
	"WITNEY, Ricky"	LEF	947	1.49	115	2.81	16	3.67	64	1.46	54	1.23	1196	1.55																																																														
	"SCHMIDT, Olive"	HAN	1710	2.68	117	2.86	10	2.29	120	2.74	180	4.12	2137	2.77																																																														
#	"HAWKER, David"	LP	33251	52.15	1942	47.47	190	43.58	2305	52.69	2678	61.24	40366	52.40																																																														
	"MORROW, Richard"	ALP	21764	34.13	1175	28.72	156	35.78	1395	31.89	1159	26.50	25649	33.29																																																														
		FORMAL	63766	95.82	4091	98.36	436	94.99	4375	97.18	4373	98.62	77041	96.18																																																														
		INFORMAL	2783	4.18	68	1.64	23	5.01	127	2.82	61	1.38	3062	3.82																																																														
		TOTAL	66549	83.08	4159	5.19	459	0.57	4502	5.62	4434	5.54	80103	96.61																																																														
Two Candidate Preferred																																																																												
#	"HAWKER, David"	LP	37652	59.05	2416	59.06	237	54.36	2653	60.64	2963	67.76	45921	59.61																																																														
	"MORROW, Richard"	ALP	26114	40.95	1675	40.94	199	45.64	1722	39.36	1410	32.24	31120	40.39																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Wills (88553)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
	"ISHERWOOD, Craig"	CEC	1072	1.61	174	3.24	15	2.96	73	2.09	33	1.20	1367	1.74																																																														
	"GLANZ, David"		877	1.32	98	1.82	9	1.78	32	0.92	20	0.73	1036	1.32																																																														
	"DI NATALE, Richard"	GRN	5002	7.53	671	12.49	46	9.09	259	7.41	103	3.75	6081	7.74																																																														
#	"THOMSON, Kelvin"	ALP	38092	57.32	2396	44.61	309	61.07	1775	50.76	1447	52.73	44019	56.03																																																														
	"VALASINAVICIUS, Vytautas Charles"	LP	17385	26.16	1449	26.98	103	20.36	1119	32.00	974	35.50	21030	26.77																																																														
	"STONE, Robert"	DEM	4023	6.05	583	10.85	24	4.74	239	6.83	167	6.09	5036	6.41																																																														
		FORMAL	66451	94.52	5371	95.65	506	93.53	3497	96.68	2744	98.11	78569	94.81																																																														
		INFORMAL	3850	5.48	244	4.35	35	6.47	120	3.32	53	1.89	4302	5.19																																																														
		TOTAL	70301	84.83	5615	6.78	541	0.65	3617	4.36	2797	3.38	82871	93.58																																																														
Two Candidate Preferred																																																																												
#	"THOMSON, Kelvin"	ALP	46704	70.28	3566	66.39	381	75.30	2226	63.65	1665	60.68	54542	69.42																																																														
	"VALASINAVICIUS, Vytautas Charles"	LP	19747	29.72	1805	33.61	125	24.70	1271	36.35	1079	39.32	24027	30.58																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
