Senate - 1993 Election																
First Preference Votes By Candidate																
By Vote Type by Division																


New South Wales																

Banks (79242)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
	#	"BAUME, Michael"	LP	367	0.61	49	0.75	10	0.79	27	0.92	19	1.16	-1	471	0.65
	#	"TIERNEY, John"	LP	13	0.02	1	0.02	1	0.08	2	0.07	0	0	0	17	0.02
	#	"MACDONALD, Sandy"	NP	7	0.01	0	0	1	0.08	0	0	0	0	0	8	0.01
		"PAYNE, Marise Ann"	LP	31	0.05	4	0.06	0	0	1	0.03	1	0.06	0	37	0.05
		Group Total	LNP	15147	25.28	1882	28.99	247	19.53	857	29.33	489	29.84	-1	18621	25.78
J		TICKET VOTES		37	0.06	1	0.02	3	0.24	1	0.03	1	0.06	0	43	0.06
		"SANTA CLAUS, O"		27	0.05	3	0.05	1	0.08	0	0	2	0.12	0	33	0.05
		"ROLO, Lord"		2	0	2	0.03	0	0	0	0	0	0	0	4	0.01
		Group Total		66	0.11	6	0.09	4	0.32	1	0.03	3	0.18	0	80	0.11
K		TICKET VOTES	DEM	3189	5.32	345	5.31	62	4.9	195	6.67	65	3.97	0	3856	5.34
		"SOWADA, Karin"	DEM	1003	1.67	96	1.48	20	1.58	38	1.3	21	1.28	-1	1177	1.63
		"GRIFFITHS, Ray Ian"	DEM	11	0.02	2	0.03	0	0	1	0.03	1	0.06	1	16	0.02
		"CHESTERFIELD-EVANS, Arthur"	DEM	24	0.04	4	0.06	2	0.16	0	0	1	0.06	0	31	0.04
		Group Total	DEM	4227	7.06	447	6.89	84	6.64	234	8.01	88	5.37	0	5080	7.03
L		TICKET VOTES	ALP	32387	54.06	3092	47.63	739	58.42	1393	47.67	879	53.63	1	38491	53.29
	#	"RICHARDSON, Graham Frederick"	ALP	1276	2.13	140	2.16	25	1.98	80	2.74	38	2.32	-3	1556	2.15
	#	"FAULKNER, John"	ALP	59	0.1	6	0.09	0	0	2	0.07	4	0.24	0	71	0.1
	#	"SIBRAA, Kerry"	ALP	54	0.09	4	0.06	2	0.16	2	0.07	2	0.12	-1	63	0.09
		"ARMSTRONG, Mary-Anne"	ALP	189	0.32	19	0.29	7	0.55	16	0.55	7	0.43	-1	237	0.33
		Group Total	ALP	33965	56.69	3261	50.23	773	61.11	1493	51.1	930	56.74	-4	40418	55.96
M		TICKET VOTES		28	0.05	4	0.06	6	0.47	1	0.03	1	0.06	0	40	0.06
		"STEVENS, David Richard"		1	0	1	0.02	0	0	0	0	0	0	0	2	0
		"HARRISON, Yvonne"		1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total		30	0.05	5	0.08	6	0.47	1	0.03	1	0.06	0	43	0.06
N		TICKET VOTES	GRN	2393	3.99	354	5.45	59	4.66	148	5.07	24	1.46	0	2978	4.12
		"BRIGHAM, Steve"	GRN	831	1.39	120	1.85	19	1.5	41	1.4	12	0.73	-3	1020	1.41
		"WALLACE, Joy"	GRN	49	0.08	11	0.17	2	0.16	7	0.24	2	0.12	0	71	0.1
		"COHEN, Ian"	GRN	39	0.07	9	0.14	1	0.08	2	0.07	4	0.24	1	56	0.08
		"STEAD, Cecily"	GRN	27	0.05	3	0.05	1	0.08	1	0.03	0	0	1	33	0.05
		Group Total	GRN	3339	5.57	497	7.66	82	6.48	199	6.81	42	2.56	-1	4158	5.76
O		TICKET VOTES	CTA	183	0.31	35	0.54	4	0.32	3	0.1	9	0.55	0	234	0.32
		"COLEMAN, Bruce"	CTA	63	0.11	7	0.11	1	0.08	2	0.07	0	0	0	73	0.1
		"McLENNAN, Graham Clarke"	CTA	0	0	0	0	0	0	0	0	0	0	0	0	0
		"GRIGG, Shirley J"	CTA	0	0	1	0.02	0	0	0	0	0	0	0	1	0
		"RYAN, Glen"	CTA	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CTA	246	0.41	43	0.66	5	0.4	5	0.17	9	0.55	0	308	0.43
P		TICKET VOTES	AFI	172	0.29	23	0.35	7	0.55	10	0.34	14	0.85	0	226	0.31
		"KITSON, David A L"	AFI	45	0.08	6	0.09	2	0.16	1	0.03	4	0.24	0	58	0.08
		"WEATHERLAKE, Ian A"	AFI	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	AFI	218	0.36	29	0.45	9	0.71	11	0.38	18	1.1	0	285	0.39
Q		TICKET VOTES		5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		"LAVERY, Rosemarie"		1	0	0	0	0	0	0	0	0	0	0	1	0
		"JOHN, Robert"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"LAVERY, Priscilla"		0	0	1	0.02	0	0	0	0	0	0	0	1	0
		Group Total		6	0.01	1	0.02	0	0	0	0	0	0	0	7	0.01
R		TICKET VOTES	GRY	95	0.16	3	0.05	1	0.08	7	0.24	9	0.55	1	116	0.16
		"ROYLANCE, Frances"	GRY	22	0.04	1	0.02	0	0	3	0.1	0	0	-1	25	0.03
		"GROUNDS, Gay"	GRY	6	0.01	0	0	0	0	0	0	0	0	0	6	0.01
		Group Total	GRY	123	0.21	4	0.06	1	0.08	10	0.34	9	0.55	0	147	0.2
S		TICKET VOTES		34	0.06	6	0.09	0	0	0	0	1	0.06	0	41	0.06
		"BASS, Walter"		53	0.09	3	0.05	0	0	1	0.03	0	0	0	57	0.08
		"HALES, Paul"		1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total		88	0.15	9	0.14	0	0	1	0.03	1	0.06	0	99	0.14
T		TICKET VOTES		10	0.02	1	0.02	0	0	0	0	0	0	0	11	0.02
		"VESCIO, Michael"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"WHEATLEY, Pamela Eileen"		1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total		11	0.02	1	0.02	0	0	0	0	0	0	0	12	0.02
U		TICKET VOTES		21	0.04	5	0.08	0	0	0	0	1	0.06	0	27	0.04
		"SCHOLLBACH, Robert"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"STIRLING, Karen"		1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total		22	0.04	5	0.08	0	0	0	0	1	0.06	0	28	0.04
UNGROUPED																
		"GAJIN, Milorad"	IND	103	0.17	1	0.02	3	0.24	3	0.1	1	0.06	0	111	0.15
		"ANDERSON, Michael J"	IND	17	0.03	4	0.06	0	0	0	0	0	0	0	21	0.03
		"DE BRY, Katherine V"	IND	2	0	0	0	0	0	0	0	0	0	0	2	0
		"POULSEN, Ron"		7	0.01	1	0.02	0	0	1	0.03	0	0	0	9	0.01
		"ELLIS, Bryan T"	IND	3	0.01	0	0	1	0.08	0	0	0	0	0	4	0.01
		"MILTON, Malcolm Joshua"	IND	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		"DECKER, Dianne"	IND	4	0.01	1	0.02	1	0.08	2	0.07	1	0.06	0	9	0.01
		"BELETICH, Argy"	IND	10	0.02	2	0.03	0	0	0	0	0	0	0	12	0.02
		Ungrouped Total		150	0.25	9	0.14	5	0.4	6	0.21	2	0.12	0	172	0.24
			FORMAL	59914	96.65	6492	98.24	1265	96.42	2922	99.15	1639	98.97	-4	72228	96.93
			INFORMAL	2077	3.35	116	1.76	47	3.58	25	0.85	17	1.03	8	2290	3.07
			TOTAL	61991	83.19	6608	8.87	1312	1.76	2947	3.95	1656	2.22	4	74518	93.67



Throsby (73071)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	GA	811	1.3	35	1.18	3	0.54	10	0.69	2	0.15	0	861	1.25
		"BECKMANN, Jane"	GA	102	0.16	10	0.34	5	0.9	2	0.14	2	0.15	-3	118	0.17
		"BRIAN, Bernie"	GA	6	0.01	0	0	0	0	0	0	0	0	0	6	0.01
		Group Total	GA	919	1.47	45	1.52	8	1.44	12	0.83	4	0.31	-3	985	1.43
B		TICKET VOTES	NLP	93	0.15	10	0.34	2	0.36	2	0.14	1	0.08	0	108	0.16
		"KERR, Doreen"	NLP	11	0.02	1	0.03	0	0	0	0	1	0.08	0	13	0.02
		"SMITH, Mike"	NLP	1	0	0	0	0	0	0	0	0	0	0	1	0
		"JUDD, Ines"	NLP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	NLP	105	0.17	11	0.37	2	0.36	2	0.14	2	0.15	0	122	0.18
C		TICKET VOTES	CEG	20	0.03	2	0.07	0	0	0	0	1	0.08	-1	22	0.03
		"HAY, Leone"	CEG	0	0	0	0	0	0	0	0	1	0.08	1	2	0
		"BUTLER, Robert"	CEG	2	0	0	0	0	0	0	0	0	0	0	2	0
		"WOOD, Gloria"	CEG	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CEG	22	0.04	2	0.07	0	0	0	0	2	0.15	0	26	0.04
D		TICKET VOTES	RPA	59	0.09	4	0.13	1	0.18	1	0.07	1	0.08	-1	65	0.09
		"CONSANDINE, Peter"	RPA	6	0.01	0	0	0	0	0	0	0	0	0	6	0.01
		"KLEIN, Gennie"	RPA	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	RPA	66	0.11	4	0.13	1	0.18	1	0.07	1	0.08	-1	72	0.1
E		TICKET VOTES		77	0.12	4	0.13	2	0.36	1	0.07	3	0.23	-1	86	0.13
		"TEALE, Leonard"		21	0.03	0	0	0	0	0	0	0	0	1	22	0.03
		"WARD, Colin"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		98	0.16	4	0.13	2	0.36	1	0.07	3	0.23	0	108	0.16
F		TICKET VOTES	CAP	29	0.05	1	0.03	2	0.36	1	0.07	0	0	0	33	0.05
		"UEBERGANG, K John"	CAP	0	0	0	0	0	0	0	0	0	0	0	0	0
		"HAWKINS, Doug"	CAP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CAP	29	0.05	1	0.03	2	0.36	1	0.07	0	0	0	33	0.05
G		TICKET VOTES	ASP	1191	1.91	73	2.46	11	1.98	14	0.97	22	1.69	-1	1310	1.91
		"ASCHER, Michael"	ASP	58	0.09	5	0.17	0	0	2	0.14	2	0.15	1	68	0.1
		"ORR, Ted"	ASP	1	0	0	0	0	0	0	0	0	0	0	1	0
		"WILKIE, Jeff"	ASP	2	0	0	0	0	0	0	0	0	0	-1	1	0
		"O'CONNELL, Suzanne"	ASP	1	0	0	0	0	0	0	0	0	0	1	2	0
		"BOURKE, Robyn Lee"	ASP	2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total	ASP	1255	2.01	78	2.63	11	1.98	16	1.11	24	1.84	0	1384	2.02
H		TICKET VOTES		38	0.06	0	0	1	0.18	0	0	0	0	0	39	0.06
		"POULOS, Patricia"		2	0	0	0	0	0	0	0	0	0	-1	1	0
		"ARCHER, Peter B"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"HOLLEY, John"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		40	0.06	0	0	1	0.18	0	0	0	0	-1	40	0.06
I		TICKET VOTES	LNP	10763	17.25	605	20.38	67	12.05	322	22.36	275	21.14	1	12033	17.52
	#	"BAUME, Michael"	LP	203	0.33	12	0.4	1	0.18	3	0.21	18	1.38	-5	232	0.34
	#	"TIERNEY, John"	LP	15	0.02	1	0.03	0	0	0	0	0	0	0	16	0.02
	#	"MACDONALD, Sandy"	NP	4	0.01	1	0.03	1	0.18	0	0	0	0	0	6	0.01
		"PAYNE, Marise Ann"	LP	9	0.01	0	0	0	0	0	0	0	0	0	9	0.01
		Group Total	LNP	10994	17.62	619	20.85	69	12.41	325	22.57	293	22.52	-4	12296	17.91
J		TICKET VOTES		37	0.06	2	0.07	0	0	1	0.07	3	0.23	0	43	0.06
		"SANTA CLAUS, O"		7	0.01	0	0	0	0	0	0	0	0	0	7	0.01
		"ROLO, Lord"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		44	0.07	2	0.07	0	0	1	0.07	3	0.23	0	50	0.07
K		TICKET VOTES	DEM	2710	4.34	139	4.68	14	2.52	77	5.35	81	6.23	0	3021	4.4
		"SOWADA, Karin"	DEM	237	0.38	12	0.4	0	0	6	0.42	2	0.15	0	257	0.37
		"GRIFFITHS, Ray Ian"	DEM	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		"CHESTERFIELD-EVANS, Arthur"	DEM	5	0.01	0	0	0	0	0	0	0	0	1	6	0.01
		Group Total	DEM	2956	4.74	151	5.09	14	2.52	83	5.76	83	6.38	1	3288	4.79
L		TICKET VOTES	ALP	42100	67.46	1779	59.92	403	72.48	897	62.29	771	59.26	6	45956	66.93
	#	"RICHARDSON, Graham Frederick"	ALP	419	0.67	29	0.98	4	0.72	12	0.83	20	1.54	-6	478	0.7
	#	"FAULKNER, John"	ALP	11	0.02	1	0.03	1	0.18	1	0.07	2	0.15	0	16	0.02
	#	"SIBRAA, Kerry"	ALP	13	0.02	1	0.03	1	0.18	1	0.07	3	0.23	0	19	0.03
		"ARMSTRONG, Mary-Anne"	ALP	31	0.05	1	0.03	0	0	2	0.14	2	0.15	1	37	0.05
		Group Total	ALP	42574	68.22	1811	61	409	73.56	913	63.4	798	61.34	1	46506	67.73
M		TICKET VOTES		28	0.04	0	0	1	0.18	1	0.07	0	0	0	30	0.04
		"STEVENS, David Richard"		1	0	0	0	0	0	0	0	0	0	0	1	0
		"HARRISON, Yvonne"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		29	0.05	0	0	1	0.18	1	0.07	0	0	0	31	0.05
N		TICKET VOTES	GRN	1367	2.19	108	3.64	17	3.06	35	2.43	8	0.61	0	1535	2.24
		"BRIGHAM, Steve"	GRN	119	0.19	10	0.34	0	0	3	0.21	4	0.31	-8	128	0.19
		"WALLACE, Joy"	GRN	4	0.01	1	0.03	0	0	0	0	0	0	0	5	0.01
		"COHEN, Ian"	GRN	5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		"STEAD, Cecily"	GRN	5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		Group Total	GRN	1500	2.4	119	4.01	17	3.06	38	2.64	12	0.92	-8	1678	2.44
O		TICKET VOTES	CTA	857	1.37	60	2.02	6	1.08	27	1.88	41	3.15	0	991	1.44
		"COLEMAN, Bruce"	CTA	107	0.17	4	0.13	0	0	2	0.14	2	0.15	1	116	0.17
		"McLENNAN, Graham Clarke"	CTA	0	0	0	0	0	0	0	0	0	0	0	0	0
		"GRIGG, Shirley J"	CTA	2	0	0	0	0	0	0	0	0	0	0	2	0
		"RYAN, Glen"	CTA	26	0.04	7	0.24	1	0.18	0	0	0	0	0	34	0.05
		Group Total	CTA	992	1.59	71	2.39	7	1.26	29	2.01	43	3.31	1	1143	1.66
P		TICKET VOTES	AFI	460	0.74	37	1.25	8	1.44	14	0.97	24	1.84	0	543	0.79
		"KITSON, David A L"	AFI	26	0.04	0	0	0	0	0	0	0	0	0	26	0.04
		"WEATHERLAKE, Ian A"	AFI	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	AFI	486	0.78	37	1.25	8	1.44	14	0.97	24	1.84	0	569	0.83
Q		TICKET VOTES		10	0.02	0	0	0	0	0	0	0	0	0	10	0.01
		"LAVERY, Rosemarie"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"JOHN, Robert"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"LAVERY, Priscilla"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		10	0.02	0	0	0	0	0	0	0	0	0	10	0.01
R		TICKET VOTES	GRY	107	0.17	8	0.27	0	0	1	0.07	7	0.54	0	123	0.18
		"ROYLANCE, Frances"	GRY	4	0.01	1	0.03	0	0	0	0	1	0.08	0	6	0.01
		"GROUNDS, Gay"	GRY	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	GRY	112	0.18	9	0.3	0	0	1	0.07	8	0.61	0	130	0.19
S		TICKET VOTES		3	0	0	0	0	0	0	0	0	0	-1	2	0
		"BASS, Walter"		1	0	0	0	0	0	0	0	0	0	0	1	0
		"HALES, Paul"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		4	0.01	0	0	0	0	0	0	0	0	-1	3	0
T		TICKET VOTES		10	0.02	0	0	0	0	0	0	1	0.08	2	13	0.02
		"VESCIO, Michael"		0	0	1	0.03	0	0	0	0	0	0	0	1	0
		"WHEATLEY, Pamela Eileen"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		10	0.02	1	0.03	0	0	0	0	1	0.08	2	14	0.02
U		TICKET VOTES		18	0.03	1	0.03	0	0	0	0	0	0	0	19	0.03
		"SCHOLLBACH, Robert"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"STIRLING, Karen"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		18	0.03	1	0.03	0	0	0	0	0	0	0	19	0.03
UNGROUPED																
		"GAJIN, Milorad"	IND	135	0.22	3	0.1	4	0.72	0	0	0	0	1	143	0.21
		"ANDERSON, Michael J"	IND	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		"DE BRY, Katherine V"	IND	1	0	0	0	0	0	0	0	0	0	0	1	0
		"POULSEN, Ron"		1	0	0	0	0	0	1	0.07	0	0	0	2	0
		"ELLIS, Bryan T"	IND	1	0	0	0	0	0	0	0	0	0	-1	0	0
		"MILTON, Malcolm Joshua"	IND	3	0	0	0	0	0	0	0	0	0	0	3	0
		"DECKER, Dianne"	IND	0	0	0	0	0	0	1	0.07	0	0	1	2	0
		"BELETICH, Argy"	IND	3	0	0	0	0	0	0	0	0	0	0	3	0
		Ungrouped Total		148	0.24	3	0.1	4	0.72	2	0.14	0	0	1	158	0.23
			FORMAL	62411	97.02	2969	97.99	556	98.23	1440	98.77	1301	98.86	-12	68665	97.13
			INFORMAL	1918	2.98	61	2.01	10	1.77	18	1.23	15	1.14	6	2028	2.87
			TOTAL	64329	91	3030	4.29	566	0.8	1458	2.06	1316	1.86	-6	70693	96.75



Warringah (78378)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	GA	760	1.21	70	1.41	12	2.09	30	1.04	15	0.69	0	887	1.21
		"BECKMANN, Jane"	GA	133	0.21	12	0.24	1	0.17	2	0.07	3	0.14	0	151	0.21
		"BRIAN, Bernie"	GA	2	0	1	0.02	0	0	0	0	0	0	0	3	0
		Group Total	GA	895	1.42	83	1.67	13	2.27	32	1.1	18	0.83	0	1041	1.41
B		TICKET VOTES	NLP	444	0.71	23	0.46	6	1.05	11	0.38	6	0.28	0	490	0.67
		"KERR, Doreen"	NLP	91	0.14	5	0.1	1	0.17	1	0.03	0	0	0	98	0.13
		"SMITH, Mike"	NLP	2	0	0	0	0	0	0	0	0	0	0	2	0
		"JUDD, Ines"	NLP	5	0.01	1	0.02	0	0	0	0	0	0	0	6	0.01
		Group Total	NLP	542	0.86	29	0.58	7	1.22	12	0.41	6	0.28	0	596	0.81
C		TICKET VOTES	CEG	29	0.05	4	0.08	0	0	5	0.17	2	0.09	0	40	0.05
		"HAY, Leone"	CEG	11	0.02	2	0.04	0	0	0	0	0	0	0	13	0.02
		"BUTLER, Robert"	CEG	2	0	0	0	0	0	0	0	0	0	0	2	0
		"WOOD, Gloria"	CEG	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CEG	42	0.07	6	0.12	0	0	5	0.17	2	0.09	0	55	0.07
D		TICKET VOTES	RPA	91	0.14	8	0.16	1	0.17	3	0.1	3	0.14	0	106	0.14
		"CONSANDINE, Peter"	RPA	14	0.02	2	0.04	0	0	1	0.03	0	0	0	17	0.02
		"KLEIN, Gennie"	RPA	1	0	0	0	0	0	0	0	1	0.05	0	2	0
		Group Total	RPA	106	0.17	10	0.2	1	0.17	4	0.14	4	0.18	0	125	0.17
E		TICKET VOTES		308	0.49	32	0.64	4	0.7	9	0.31	4	0.18	0	357	0.49
		"TEALE, Leonard"		186	0.3	17	0.34	4	0.7	2	0.07	11	0.51	0	220	0.3
		"WARD, Colin"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		494	0.78	49	0.99	8	1.4	11	0.38	15	0.69	0	577	0.78
F		TICKET VOTES	CAP	17	0.03	6	0.12	0	0	4	0.14	0	0	0	27	0.04
		"UEBERGANG, K John"	CAP	3	0	0	0	0	0	0	0	0	0	0	3	0
		"HAWKINS, Doug"	CAP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CAP	20	0.03	6	0.12	0	0	4	0.14	0	0	0	30	0.04
G		TICKET VOTES	ASP	302	0.48	39	0.79	6	1.05	22	0.76	7	0.32	0	376	0.51
		"ASCHER, Michael"	ASP	43	0.07	4	0.08	0	0	2	0.07	2	0.09	0	51	0.07
		"ORR, Ted"	ASP	3	0	1	0.02	0	0	0	0	0	0	0	4	0.01
		"WILKIE, Jeff"	ASP	0	0	0	0	0	0	0	0	0	0	0	0	0
		"O'CONNELL, Suzanne"	ASP	0	0	0	0	0	0	0	0	0	0	0	0	0
		"BOURKE, Robyn Lee"	ASP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	ASP	348	0.55	44	0.89	6	1.05	24	0.83	9	0.41	0	431	0.59
H		TICKET VOTES		30	0.05	3	0.06	0	0	0	0	0	0	0	33	0.04
		"POULOS, Patricia"		3	0	0	0	0	0	0	0	0	0	0	3	0
		"ARCHER, Peter B"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"HOLLEY, John"		1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total		34	0.05	3	0.06	0	0	0	0	0	0	0	37	0.05
I		TICKET VOTES	LNP	33030	52.45	2387	48.07	274	47.82	1602	55.28	1296	59.53	0	38589	52.44
	#	"BAUME, Michael"	LP	569	0.9	55	1.11	4	0.7	30	1.04	41	1.88	-2	697	0.95
	#	"TIERNEY, John"	LP	15	0.02	1	0.02	0	0	1	0.03	1	0.05	0	18	0.02
	#	"MACDONALD, Sandy"	NP	24	0.04	2	0.04	0	0	3	0.1	3	0.14	0	32	0.04
		"PAYNE, Marise Ann"	LP	50	0.08	6	0.12	0	0	1	0.03	2	0.09	0	59	0.08
		Group Total	LNP	33688	53.49	2451	49.36	278	48.52	1637	56.49	1343	61.69	-2	39395	53.53
J		TICKET VOTES		48	0.08	5	0.1	0	0	2	0.07	1	0.05	0	56	0.08
		"SANTA CLAUS, O"		26	0.04	4	0.08	0	0	3	0.1	0	0	0	33	0.04
		"ROLO, Lord"		4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		Group Total		78	0.12	9	0.18	0	0	5	0.17	1	0.05	0	93	0.13
K		TICKET VOTES	DEM	2765	4.39	264	5.32	14	2.44	127	4.38	87	4	0	3257	4.43
		"SOWADA, Karin"	DEM	542	0.86	37	0.75	3	0.52	24	0.83	14	0.64	0	620	0.84
		"GRIFFITHS, Ray Ian"	DEM	11	0.02	0	0	0	0	0	0	0	0	0	11	0.01
		"CHESTERFIELD-EVANS, Arthur"	DEM	13	0.02	2	0.04	0	0	1	0.03	0	0	0	16	0.02
		Group Total	DEM	3331	5.29	303	6.1	17	2.97	152	5.24	101	4.64	0	3904	5.3
L		TICKET VOTES	ALP	19070	30.28	1555	31.31	194	33.86	824	28.43	517	23.75	0	22160	30.11
	#	"RICHARDSON, Graham Frederick"	ALP	635	1.01	57	1.15	3	0.52	32	1.1	24	1.1	2	753	1.02
	#	"FAULKNER, John"	ALP	15	0.02	0	0	0	0	0	0	0	0	0	15	0.02
	#	"SIBRAA, Kerry"	ALP	53	0.08	4	0.08	0	0	3	0.1	2	0.09	0	62	0.08
		"ARMSTRONG, Mary-Anne"	ALP	71	0.11	9	0.18	1	0.17	6	0.21	0	0	0	87	0.12
		Group Total	ALP	19844	31.51	1625	32.72	198	34.55	865	29.85	543	24.94	2	23077	31.36
M		TICKET VOTES		14	0.02	0	0	0	0	0	0	2	0.09	0	16	0.02
		"STEVENS, David Richard"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"HARRISON, Yvonne"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		14	0.02	0	0	0	0	0	0	2	0.09	0	16	0.02
N		TICKET VOTES	GRN	1348	2.14	177	3.56	25	4.36	80	2.76	33	1.52	0	1663	2.26
		"BRIGHAM, Steve"	GRN	269	0.43	33	0.66	3	0.52	14	0.48	9	0.41	0	328	0.45
		"WALLACE, Joy"	GRN	16	0.03	2	0.04	1	0.17	1	0.03	1	0.05	0	21	0.03
		"COHEN, Ian"	GRN	10	0.02	2	0.04	0	0	0	0	0	0	0	12	0.02
		"STEAD, Cecily"	GRN	12	0.02	2	0.04	0	0	1	0.03	0	0	0	15	0.02
		Group Total	GRN	1655	2.63	216	4.35	29	5.06	96	3.31	43	1.98	0	2039	2.77
O		TICKET VOTES	CTA	674	1.07	52	1.05	7	1.22	17	0.59	23	1.06	0	773	1.05
		"COLEMAN, Bruce"	CTA	120	0.19	12	0.24	0	0	4	0.14	7	0.32	0	143	0.19
		"McLENNAN, Graham Clarke"	CTA	0	0	0	0	0	0	0	0	0	0	0	0	0
		"GRIGG, Shirley J"	CTA	1	0	0	0	0	0	0	0	2	0.09	0	3	0
		"RYAN, Glen"	CTA	2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total	CTA	797	1.27	64	1.29	7	1.22	21	0.72	32	1.47	0	921	1.25
P		TICKET VOTES	AFI	386	0.61	39	0.79	6	1.05	10	0.35	22	1.01	0	463	0.63
		"KITSON, David A L"	AFI	69	0.11	9	0.18	0	0	2	0.07	2	0.09	0	82	0.11
		"WEATHERLAKE, Ian A"	AFI	4	0.01	1	0.02	0	0	0	0	0	0	0	5	0.01
		Group Total	AFI	459	0.73	49	0.99	6	1.05	12	0.41	24	1.1	0	550	0.75
Q		TICKET VOTES		7	0.01	0	0	0	0	0	0	0	0	0	7	0.01
		"LAVERY, Rosemarie"		1	0	0	0	0	0	0	0	0	0	0	1	0
		"JOHN, Robert"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"LAVERY, Priscilla"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		8	0.01	0	0	0	0	0	0	0	0	0	8	0.01
R		TICKET VOTES	GRY	378	0.6	12	0.24	3	0.52	11	0.38	27	1.24	0	431	0.59
		"ROYLANCE, Frances"	GRY	36	0.06	0	0	0	0	1	0.03	4	0.18	0	41	0.06
		"GROUNDS, Gay"	GRY	8	0.01	0	0	0	0	0	0	0	0	0	8	0.01
		Group Total	GRY	422	0.67	12	0.24	3	0.52	12	0.41	31	1.42	0	480	0.65
S		TICKET VOTES		60	0.1	0	0	0	0	0	0	0	0	0	60	0.08
		"BASS, Walter"		45	0.07	1	0.02	0	0	0	0	1	0.05	0	47	0.06
		"HALES, Paul"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		105	0.17	1	0.02	0	0	0	0	1	0.05	0	107	0.15
T		TICKET VOTES		11	0.02	1	0.02	0	0	0	0	0	0	0	12	0.02
		"VESCIO, Michael"		4	0.01	1	0.02	0	0	1	0.03	0	0	0	6	0.01
		"WHEATLEY, Pamela Eileen"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		15	0.02	2	0.04	0	0	1	0.03	0	0	0	18	0.02
U		TICKET VOTES		7	0.01	0	0	0	0	1	0.03	1	0.05	0	9	0.01
		"SCHOLLBACH, Robert"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"STIRLING, Karen"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		7	0.01	0	0	0	0	1	0.03	1	0.05	0	9	0.01
UNGROUPED																
		"GAJIN, Milorad"	IND	48	0.08	1	0.02	0	0	2	0.07	0	0	0	51	0.07
