Senate - 1993 Election: New South Wales			
Registered Group Voting Tickets			


Green Alliance			

Ticket	Party/Group Name	Candidate Name	Preferences
A	Green Alliance	"BECKMANN, Jane"	1
		"BRIAN, Bernie"	2
B	Natural Law Party	"KERR, Doreen"	23
		"SMITH, Mike"	24
		"JUDD, Ines"	25
C	Citizens Electoral Councils of Australia Group	"HAY, Leone"	51
		"BUTLER, Robert"	52
		"WOOD, Gloria"	53
D	Republican Party of Australia	"CONSANDINE, Peter"	21
		"KLEIN, Gennie"	22
E	"Unendorsed - Teale, Leonard"	"TEALE, Leonard"	19
		"WARD, Colin"	20
F	The Confederate Action Party of Australia	"UEBERGANG, K John"	49
		"HAWKINS, Doug"	50
G	Australian Shooters Party	"ASCHER, Michael"	54
		"ORR, Ted"	55
		"WILKIE, Jeff"	56
		"O'CONNELL, Suzanne"	57
		"BOURKE, Robyn Lee"	58
H	"Unendorsed - Poulos, Patricia"	"POULOS, Patricia"	42
		"ARCHER, Peter B"	43
		"HOLLEY, John"	44
I	Liberal/National Party	"BAUME, Michael"	59
		"TIERNEY, John"	60
		"MACDONALD, Sandy"	61
		"PAYNE, Marise Ann"	62
J	"Unendorsed - Santa Claus, O"	"SANTA CLAUS, O"	17
		"ROLO, Lord"	18
K	Australian Democrats	"SOWADA, Karin"	7
		"GRIFFITHS, Ray Ian"	8
		"CHESTERFIELD-EVANS, Arthur"	9
L	Australian Labor Party	"RICHARDSON, Graham Frederick"	11
		"FAULKNER, John"	12
		"SIBRAA, Kerry"	13
		"ARMSTRONG, Mary-Anne"	14
M	"Unendorsed - Stevens, David Richard"	"STEVENS, David Richard"	33
		"HARRISON, Yvonne"	34
N	The Greens	"BRIGHAM, Steve"	3
		"WALLACE, Joy"	4
		"COHEN, Ian"	5
		"STEAD, Cecily"	6
O	Call to Australia (Fred Nile) Group	"COLEMAN, Bruce"	66
		"McLENNAN, Graham Clarke"	65
		"GRIGG, Shirley J"	64
		"RYAN, Glen"	63
P	Australians Against Further Immigration	"KITSON, David A L"	45
		"WEATHERLAKE, Ian A"	46
Q	"Unendorsed - Lavery, Rosemarie"	"LAVERY, Rosemarie"	35
		"JOHN, Robert"	36
		"LAVERY, Priscilla"	37
R	Grey Power	"ROYLANCE, Frances"	47
		"GROUNDS, Gay"	48
S	"Unendorsed - Bass, Walter"	"BASS, Walter"	15
		"HALES, Paul"	16
T	"Unendorsed - Vescio, Michael"	"VESCIO, Michael"	38
T		"WHEATLEY, Pamela Eileen"	39
U	"Unendorsed - Schollbach, Robert"	"SCHOLLBACH, Robert"	40
UG	Independent	"GAJIN, Milorad"	32
UG	Independent	"ANDERSON, Michael J"	31
UG	Independent	"DE BRY, Katherine V"	30
UG		"POULSEN, Ron"	29
UG	Independent	"ELLIS, Bryan T"	28
UG	Independent	"MILTON, Malcolm Joshua"	27
UG	Independent	"DECKER, Dianne"	26
UG	Independent	"BELETICH, Argy"	25


Grey Power			

Ticket	Party/Group Name	Candidate Name	Preferences
A	Green Alliance	"BECKMANN, Jane"	62
		"BRIAN, Bernie"	63
B	Natural Law Party	"KERR, Doreen"	38
		"SMITH, Mike"	39
		"JUDD, Ines"	40
C	Citizens Electoral Councils of Australia Group	"HAY, Leone"	5
		"BUTLER, Robert"	6
		"WOOD, Gloria"	7
D	Republican Party of Australia	"CONSANDINE, Peter"	36
		"KLEIN, Gennie"	37
E	"Unendorsed - Teale, Leonard"	"TEALE, Leonard"	34
		"WARD, Colin"	35
F	The Confederate Action Party of Australia	"UEBERGANG, K John"	30
		"HAWKINS, Doug"	31
G	Australian Shooters Party	"ASCHER, Michael"	49
		"ORR, Ted"	50
		"WILKIE, Jeff"	51
		"O'CONNELL, Suzanne"	52
		"BOURKE, Robyn Lee"	53
H	"Unendorsed - Poulos, Patricia"	"POULOS, Patricia"	8
		"ARCHER, Peter B"	9
		"HOLLEY, John"	10
I	Liberal/National Party	"BAUME, Michael"	45
		"TIERNEY, John"	46
		"MACDONALD, Sandy"	47
		"PAYNE, Marise Ann"	48
J	"Unendorsed - Santa Claus, O"	"SANTA CLAUS, O"	20
		"ROLO, Lord"	21
K	Australian Democrats	"SOWADA, Karin"	64
		"GRIFFITHS, Ray Ian"	65
		"CHESTERFIELD-EVANS, Arthur"	66
L	Australian Labor Party	"RICHARDSON, Graham Frederick"	41
		"FAULKNER, John"	42
		"SIBRAA, Kerry"	43
		"ARMSTRONG, Mary-Anne"	44
M	"Unendorsed - Stevens, David Richard"	"STEVENS, David Richard"	16
		"HARRISON, Yvonne"	17
N	The Greens	"BRIGHAM, Steve"	58
		"WALLACE, Joy"	59
		"COHEN, Ian"	60
		"STEAD, Cecily"	61
O	Call to Australia (Fred Nile) Group	"COLEMAN, Bruce"	54
		"McLENNAN, Graham Clarke"	55
		"GRIGG, Shirley J"	56
		"RYAN, Glen"	57
P	Australians Against Further Immigration	"KITSON, David A L"	32
		"WEATHERLAKE, Ian A"	33
Q	"Unendorsed - Lavery, Rosemarie"	"LAVERY, Rosemarie"	11
		"JOHN, Robert"	12
		"LAVERY, Priscilla"	13
R	Grey Power	"ROYLANCE, Frances"	1
		"GROUNDS, Gay"	2
S	"Unendorsed - Bass, Walter"	"BASS, Walter"	14
		"HALES, Paul"	15
T	"Unendorsed - Vescio, Michael"	"VESCIO, Michael"	3
		"WHEATLEY, Pamela Eileen"	4
U	"Unendorsed - Schollbach, Robert"	"SCHOLLBACH, Robert"	18
		"STIRLING, Karen"	19
UG	Independent	"GAJIN, Milorad"	22
UG	Independent	"ANDERSON, Michael J"	23
UG	Independent	"DE BRY, Katherine V"	24
UG		"POULSEN, Ron"	25
UG	Independent	"ELLIS, Bryan T"	26
UG	Independent	"MILTON, Malcolm Joshua"	27
UG	Independent	"DECKER, Dianne"	28
UG	Independent	"BELETICH, Argy"	29


"Unendorsed - Bass, Walter"			

Ticket	Party/Group Name	Candidate Name	Preferences
A	Green Alliance	"BECKMANN, Jane"	18
		"BRIAN, Bernie"	19
B	Natural Law Party	"KERR, Doreen"	32
		"SMITH, Mike"	33
		"JUDD, Ines"	34
C	Citizens Electoral Councils of Australia Group	"HAY, Leone"	53
		"BUTLER, Robert"	54
		"WOOD, Gloria"	55
D	Republican Party of Australia	"CONSANDINE, Peter"	22
		"KLEIN, Gennie"	23
E	"Unendorsed - Teale, Leonard"	"TEALE, Leonard"	30
		"WARD, Colin"	31
F	The Confederate Action Party of Australia	"UEBERGANG, K John"	56
		"HAWKINS, Doug"	57
G	Australian Shooters Party	"ASCHER, Michael"	62
		"ORR, Ted"	63
		"WILKIE, Jeff"	64
		"O'CONNELL, Suzanne"	65
		"BOURKE, Robyn Lee"	66
H	"Unendorsed - Poulos, Patricia"	"POULOS, Patricia"	40
		"ARCHER, Peter B"	41
		"HOLLEY, John"	42
I	Liberal/National Party	"BAUME, Michael"	14
		"TIERNEY, John"	15
		"MACDONALD, Sandy"	16
		"PAYNE, Marise Ann"	17
J	"Unendorsed - Santa Claus, O"	"SANTA CLAUS, O"	26
		"ROLO, Lord"	27
K	Australian Democrats	"SOWADA, Karin"	3
		"GRIFFITHS, Ray Ian"	4
		"CHESTERFIELD-EVANS, Arthur"	5
L	Australian Labor Party	"RICHARDSON, Graham Frederick"	10
		"FAULKNER, John"	11
		"SIBRAA, Kerry"	12
		"ARMSTRONG, Mary-Anne"	13
M	"Unendorsed - Stevens, David Richard"	"STEVENS, David Richard"	38
		"HARRISON, Yvonne"	39
N	The Greens	"BRIGHAM, Steve"	6
		"WALLACE, Joy"	7
		"COHEN, Ian"	8
		"STEAD, Cecily"	9
O	Call to Australia (Fred Nile) Group	"COLEMAN, Bruce"	58
		"McLENNAN, Graham Clarke"	59
		"GRIGG, Shirley J"	60
		"RYAN, Glen"	61
P	Australians Against Further Immigration	"KITSON, David A L"	51
		"WEATHERLAKE, Ian A"	52
Q	"Unendorsed - Lavery, Rosemarie"	"LAVERY, Rosemarie"	35
		"JOHN, Robert"	36
		"LAVERY, Priscilla"	37
R	Grey Power	"ROYLANCE, Frances"	20
		"GROUNDS, Gay"	21
S	"Unendorsed - Bass, Walter"	"BASS, Walter"	1
		"HALES, Paul"	2
T	"Unendorsed - Vescio, Michael"	"VESCIO, Michael"	24
		"WHEATLEY, Pamela Eileen"	25
U	"Unendorsed - Schollbach, Robert"	"SCHOLLBACH, Robert"	28
		"STIRLING, Karen"	29
UG	Independent	"GAJIN, Milorad"	43
UG	Independent	"ANDERSON, Michael J"	44
UG	Independent	"DE BRY, Katherine V"	45
UG		"POULSEN, Ron"	46
UG	Independent	"ELLIS, Bryan T"	47
UG	Independent	"MILTON, Malcolm Joshua"	48
UG	Independent	"DECKER, Dianne"	49
UG	Independent	"BELETICH, Argy"	50


"Unendorsed - Vescio, Michael"			

Ticket	Party/Group Name	Candidate Name	Preferences
A	Green Alliance	"BECKMANN, Jane"	65
		"BRIAN, Bernie"	66
B	Natural Law Party	"KERR, Doreen"	8
		"SMITH, Mike"	9
		"JUDD, Ines"	10
C	Citizens Electoral Councils of Australia Group	"HAY, Leone"	5
		"BUTLER, Robert"	6
		"WOOD, Gloria"	7
D	Republican Party of Australia	"CONSANDINE, Peter"	20
		"KLEIN, Gennie"	21
E	"Unendorsed - Teale, Leonard"	"TEALE, Leonard"	18
		"WARD, Colin"	19
F	The Confederate Action Party of Australia	"UEBERGANG, K John"	16
		"HAWKINS, Doug"	17
G	Australian Shooters Party	"ASCHER, Michael"	22
		"ORR, Ted"	59
		"WILKIE, Jeff"	60
		"O'CONNELL, Suzanne"	61
		"BOURKE, Robyn Lee"	62
H	"Unendorsed - Poulos, Patricia"	"POULOS, Patricia"	23
		"ARCHER, Peter B"	24
		"HOLLEY, John"	58
I	Liberal/National Party	"BAUME, Michael"	39
		"TIERNEY, John"	40
		"MACDONALD, Sandy"	41
		"PAYNE, Marise Ann"	42
J	"Unendorsed - Santa Claus, O"	"SANTA CLAUS, O"	63
		"ROLO, Lord"	64
K	Australian Democrats	"SOWADA, Karin"	43
		"GRIFFITHS, Ray Ian"	44
		"CHESTERFIELD-EVANS, Arthur"	45
L	Australian Labor Party	"RICHARDSON, Graham Frederick"	46
		"FAULKNER, John"	47
		"SIBRAA, Kerry"	48
		"ARMSTRONG, Mary-Anne"	49
M	"Unendorsed - Stevens, David Richard"	"STEVENS, David Richard"	14
		"HARRISON, Yvonne"	15
N	The Greens	"BRIGHAM, Steve"	54
		"WALLACE, Joy"	55
		"COHEN, Ian"	56
		"STEAD, Cecily"	57
O	Call to Australia (Fred Nile) Group	"COLEMAN, Bruce"	50
		"McLENNAN, Graham Clarke"	51
		"GRIGG, Shirley J"	52
		"RYAN, Glen"	53
P	Australians Against Further Immigration	"KITSON, David A L"	25
		"WEATHERLAKE, Ian A"	26
Q	"Unendorsed - Lavery, Rosemarie"	"LAVERY, Rosemarie"	27
		"JOHN, Robert"	28
		"LAVERY, Priscilla"	29
R	Grey Power	"ROYLANCE, Frances"	3
		"GROUNDS, Gay"	4
S	"Unendorsed - Bass, Walter"	"BASS, Walter"	30
		"HALES, Paul"	31
T	"Unendorsed - Vescio, Michael"	"VESCIO, Michael"	1
		"WHEATLEY, Pamela Eileen"	2
U	"Unendorsed - Schollbach, Robert"	"SCHOLLBACH, Robert"	11
		"STIRLING, Karen"	12
UG	Independent	"GAJIN, Milorad"	32
UG	Independent	"ANDERSON, Michael J"	33
UG	Independent	"DE BRY, Katherine V"	34
UG		"POULSEN, Ron"	13
UG	Independent	"ELLIS, Bryan T"	35
UG	Independent	"MILTON, Malcolm Joshua"	36
UG	Independent	"DECKER, Dianne"	37
UG	Independent	"BELETICH, Argy"	38


"Unendorsed - Schollbach, Robert"				
			Preferences	
Ticket	Party/Group Name	Candidate Name	Ticket # 1	Ticket # 2
A	Green Alliance	"BECKMANN, Jane"	32	32
		"BRIAN, Bernie"	33	33
B	Natural Law Party	"KERR, Doreen"	22	22
		"SMITH, Mike"	23	23
		"JUDD, Ines"	24	24
C	Citizens Electoral Councils of Australia Group	"HAY, Leone"	5	5
		"BUTLER, Robert"	6	6
		"WOOD, Gloria"	7	7
D	Republican Party of Australia	"CONSANDINE, Peter"	8	8
		"KLEIN, Gennie"	9	9
E	"Unendorsed - Teale, Leonard"	"TEALE, Leonard"	3	3
		"WARD, Colin"	4	4
F	The Confederate Action Party of Australia	"UEBERGANG, K John"	37	37
		"HAWKINS, Doug"	38	38
G	Australian Shooters Party	"ASCHER, Michael"	54	54
		"ORR, Ted"	55	55
		"WILKIE, Jeff"	56	56
		"O'CONNELL, Suzanne"	57	57
		"BOURKE, Robyn Lee"	58	58
H	"Unendorsed - Poulos, Patricia"	"POULOS, Patricia"	25	25
		"ARCHER, Peter B"	26	26
		"HOLLEY, John"	27	27
I	Liberal/National Party	"BAUME, Michael"	63	59
		"TIERNEY, John"	64	60
		"MACDONALD, Sandy"	65	61
		"PAYNE, Marise Ann"	66	62
J	"Unendorsed - Santa Claus, O"	"SANTA CLAUS, O"	20	20
		"ROLO, Lord"	21	21
K	Australian Democrats	"SOWADA, Karin"	51	51
		"GRIFFITHS, Ray Ian"	52	52
		"CHESTERFIELD-EVANS, Arthur"	53	53
L	Australian Labor Party	"RICHARDSON, Graham Frederick"	59	63
		"FAULKNER, John"	60	64
		"SIBRAA, Kerry"	61	65
		"ARMSTRONG, Mary-Anne"	62	66
M	"Unendorsed - Stevens, David Richard"	"STEVENS, David Richard"	28	28
		"HARRISON, Yvonne"	29	29
N	The Greens	"BRIGHAM, Steve"	14	14
		"WALLACE, Joy"	15	15
		"COHEN, Ian"	16	16
		"STEAD, Cecily"	17	17
O	Call to Australia (Fred Nile) Group	"COLEMAN, Bruce"	47	47
		"McLENNAN, Graham Clarke"	48	48
		"GRIGG, Shirley J"	49	49
		"RYAN, Glen"	50	50
P	Australians Against Further Immigration	"KITSON, David A L"	30	30
		"WEATHERLAKE, Ian A"	31	31
Q	"Unendorsed - Lavery, Rosemarie"	"LAVERY, Rosemarie"	34	34
		"JOHN, Robert"	35	35
		"LAVERY, Priscilla"	36	36
R	Grey Power	"ROYLANCE, Frances"	10	10
		"GROUNDS, Gay"	11	11
S	"Unendorsed - Bass, Walter"	"BASS, Walter"	18	18
		"HALES, Paul"	19	19
T	"Unendorsed - Vescio, Michael"	"VESCIO, Michael"	12	12
		"WHEATLEY, Pamela Eileen"	13	13
U	"Unendorsed - Schollbach, Robert"	"SCHOLLBACH, Robert"	1	1
		"STIRLING, Karen"	2	2
UG	Independent	"GAJIN, Milorad"	39	39
UG	Independent	"ANDERSON, Michael J"	40	40
UG	Independent	"DE BRY, Katherine V"	41	41
UG		"POULSEN, Ron"	42	42
UG	Independent	"ELLIS, Bryan T"	43	43
UG	Independent	"MILTON, Malcolm Joshua"	44	44
UG	Independent	"DECKER, Dianne"	45	45
UG	Independent	"BELETICH, Argy"	46	46
