Senate: Election 2001 - National															
First Preference Votes by Candidate															
By Vote Type by Division															

New South Wales															
															
Banks (83122)															
				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
		"BAKER, A.T."		5	0.01	0	0.00	0	0.00	0	0.00	0	0.00	5	0.01
		"BARBER, Pam"		0	0.00	0	0.00	0	0.00	0	0.00	1	0.02	1	0.00
		Group Total		24	0.04	3	0.06	1	0.25	7	0.20	2	0.05	37	0.05
K		TICKET VOTES	ALP	24222	35.94	1679	33.23	167	41.85	1180	33.94	1615	40.08	28863	35.92
	#	"RAY, Robert"	ALP	392	0.58	18	0.36	2	0.50	21	0.60	28	0.69	461	0.57
	#	"MARSHALL, Gavin"	ALP	21	0.03	0	0.00	0	0.00	1	0.03	1	0.02	23	0.03
		"MURPHY, Ted"	ALP	41	0.06	1	0.02	0	0.00	2	0.06	0	0.00	44	0.05
		"CHONG, Robert"	ALP	30	0.04	3	0.06	0	0.00	2	0.06	4	0.10	39	0.05
		Group Total	ALP	24706	36.66	1701	33.66	169	42.36	1206	34.69	1648	40.90	29430	36.62
L		TICKET VOTES	CTA	270	0.40	21	0.42	1	0.25	13	0.37	26	0.65	331	0.41
		"GRAHAM, Murray"	CTA	64	0.09	9	0.18	0	0.00	3	0.09	1	0.02	77	0.10
		"JAGO, Arnold Hartley"	CTA	4	0.01	1	0.02	0	0.00	1	0.03	0	0.00	6	0.01
		Group Total	CTA	338	0.50	31	0.61	1	0.25	17	0.49	27	0.67	414	0.52
M		TICKET VOTES	DEM	5702	8.46	507	10.03	34	8.52	286	8.23	262	6.50	6791	8.45
	#	"ALLISON, Lyn"	DEM	484	0.72	30	0.59	1	0.25	20	0.58	20	0.50	555	0.69
		"HARCOURT, Pierre"	DEM	10	0.01	3	0.06	0	0.00	4	0.12	0	0.00	17	0.02
		"WARK, David"	DEM	7	0.01	0	0.00	0	0.00	0	0.00	1	0.02	8	0.01
		"ALESICH, Simone"	DEM	29	0.04	4	0.08	0	0.00	3	0.09	1	0.02	37	0.05
		Group Total	DEM	6232	9.25	544	10.77	35	8.77	313	9.00	284	7.05	7408	9.22
N		TICKET VOTES		5	0.01	0	0.00	0	0.00	0	0.00	0	0.00	5	0.01
		"DAVIS, Craig"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"BROCAS, Donna"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total		5	0.01	0	0.00	0	0.00	0	0.00	0	0.00	5	0.01
O		TICKET VOTES	HPA	58	0.09	6	0.12	0	0.00	5	0.14	3	0.07	72	0.09
		"PETHERBRIDGE, Tim"	HPA	9	0.01	0	0.00	0	0.00	0	0.00	0	0.00	9	0.01
		"POYNTON, Lee-anne"	HPA	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	HPA	67	0.10	6	0.12	0	0.00	5	0.14	3	0.07	81	0.10
P		TICKET VOTES	GRN	4510	6.69	448	8.87	18	4.51	156	4.49	128	3.18	5260	6.55
		"KINNEAR, Scott"	GRN	673	1.00	54	1.07	1	0.25	26	0.75	25	0.62	779	0.97
		"MULLANE, Eleisha"	GRN	17	0.03	1	0.02	0	0.00	0	0.00	3	0.07	21	0.03
		"MATHEW, Dinesh"	GRN	8	0.01	0	0.00	0	0.00	0	0.00	0	0.00	8	0.01
		"CONOR, Liz"	GRN	28	0.04	6	0.12	0	0.00	3	0.09	4	0.10	41	0.05
		Group Total	GRN	5236	7.77	509	10.07	19	4.76	185	5.32	160	3.97	6109	7.60
Q		TICKET VOTES		22	0.03	4	0.08	0	0.00	3	0.09	0	0.00	29	0.04
		"THORNE, Alison"		11	0.02	0	0.00	0	0.00	1	0.03	0	0.00	12	0.01
		"PEART, Sarah"		2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		"DEWBERRY, Tony"		1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total		36	0.05	4	0.08	0	0.00	4	0.12	0	0.00	44	0.05
UNGROUPED															
		"FLOOD, Daniel"	IND	8	0.01	1	0.02	0	0.00	1	0.03	1	0.02	11	0.01
		"MASLOWSKI, Richard M."	IND	2	0.00	1	0.02	0	0.00	0	0.00	1	0.02	4	0.00
		"GNIESLAW, Isaac"	IND	15	0.02	0	0.00	1	0.25	0	0.00	0	0.00	16	0.02
		Ungrouped Total		25	0.04	2	0.04	1	0.25	1	0.03	2	0.05	31	0.04
			FORMAL	67398	94.59	5053	97.06	399	96.61	3477	98.16	4029	98.08	80356	95.07
			INFORMAL	3855	5.41	153	2.94	14	3.39	65	1.84	79	1.92	4166	4.93
			TOTAL	71253	84.30	5206	6.16	413	0.49	3542	4.19	4108	4.86	84522	95.97



Kooyong (87128)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	LFF	1083	1.67	163	2.57	16	2.83	70	1.88	135	3.67	1467	1.85
		"PATHY, Suresh"	LFF	89	0.14	12	0.19	0	0.00	2	0.05	5	0.14	108	0.14
		"LUGG, John"	LFF	12	0.02	1	0.02	0	0.00	1	0.03	1	0.03	15	0.02
		Group Total	LFF	1184	1.82	176	2.77	16	2.83	73	1.96	141	3.83	1590	2.01
B		TICKET VOTES	DLP	759	1.17	101	1.59	7	1.24	45	1.21	41	1.11	953	1.20
		"MULHOLLAND, John"	DLP	53	0.08	2	0.03	0	0.00	2	0.05	2	0.05	59	0.07
		"CREA, Pat"	DLP	3	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00
		"KING, Gail"	DLP	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		"MAURUS, Rosemary"	DLP	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"WELLS, Ken"	DLP	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		Group Total	DLP	818	1.26	103	1.62	7	1.24	47	1.26	43	1.17	1018	1.28
C		TICKET VOTES	PCA	471	0.73	72	1.14	8	1.42	24	0.64	35	0.95	610	0.77
		"CLEARY, Phil"	PCA	213	0.33	19	0.30	0	0.00	8	0.21	7	0.19	247	0.31
		"ZOMBOLAS, Eileen"	PCA	2	0.00	1	0.02	0	0.00	0	0.00	0	0.00	3	0.00
		Group Total	PCA	686	1.06	92	1.45	8	1.42	32	0.86	42	1.14	860	1.09
D		TICKET VOTES	CEC	26	0.04	5	0.08	1	0.18	1	0.03	1	0.03	34	0.04
		"ISHERWOOD, Noelene"	CEC	3	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00
		"BARWICK, Robert"	CEC	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	CEC	30	0.05	5	0.08	1	0.18	1	0.03	1	0.03	38	0.05
E		TICKET VOTES		19	0.03	2	0.03	0	0.00	1	0.03	0	0.00	22	0.03
		"TOSCANO, Joseph"		11	0.02	0	0.00	0	0.00	0	0.00	0	0.00	11	0.01
		"REGHENZANI, Stephen"		3	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00
		Group Total		33	0.05	2	0.03	0	0.00	1	0.03	0	0.00	36	0.05
F		TICKET VOTES		8	0.01	0	0.00	1	0.18	0	0.00	1	0.03	10	0.01
		"RASKOVY, Steve"		2	0.00	1	0.02	0	0.00	0	0.00	0	0.00	3	0.00
		"KENNEDY, Elizabeth"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total		10	0.02	1	0.02	1	0.18	0	0.00	1	0.03	13	0.02
G		TICKET VOTES	HAN	495	0.76	54	0.85	2	0.35	20	0.54	48	1.30	619	0.78
		"SPENCER, Robyn"	HAN	113	0.17	11	0.17	1	0.18	9	0.24	7	0.19	141	0.18
		"McINTYRE, Neville"	HAN	3	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00
		Group Total	HAN	611	0.94	65	1.02	3	0.53	29	0.78	55	1.49	763	0.96
H		TICKET VOTES	LNP	31184	48.02	2790	43.99	253	44.78	1848	49.66	2095	56.90	38170	48.16
	#	"ALSTON, Richard Kenneth Robert"	LP	607	0.93	37	0.58	1	0.18	27	0.73	45	1.22	717	0.90
	#	"KEMP, Rod"	LP	32	0.05	7	0.11	0	0.00	2	0.05	3	0.08	44	0.06
	#	"PATTERSON, Kay"	LP	46	0.07	5	0.08	0	0.00	6	0.16	6	0.16	63	0.08
		"HAWKER, Tim"	NP	11	0.02	1	0.02	0	0.00	1	0.03	1	0.03	14	0.02
		"DE MARCHI, Dino"	LP	2	0.00	3	0.05	0	0.00	0	0.00	0	0.00	5	0.01
		"TRAN, Duc-Dung"	LP	27	0.04	2	0.03	0	0.00	0	0.00	3	0.08	32	0.04
		Group Total	LNP	31909	49.13	2845	44.85	254	44.96	1884	50.63	2153	58.47	39045	49.27
I		TICKET VOTES	UNI	263	0.40	26	0.41	5	0.88	23	0.62	23	0.62	340	0.43
		"LEE, Wellington"	UNI	26	0.04	3	0.05	0	0.00	3	0.08	2	0.05	34	0.04
		"WOLOWSKI, Diana"	UNI	4	0.01	0	0.00	0	0.00	0	0.00	1	0.03	5	0.01
		"COPE, Bill"	UNI	3	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00
		Group Total	UNI	296	0.46	29	0.46	5	0.88	26	0.70	26	0.71	382	0.48
J		TICKET VOTES		9	0.01	3	0.05	0	0.00	0	0.00	1	0.03	13	0.02
		"BAKER, A.T."		6	0.01	0	0.00	0	0.00	0	0.00	0	0.00	6	0.01
		"BARBER, Pam"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total		15	0.02	3	0.05	0	0.00	0	0.00	1	0.03	19	0.02
K		TICKET VOTES	ALP	13799	21.25	1250	19.71	117	20.71	820	22.04	673	18.28	16659	21.02
	#	"RAY, Robert"	ALP	470	0.72	21	0.33	4	0.71	29	0.78	18	0.49	542	0.68
	#	"MARSHALL, Gavin"	ALP	10	0.02	1	0.02	0	0.00	0	0.00	0	0.00	11	0.01
		"MURPHY, Ted"	ALP	37	0.06	2	0.03	0	0.00	1	0.03	1	0.03	41	0.05
		"CHONG, Robert"	ALP	43	0.07	6	0.09	0	0.00	2	0.05	3	0.08	54	0.07
		Group Total	ALP	14359	22.11	1280	20.18	121	21.42	852	22.90	695	18.88	17307	21.84
L		TICKET VOTES	CTA	219	0.34	20	0.32	0	0.00	11	0.30	19	0.52	269	0.34
		"GRAHAM, Murray"	CTA	69	0.11	6	0.09	0	0.00	3	0.08	0	0.00	78	0.10
		"JAGO, Arnold Hartley"	CTA	6	0.01	3	0.05	0	0.00	0	0.00	0	0.00	9	0.01
		Group Total	CTA	294	0.45	29	0.46	0	0.00	14	0.38	19	0.52	356	0.45
M		TICKET VOTES	DEM	6466	9.96	762	12.01	68	12.04	423	11.37	282	7.66	8001	10.10
	#	"ALLISON, Lyn"	DEM	704	1.08	68	1.07	2	0.35	39	1.05	34	0.92	847	1.07
		"HARCOURT, Pierre"	DEM	41	0.06	7	0.11	0	0.00	4	0.11	1	0.03	53	0.07
		"WARK, David"	DEM	10	0.02	0	0.00	1	0.18	0	0.00	1	0.03	12	0.02
		"ALESICH, Simone"	DEM	44	0.07	3	0.05	1	0.18	3	0.08	1	0.03	52	0.07
		Group Total	DEM	7265	11.19	840	13.24	72	12.74	469	12.60	319	8.66	8965	11.31
N		TICKET VOTES		8	0.01	2	0.03	0	0.00	1	0.03	0	0.00	11	0.01
		"DAVIS, Craig"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"BROCAS, Donna"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total		8	0.01	2	0.03	0	0.00	1	0.03	0	0.00	11	0.01
O		TICKET VOTES	HPA	35	0.05	6	0.09	2	0.35	3	0.08	2	0.05	48	0.06
		"PETHERBRIDGE, Tim"	HPA	9	0.01	3	0.05	0	0.00	2	0.05	0	0.00	14	0.02
		"POYNTON, Lee-anne"	HPA	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		Group Total	HPA	46	0.07	9	0.14	2	0.35	5	0.13	2	0.05	64	0.08
P		TICKET VOTES	GRN	6213	9.57	753	11.87	67	11.86	233	6.26	152	4.13	7418	9.36
		"KINNEAR, Scott"	GRN	1034	1.59	82	1.29	7	1.24	46	1.24	26	0.71	1195	1.51
		"MULLANE, Eleisha"	GRN	18	0.03	5	0.08	0	0.00	2	0.05	1	0.03	26	0.03
		"MATHEW, Dinesh"	GRN	7	0.01	0	0.00	0	0.00	0	0.00	3	0.08	10	0.01
		"CONOR, Liz"	GRN	34	0.05	8	0.13	0	0.00	4	0.11	0	0.00	46	0.06
		Group Total	GRN	7306	11.25	848	13.37	74	13.10	285	7.66	182	4.94	8695	10.97
Q		TICKET VOTES		19	0.03	7	0.11	0	0.00	0	0.00	1	0.03	27	0.03
		"THORNE, Alison"		6	0.01	0	0.00	1	0.18	0	0.00	0	0.00	7	0.01
		"PEART, Sarah"		3	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00
		"DEWBERRY, Tony"		1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total		29	0.04	7	0.11	1	0.18	0	0.00	1	0.03	38	0.05
UNGROUPED															
		"FLOOD, Daniel"	IND	13	0.02	5	0.08	0	0.00	1	0.03	0	0.00	19	0.02
		"MASLOWSKI, Richard M."	IND	3	0.00	0	0.00	0	0.00	1	0.03	0	0.00	4	0.01
		"GNIESLAW, Isaac"	IND	27	0.04	2	0.03	0	0.00	0	0.00	1	0.03	30	0.04
		Ungrouped Total		43	0.07	7	0.11	0	0.00	2	0.05	1	0.03	53	0.07
			FORMAL	64942	95.11	6343	97.95	565	96.91	3721	98.39	3682	98.08	79253	95.63
			INFORMAL	3338	4.89	133	2.05	18	3.09	61	1.61	72	1.92	3622	4.37
			TOTAL	68280	82.39	6476	7.81	583	0.70	3782	4.56	3754	4.53	82875	95.12



Lalor (89277)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	LFF	1224	1.79	91	2.15	20	2.85	124	2.57	67	3.51	1526	1.91
		"PATHY, Suresh"	LFF	58	0.08	7	0.17	2	0.28	4	0.08	3	0.16	74	0.09
		"LUGG, John"	LFF	1	0.00	1	0.02	0	0.00	0	0.00	0	0.00	2	0.00
		Group Total	LFF	1283	1.87	99	2.34	22	3.13	128	2.66	70	3.67	1602	2.00
B		TICKET VOTES	DLP	1963	2.87	167	3.94	35	4.99	153	3.18	48	2.52	2366	2.95
		"MULHOLLAND, John"	DLP	40	0.06	5	0.12	0	0.00	4	0.08	2	0.10	51	0.06
		"CREA, Pat"	DLP	5	0.01	2	0.05	0	0.00	2	0.04	0	0.00	9	0.01
		"KING, Gail"	DLP	7	0.01	1	0.02	0	0.00	0	0.00	0	0.00	8	0.01
		"MAURUS, Rosemary"	DLP	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		"WELLS, Ken"	DLP	2	0.00	1	0.02	0	0.00	1	0.02	0	0.00	4	0.00
		Group Total	DLP	2018	2.95	176	4.15	35	4.99	160	3.32	50	2.62	2439	3.05
C		TICKET VOTES	PCA	674	0.98	43	1.01	4	0.57	63	1.31	34	1.78	818	1.02
		"CLEARY, Phil"	PCA	82	0.12	6	0.14	0	0.00	8	0.17	0	0.00	96	0.12
		"ZOMBOLAS, Eileen"	PCA	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	PCA	756	1.10	49	1.16	4	0.57	71	1.47	34	1.78	914	1.14
D		TICKET VOTES	CEC	62	0.09	4	0.09	1	0.14	5	0.10	2	0.10	74	0.09
		"ISHERWOOD, Noelene"	CEC	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		"BARWICK, Robert"	CEC	0	0.00	1	0.02	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	CEC	64	0.09	5	0.12	1	0.14	5	0.10	2	0.10	77	0.10
E		TICKET VOTES		35	0.05	2	0.05	1	0.14	4	0.08	0	0.00	42	0.05
		"TOSCANO, Joseph"		4	0.01	1	0.02	0	0.00	0	0.00	0	0.00	5	0.01
		"REGHENZANI, Stephen"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total		39	0.06	3	0.07	1	0.14	4	0.08	0	0.00	47	0.06
F		TICKET VOTES		27	0.04	1	0.02	0	0.00	1	0.02	0	0.00	29	0.04
		"RASKOVY, Steve"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"KENNEDY, Elizabeth"		2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		Group Total		29	0.04	1	0.02	0	0.00	1	0.02	0	0.00	31	0.04
G		TICKET VOTES	HAN	1402	2.05	91	2.15	14	1.99	149	3.09	45	2.36	1701	2.12
		"SPENCER, Robyn"	HAN	82	0.12	7	0.17	1	0.14	12	0.25	5	0.26	107	0.13
		"McINTYRE, Neville"	HAN	4	0.01	0	0.00	0	0.00	0	0.00	0	0.00	4	0.00
		Group Total	HAN	1488	2.17	98	2.31	15	2.14	161	3.34	50	2.62	1812	2.26
H		TICKET VOTES	LNP	19164	28.01	1170	27.60	168	23.93	1499	31.13	565	29.63	22566	28.17
	#	"ALSTON, Richard Kenneth Robert"	LP	272	0.40	15	0.35	1	0.14	11	0.23	5	0.26	304	0.38
	#	"KEMP, Rod"	LP	1	0.00	2	0.05	0	0.00	0	0.00	1	0.05	4	0.00
	#	"PATTERSON, Kay"	LP	17	0.02	1	0.02	0	0.00	1	0.02	0	0.00	19	0.02
		"HAWKER, Tim"	NP	8	0.01	0	0.00	0	0.00	0	0.00	1	0.05	9	0.01
		"DE MARCHI, Dino"	LP	4	0.01	0	0.00	0	0.00	0	0.00	1	0.05	5	0.01
		"TRAN, Duc-Dung"	LP	4	0.01	2	0.05	0	0.00	0	0.00	0	0.00	6	0.01
		Group Total	LNP	19470	28.45	1190	28.07	169	24.07	1511	31.37	573	30.05	22913	28.61
I		TICKET VOTES	UNI	182	0.27	22	0.52	1	0.14	17	0.35	3	0.16	225	0.28
		"LEE, Wellington"	UNI	12	0.02	1	0.02	0	0.00	0	0.00	1	0.05	14	0.02
		"WOLOWSKI, Diana"	UNI	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		"COPE, Bill"	UNI	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		Group Total	UNI	197	0.29	23	0.54	1	0.14	17	0.35	4	0.21	242	0.30
J		TICKET VOTES		43	0.06	0	0.00	0	0.00	5	0.10	1	0.05	49	0.06
		"BAKER, A.T."		2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		"BARBER, Pam"		0	0.00	0	0.00	0	0.00	1	0.02	0	0.00	1	0.00
		Group Total		45	0.07	0	0.00	0	0.00	6	0.12	1	0.05	52	0.06
K		TICKET VOTES	ALP	34954	51.08	2004	47.28	375	53.42	2277	47.28	927	48.61	40537	50.61
	#	"RAY, Robert"	ALP	272	0.40	21	0.50	2	0.28	26	0.54	16	0.84	337	0.42
	#	"MARSHALL, Gavin"	ALP	15	0.02	2	0.05	0	0.00	1	0.02	4	0.21	22	0.03
		"MURPHY, Ted"	ALP	16	0.02	0	0.00	0	0.00	1	0.02	2	0.10	19	0.02
		"CHONG, Robert"	ALP	20	0.03	3	0.07	0	0.00	2	0.04	1	0.05	26	0.03
		Group Total	ALP	35277	51.55	2030	47.89	377	53.70	2307	47.90	950	49.82	40941	51.12
L		TICKET VOTES	CTA	339	0.50	12	0.28	4	0.57	25	0.52	9	0.47	389	0.49
		"GRAHAM, Murray"	CTA	44	0.06	3	0.07	0	0.00	2	0.04	1	0.05	50	0.06
		"JAGO, Arnold Hartley"	CTA	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		Group Total	CTA	385	0.56	15	0.35	4	0.57	27	0.56	10	0.52	441	0.55
M		TICKET VOTES	DEM	4839	7.07	334	7.88	46	6.55	281	5.83	99	5.19	5599	6.99
	#	"ALLISON, Lyn"	DEM	177	0.26	11	0.26	0	0.00	14	0.29	3	0.16	205	0.26
		"HARCOURT, Pierre"	DEM	4	0.01	0	0.00	0	0.00	0	0.00	0	0.00	4	0.00
		"WARK, David"	DEM	12	0.02	0	0.00	0	0.00	0	0.00	0	0.00	12	0.01
		"ALESICH, Simone"	DEM	7	0.01	0	0.00	0	0.00	1	0.02	0	0.00	8	0.01
		Group Total	DEM	5039	7.36	345	8.14	46	6.55	296	6.15	102	5.35	5828	7.28
N		TICKET VOTES		19	0.03	0	0.00	0	0.00	2	0.04	0	0.00	21	0.03
		"DAVIS, Craig"		1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		"BROCAS, Donna"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total		20	0.03	0	0.00	0	0.00	2	0.04	0	0.00	22	0.03
O		TICKET VOTES	HPA	45	0.07	3	0.07	1	0.14	5	0.10	3	0.16	57	0.07
		"PETHERBRIDGE, Tim"	HPA	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		"POYNTON, Lee-anne"	HPA	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	HPA	47	0.07	3	0.07	1	0.14	5	0.10	3	0.16	59	0.07
P		TICKET VOTES	GRN	2062	3.01	182	4.29	24	3.42	108	2.24	54	2.83	2430	3.03
		"KINNEAR, Scott"	GRN	141	0.21	10	0.24	2	0.28	6	0.12	2	0.10	161	0.20
		"MULLANE, Eleisha"	GRN	5	0.01	1	0.02	0	0.00	0	0.00	0	0.00	6	0.01
		"MATHEW, Dinesh"	GRN	2	0.00	1	0.02	0	0.00	0	0.00	0	0.00	3	0.00
		"CONOR, Liz"	GRN	11	0.02	1	0.02	0	0.00	0	0.00	1	0.05	13	0.02
		Group Total	GRN	2221	3.25	195	4.60	26	3.70	114	2.37	57	2.99	2613	3.26
Q		TICKET VOTES		24	0.04	4	0.09	0	0.00	1	0.02	0	0.00	29	0.04
		"THORNE, Alison"		4	0.01	1	0.02	0	0.00	0	0.00	0	0.00	5	0.01
		"PEART, Sarah"		1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		"DEWBERRY, Tony"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total		29	0.04	5	0.12	0	0.00	1	0.02	0	0.00	35	0.04
UNGROUPED															
		"FLOOD, Daniel"	IND	10	0.01	0	0.00	0	0.00	0	0.00	1	0.05	11	0.01
		"MASLOWSKI, Richard M."	IND	5	0.01	0	0.00	0	0.00	0	0.00	0	0.00	5	0.01
		"GNIESLAW, Isaac"	IND	7	0.01	2	0.05	0	0.00	0	0.00	0	0.00	9	0.01
		Ungrouped Total		22	0.03	2	0.05	0	0.00	0	0.00	1	0.05	25	0.03
			FORMAL	68429	92.75	4239	95.34	702	92.98	4816	97.18	1907	98.10	80093	93.26
			INFORMAL	5350	7.25	207	4.66	53	7.02	140	2.82	37	1.90	5787	6.74
			TOTAL	73779	85.91	4446	5.18	755	0.88	4956	5.78	1944	2.27	85880	96.19



La Trobe (88269)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	LFF	1443	2.12	214	3.64	18	2.92	82	2.72	130	3.49	1887	2.32
		"PATHY, Suresh"	LFF	73	0.11	7	0.12	3	0.49	2	0.07	2	0.05	87	0.11
		"LUGG, John"	LFF	6	0.01	1	0.02	0	0.00	0	0.00	2	0.05	9	0.01
		Group Total	LFF	1522	2.24	222	3.78	21	3.40	84	2.79	134	3.59	1983	2.44
B		TICKET VOTES	DLP	1129	1.66	177	3.01	13	2.11	48	1.59	57	1.53	1424	1.75
		"MULHOLLAND, John"	DLP	34	0.05	4	0.07	1	0.16	0	0.00	1	0.03	40	0.05
		"CREA, Pat"	DLP	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"KING, Gail"	DLP	1	0.00	2	0.03	0	0.00	0	0.00	0	0.00	3	0.00
		"MAURUS, Rosemary"	DLP	3	0.00	2	0.03	0	0.00	0	0.00	0	0.00	5	0.01
		"WELLS, Ken"	DLP	4	0.01	0	0.00	0	0.00	0	0.00	0	0.00	4	0.00
		Group Total	DLP	1171	1.72	185	3.15	14	2.27	48	1.59	58	1.56	1476	1.82
C		TICKET VOTES	PCA	535	0.79	65	1.11	6	0.97	25	0.83	43	1.15	674	0.83
		"CLEARY, Phil"	PCA	138	0.20	10	0.17	0	0.00	7	0.23	5	0.13	160	0.20
		"ZOMBOLAS, Eileen"	PCA	2	0.00	0	0.00	0	0.00	1	0.03	0	0.00	3	0.00
		Group Total	PCA	675	0.99	75	1.28	6	0.97	33	1.10	48	1.29	837	1.03
D		TICKET VOTES	CEC	35	0.05	4	0.07	0	0.00	3	0.10	1	0.03	43	0.05
		"ISHERWOOD, Noelene"	CEC	6	0.01	0	0.00	0	0.00	0	0.00	0	0.00	6	0.01
		"BARWICK, Robert"	CEC	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	CEC	42	0.06	4	0.07	0	0.00	3	0.10	1	0.03	50	0.06
E		TICKET VOTES		28	0.04	1	0.02	1	0.16	1	0.03	0	0.00	31	0.04
		"TOSCANO, Joseph"		6	0.01	0	0.00	0	0.00	1	0.03	1	0.03	8	0.01
		"REGHENZANI, Stephen"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total		34	0.05	1	0.02	1	0.16	2	0.07	1	0.03	39	0.05
F		TICKET VOTES		17	0.03	0	0.00	0	0.00	1	0.03	0	0.00	18	0.02
		"RASKOVY, Steve"		8	0.01	0	0.00	0	0.00	0	0.00	3	0.08	11	0.01
		"KENNEDY, Elizabeth"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total		25	0.04	0	0.00	0	0.00	1	0.03	3	0.08	29	0.04
G		TICKET VOTES	HAN	1212	1.78	94	1.60	14	2.27	79	2.62	80	2.15	1479	1.82
		"SPENCER, Robyn"	HAN	113	0.17	13	0.22	0	0.00	11	0.37	12	0.32	149	0.18
		"McINTYRE, Neville"	HAN	5	0.01	1	0.02	0	0.00	1	0.03	0	0.00	7	0.01
		Group Total	HAN	1330	1.96	108	1.84	14	2.27	91	3.02	92	2.47	1635	2.01
H		TICKET VOTES	LNP	28666	42.19	2312	39.36	265	42.95	1389	46.10	1795	48.15	34427	42.41
	#	"ALSTON, Richard Kenneth Robert"	LP	372	0.55	24	0.41	3	0.49	21	0.70	34	0.91	454	0.56
	#	"KEMP, Rod"	LP	17	0.03	4	0.07	0	0.00	0	0.00	0	0.00	21	0.03
	#	"PATTERSON, Kay"	LP	23	0.03	1	0.02	0	0.00	0	0.00	3	0.08	27	0.03
		"HAWKER, Tim"	NP	6	0.01	0	0.00	0	0.00	1	0.03	3	0.08	10	0.01
		"DE MARCHI, Dino"	LP	1	0.00	0	0.00	0	0.00	0	0.00	1	0.03	2	0.00
		"TRAN, Duc-Dung"	LP	9	0.01	1	0.02	0	0.00	1	0.03	3	0.08	14	0.02
		Group Total	LNP	29094	42.82	2342	39.87	268	43.44	1412	46.86	1839	49.33	34955	43.06
I		TICKET VOTES	UNI	136	0.20	20	0.34	0	0.00	2	0.07	4	0.11	162	0.20
		"LEE, Wellington"	UNI	9	0.01	0	0.00	0	0.00	0	0.00	0	0.00	9	0.01
